;GO:0090179;GO:0032693;GO:1902950;GO:0090251;GO:0002322;GO:0002755;GO:0002316;GO:0043031;GO:0001942;GO:0051482;GO:0002638;GO:0072540;GO:0071219;GO:1905184;GO:0019886;GO:0032720;GO:0050710;GO:0043318;GO:0007186;GO:1902564;GO:0050729;GO:0045577;GO:0007266;GO:0006898;GO:0032956;GO:0002689;GO:0002922;GO:0002605;GO:0002924;GO:0030890;GO:0010469;GO:0031666;GO:0050766;GO:0050765;GO:0035025;GO:0038096;GO:0002300;GO:0030889;GO:0032740;GO:0050859;GO:0034163;GO:0034166;GO:0035690;GO:0050707;GO:1904646;GO:0007166;GO:0043410;GO:1905898;GO:1901216;GO:0002224;GO:0002622;GO:0009617;GO:0071222;GO:0002305;GO:0001811;GO:0045087;GO:0046330;GO:0016064;GO:0045088;GO:0001814;GO:2001199
GO:0050765;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.48300749985576874;0.4;0.4;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.4;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.8;1.0;0.3081136762725405;0.43852901558847923;0.0;0.4;0.4;0.48300749985576874;0.4;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.0;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874
GO:0035025;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.3081136762725405;0.0;0.3660149997115376;0.2830074998557688;0.0;0.0;0.2830074998557688;0.0;0.2830074998557688;0.3081136762725405;0.2599120563717816;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.3081136762725405;0.3356143810225276;0.0;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.3081136762725405;1.0;0.3356143810225276;0.0;0.2599120563717816;0.3660149997115376;0.4;0.43852901558847923;0.3356143810225276;0.0;0.3356143810225276;0.0;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.4;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;0.2599120563717816;0.0;0.48300749985576874;0.0;0.4;0.3081136762725405;0.3081136762725405
GO:0038096;0.8;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.4;0.8;0.8;0.3081136762725405;0.48300749985576874;0.4;0.43852901558847923;0.3660149997115376;0.8;0.43852901558847923;0.43852901558847923;0.4;0.8;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3356143810225276;1.0;0.8;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.8;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.8;0.4;0.48300749985576874;0.43852901558847923;0.8;0.48300749985576874;0.0;0.8;0.8;0.3356143810225276;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.4
GO:0002300;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0
GO:0030889;0.3660149997115376;0.4;0.4;0.0;0.0;0.3660149997115376;0.0;0.6000000000000001;0.0;0.4;0.43852901558847923;0.0;0.0;0.2599120563717816;0.0;0.3660149997115376;0.4;0.6000000000000001;0.4;0.6000000000000001;0.3356143810225276;0.6830074998557688;0.3660149997115376;0.0;0.4;0.48300749985576874;0.4;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.4;0.2599120563717816;0.3660149997115376;0.0;1.0;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.0;0.3660149997115376;0.0;0.4;0.3081136762725405;0.4;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.0;0.3081136762725405;0.0;0.43852901558847923;0.4;0.43852901558847923
GO:0032740;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.4;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.4;0.48300749985576874;0.4;0.43852901558847923;0.0;0.43852901558847923;0.4;0.48300749985576874;0.4;0.3660149997115376;0.4;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.4;0.3660149997115376;0.43852901558847923;0.0;0.3356143810225276;1.0;0.4;0.4;0.43852901558847923;0.0;0.6830074998557688;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.2830074998557688;0.0;0.3660149997115376;0.0;0.43852901558847923;0.4;0.43852901558847923
GO:0050859;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.48300749985576874;0.5356143810225276;0.0;0.0;0.2830074998557688;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.4;0.6000000000000001;0.5356143810225276;0.4;0.48300749985576874;0.4;0.43852901558847923;0.0;0.48300749985576874;0.4;1.0;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.6000000000000001;0.48300749985576874;0.5356143810225276
GO:0034163;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.4;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.6830074998557688;0.6000000000000001;0.4;0.4;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.4;0.5356143810225276;1.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.8;0.4;0.4
GO:0034166;0.8;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.43852901558847923;0.0;0.8;0.4;0.8;0.8;0.3081136762725405;0.48300749985576874;0.4;0.43852901558847923;0.3660149997115376;0.8;0.43852901558847923;0.43852901558847923;0.4;0.8;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.8;0.8;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;1.0;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.8;0.4;0.48300749985576874;0.43852901558847923;1.0;0.48300749985576874;0.0;0.8;0.8;0.3081136762725405;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4
GO:0035690;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;1.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.43852901558847923;0.6830074998557688;0.5356143810225276;0.0;0.5356143810225276;0.0;0.4;0.0;0.0;0.0
GO:0050707;0.48300749985576874;0.6830074998557688;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.5356143810225276;0.4;0.0;0.0;0.3356143810225276;0.0;0.6000000000000001;1.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;1.0;0.0;0.5356143810225276;0.4;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874
GO:1904646;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.6830074998557688;0.43852901558847923;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.0;0.0
GO:0007166;0.8;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.8;0.4;0.8;0.8;0.3660149997115376;0.0;0.4;0.48300749985576874;0.4;0.8;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.8;0.0;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.4;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.8;0.8;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.6000000000000001;0.5356143810225276;0.48300749985576874;1.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.8;0.48300749985576874;0.0;0.8;0.8;0.3081136762725405;0.0;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874
GO:0043410;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.4;0.0;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.5356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.3660149997115376;0.4;0.0;0.43852901558847923;0.4;0.5356143810225276;0.3660149997115376;0.4;0.3660149997115376;0.6000000000000001;0.6830074998557688;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.4;0.0;0.3081136762725405;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.4;0.0;0.4;0.0;0.43852901558847923;1.0;0.6000000000000001;0.48300749985576874;0.4;0.4;0.0;0.0;0.0;0.3081136762725405;0.0;0.8;0.0;0.48300749985576874;0.3660149997115376;0.3660149997115376
GO:1905898;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.5356143810225276;0.4;0.0;0.0;0.43852901558847923;0.0;0.4;0.48300749985576874;0.4;0.6000000000000001;0.48300749985576874;0.6830074998557688;0.48300749985576874;0.48300749985576874;0.0;0.6000000000000001;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.6830074998557688;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.4;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.0;0.5356143810225276;0.0;0.6000000000000001;0.6000000000000001;1.0;0.6830074998557688;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.6000000000000001;0.43852901558847923;0.48300749985576874
GO:1901216;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.4;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.5356143810225276;0.4;0.48300749985576874;0.4;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.4;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.4;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.6830074998557688;1.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.2830074998557688;0.0;0.4;0.0;0.43852901558847923;0.4;0.43852901558847923
GO:0002224;0.8;0.43852901558847923;0.8;0.0;0.8;1.0;0.8;0.43852901558847923;0.0;0.8;0.4;0.8;0.8;0.3081136762725405;0.48300749985576874;0.4;0.43852901558847923;0.3660149997115376;0.8;0.43852901558847923;0.48300749985576874;0.4;0.8;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.3660149997115376;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.8;0.8;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;1.0;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.8;0.4;0.48300749985576874;0.43852901558847923;1.0;0.48300749985576874;0.0;0.8;0.8;0.3081136762725405;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.4
GO:0002622;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.4;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.6830074998557688;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.4;0.48300749985576874;0.43852901558847923;0.48300749985576874;1.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.3660149997115376;0.0;0.6000000000000001;0.48300749985576874;0.48300749985576874
GO:0009617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.6830074998557688;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.0
GO:0071222;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.8;0.6830074998557688;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.8;0.0;0.6830074998557688;1.0;0.8;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0
GO:0002305;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;1.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0
GO:0001811;0.3081136762725405;0.3356143810225276;0.3356143810225276;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.20000000000000007;0.0;0.3081136762725405;0.3356143810225276;0.48300749985576874;0.3081136762725405;0.4;0.48300749985576874;0.3081136762725405;0.3081136762725405;0.0;0.3081136762725405;0.43852901558847923;0.4;0.4;0.8;0.2830074998557688;0.3660149997115376;0.4;0.2830074998557688;0.3356143810225276;0.2599120563717816;0.3356143810225276;0.0;0.3356143810225276;0.2830074998557688;0.4;0.3660149997115376;0.3081136762725405;0.0;0.3081136762725405;0.0;0.3081136762725405;0.3081136762725405;0.3660149997115376;0.2830074998557688;0.3081136762725405;0.6000000000000001;0.0;0.0;0.0;1.0;0.0;0.2830074998557688;0.0;0.43852901558847923;0.6000000000000001;0.3660149997115376
GO:0045087;0.0;0.0;0.0;0.0;0.6830074998557688;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.6830074998557688;0.6830074998557688;0.0;1.0;0.0;0.5356143810225276;0.0;0.0;0.0
GO:0046330;0.3660149997115376;0.3356143810225276;0.4;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.4;0.3081136762725405;0.0;0.0;0.43852901558847923;0.0;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.0;0.3081136762725405;0.3660149997115376;0.4;0.43852901558847923;0.3660149997115376;0.0;0.4;0.0;0.43852901558847923;0.8;0.48300749985576874;0.4;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.2830074998557688;0.0;1.0;0.0;0.43852901558847923;0.3356143810225276;0.3660149997115376
GO:0016064;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.0;0.5356143810225276;0.0;1.0;0.0;0.0;0.0
GO:0045088;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.6830074998557688;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.4;0.5356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.8;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;1.0;0.43852901558847923;0.48300749985576874
GO:0001814;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.2830074998557688;0.0;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.48300749985576874;0.4;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.4;0.48300749985576874;0.3081136762725405;0.43852901558847923;0.0;0.4;0.4;0.48300749985576874;0.4;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.4;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.0;0.3356143810225276;0.0;0.43852901558847923;1.0;0.43852901558847923
GO:2001199;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.6000000000000001;0.4;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.4;0.4;0.48300749985576874;0.3081136762725405;0.4;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.4;0.4;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.48300749985576874;0.43852901558847923;1.0
