;GO:0050718;GO:0007257;GO:0007254;GO:0042531;GO:0051092;GO:0003333;GO:0032727;GO:0032728;GO:0032729;GO:0034105;GO:0032722;GO:0019886;GO:0050830;GO:0014732;GO:0033138;GO:1904100;GO:0007260;GO:0050729;GO:0006695;GO:0051260;GO:0007265;GO:0033091;GO:0000077;GO:0070431;GO:0001558;GO:0008284;GO:0043123;GO:0043001;GO:0045944;GO:0006027;GO:0002223;GO:0032825;GO:0000165;GO:0046641;GO:0048662;GO:0050691;GO:0050852;GO:0050731;GO:0006396;GO:0007249;GO:0032819;GO:0001779;GO:0010800;GO:0032012;GO:0001938;GO:0015812;GO:0071305;GO:0018108;GO:0032092;GO:0006004;GO:1904417;GO:0043029;GO:0097202;GO:0001866;GO:0031398;GO:0032760;GO:0034142;GO:0043312;GO:0042102;GO:0045580;GO:0043161;GO:0032515;GO:0031663;GO:0010469;GO:0032755;GO:0030212;GO:0045627;GO:0034134;GO:0044257;GO:0006986;GO:0000122;GO:0001961;GO:0043330;GO:0032740;GO:0070427;GO:0050778;GO:0032743;GO:0016139;GO:0060333;GO:0070936;GO:0006351;GO:0051085;GO:0048469;GO:0031929;GO:0006511;GO:0006357;GO:0032735;GO:0071223;GO:0043066;GO:0045087;GO:0042098;GO:0043065;GO:0070374;GO:0035723;GO:0019377;GO:0070534;GO:0070498;GO:0071224;GO:0035725;GO:0071225
GO:0001558;0.2727272727272727;0.5;0.0;0.25;0.2857142857142857;0.0;0.2222222222222222;0.2222222222222222;0.25;0.2857142857142857;0.25;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.0;0.25;0.0;0.0;0.0;0.25;0.3;0.0;1.0;0.42857142857142855;0.3;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.25;0.375;0.2857142857142857;0.0;0.2727272727272727;0.0;0.0;0.2727272727272727;0.0;0.25;0.2727272727272727;0.3333333333333333;0.0;0.0;0.0;0.125;0.0;0.2857142857142857;0.0;0.0;0.0;0.2727272727272727;0.2222222222222222;0.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.2727272727272727;0.0;0.16666666666666666;0.25;0.0;0.18181818181818182;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.25;0.0;0.2857142857142857;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.25;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.4;0.5;0.0;0.36363636363636365;0.42857142857142855;0.0;0.3333333333333333;0.3333333333333333;0.375;0.42857142857142855;0.375;0.0;0.0;0.0;0.4;0.4;0.0;0.375;0.0;0.0;0.0;0.5;0.3;0.0;0.42857142857142855;1.0;0.4444444444444444;0.0;0.36363636363636365;0.0;0.0;0.4444444444444444;0.375;0.5;0.5714285714285714;0.25;0.0;0.4;0.0;0.375;0.5555555555555556;0.0;0.36363636363636365;0.2727272727272727;0.7142857142857143;0.0;0.0;0.0;0.1111111111111111;0.0;0.42857142857142855;0.0;0.0;0.0;0.4;0.3333333333333333;0.0;0.0;0.5555555555555556;0.3333333333333333;0.0;0.2727272727272727;0.375;0.375;0.375;0.0;0.2727272727272727;0.0;0.0;0.0;0.2727272727272727;0.5;0.0;0.375;0.0;0.42857142857142855;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.3;0.375;0.0;0.3333333333333333;0.0;0.0;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043123;0.25;0.3333333333333333;0.0;0.6;0.3333333333333333;0.0;0.2727272727272727;0.2727272727272727;0.3;0.3333333333333333;0.3;0.0;0.0;0.0;0.3076923076923077;0.3076923076923077;0.0;0.4444444444444444;0.0;0.0;0.0;0.23076923076923078;0.23076923076923078;0.0;0.3;0.4444444444444444;1.0;0.0;0.25;0.0;0.0;0.3333333333333333;0.0;0.23076923076923078;0.2727272727272727;0.3;0.0;0.3076923076923077;0.0;0.0;0.25;0.0;0.2857142857142857;0.5;0.36363636363636365;0.0;0.0;0.0;0.09090909090909091;0.0;0.4444444444444444;0.0;0.0;0.0;0.3076923076923077;0.2727272727272727;0.0;0.0;0.25;0.25;0.0;0.21428571428571427;0.0;0.5;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.21428571428571427;0.625;0.0;0.3;0.0;0.5;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.3;0.0;0.25;0.0;0.0;0.36363636363636365;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043001;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
GO:0045944;0.23076923076923078;0.3;0.0;0.35714285714285715;0.5454545454545454;0.0;0.25;0.25;0.2727272727272727;0.3;0.2727272727272727;0.0;0.0;0.0;0.38461538461538464;0.46153846153846156;0.0;0.2727272727272727;0.0;0.0;0.0;0.21428571428571427;0.21428571428571427;0.0;0.2727272727272727;0.36363636363636365;0.25;0.0;1.0;0.0;0.0;0.23076923076923078;0.25;0.21428571428571427;0.25;0.18181818181818182;0.0;0.38461538461538464;0.0;0.25;0.23076923076923078;0.0;0.38461538461538464;0.2;0.25;0.0;0.0;0.0;0.08333333333333333;0.0;0.3;0.0;0.0;0.0;0.38461538461538464;0.25;0.0;0.0;0.23076923076923078;0.23076923076923078;0.0;0.2857142857142857;0.25;0.25;0.2727272727272727;0.0;0.21428571428571427;0.0;0.0;0.0;0.7777777777777778;0.2727272727272727;0.0;0.2727272727272727;0.0;0.3;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.875;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.25;0.35714285714285715;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.2;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.21428571428571427;0.42857142857142855;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.21428571428571427;0.0;0.0;0.0;0.0
GO:0002223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.35714285714285715;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.09090909090909091;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.16666666666666666
GO:0032825;0.3333333333333333;0.3333333333333333;0.0;0.2857142857142857;0.3;0.0;0.36363636363636365;0.36363636363636365;0.4;0.4444444444444444;0.4;0.0;0.0;0.0;0.3076923076923077;0.3076923076923077;0.0;0.2727272727272727;0.0;0.0;0.0;0.5454545454545454;0.23076923076923078;0.0;0.3;0.4444444444444444;0.3333333333333333;0.0;0.23076923076923078;0.0;0.0;1.0;0.2727272727272727;0.5454545454545454;0.2727272727272727;0.2727272727272727;0.0;0.3076923076923077;0.0;0.2727272727272727;0.7777777777777778;0.0;0.2857142857142857;0.21428571428571427;0.36363636363636365;0.0;0.0;0.0;0.08333333333333333;0.0;0.3;0.0;0.0;0.0;0.3076923076923077;0.36363636363636365;0.0;0.0;0.6;0.6666666666666666;0.0;0.21428571428571427;0.2727272727272727;0.2727272727272727;0.4;0.0;0.5384615384615384;0.0;0.0;0.0;0.21428571428571427;0.36363636363636365;0.0;0.4;0.0;0.4444444444444444;0.4;0.0;0.25;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.23076923076923078;0.4;0.0;0.25;0.0;0.0;0.36363636363636365;0.3076923076923077;0.25;0.0;0.0;0.25;0.0;0.0;0.0
GO:0000165;0.25;0.0;0.3333333333333333;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.16666666666666666;0.0;0.0;0.375;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;1.0;0.23076923076923078;0.3333333333333333;0.0;0.0;0.25;0.0;0.3333333333333333;0.25;0.0;0.23076923076923078;0.25;0.3;0.0;0.16666666666666666;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.3;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.4444444444444444;0.0;0.25;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38461538461538464;0.0;0.2;0.0;0.3333333333333333;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.3;0.25;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.16666666666666666
GO:0046641;0.21428571428571427;0.2727272727272727;0.0;0.2;0.2727272727272727;0.0;0.23076923076923078;0.23076923076923078;0.25;0.2727272727272727;0.25;0.0;0.0;0.0;0.26666666666666666;0.26666666666666666;0.0;0.25;0.0;0.0;0.0;0.8;0.2;0.0;0.25;0.5;0.23076923076923078;0.0;0.21428571428571427;0.0;0.0;0.5454545454545454;0.23076923076923078;1.0;0.3333333333333333;0.25;0.0;0.26666666666666666;0.0;0.23076923076923078;0.7;0.0;0.25;0.1875;0.4166666666666667;0.0;0.0;0.0;0.07692307692307693;0.0;0.2727272727272727;0.0;0.0;0.0;0.26666666666666666;0.23076923076923078;0.0;0.0;0.8888888888888888;0.6;0.0;0.1875;0.23076923076923078;0.23076923076923078;0.25;0.0;0.6153846153846154;0.0;0.0;0.0;0.1875;0.25;0.0;0.25;0.0;0.4;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.2;0.25;0.0;0.21428571428571427;0.0;0.0;0.3076923076923077;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048662;0.25;0.42857142857142855;0.0;0.23076923076923078;0.2222222222222222;0.0;0.18181818181818182;0.18181818181818182;0.2;0.2222222222222222;0.2;0.0;0.0;0.0;0.25;0.25;0.0;0.2;0.0;0.0;0.0;0.3333333333333333;0.4;0.0;0.375;0.5714285714285714;0.2727272727272727;0.0;0.25;0.0;0.0;0.2727272727272727;0.3333333333333333;0.3333333333333333;1.0;0.2222222222222222;0.0;0.25;0.0;0.3333333333333333;0.36363636363636365;0.0;0.23076923076923078;0.25;0.4444444444444444;0.0;0.0;0.0;0.1;0.0;0.2222222222222222;0.0;0.0;0.0;0.25;0.18181818181818182;0.0;0.0;0.36363636363636365;0.3;0.0;0.36363636363636365;0.3333333333333333;0.3333333333333333;0.2;0.0;0.15384615384615385;0.0;0.0;0.0;0.36363636363636365;0.3;0.0;0.2;0.0;0.2222222222222222;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.2727272727272727;0.2;0.0;0.4444444444444444;0.0;0.0;0.3;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050691;0.18181818181818182;0.3333333333333333;0.0;0.25;0.25;0.0;0.2;0.2;0.2222222222222222;0.25;0.2222222222222222;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.5;0.0;0.0;0.0;0.25;0.18181818181818182;0.0;0.2857142857142857;0.25;0.3;0.0;0.18181818181818182;0.0;0.0;0.2727272727272727;0.0;0.25;0.2222222222222222;1.0;0.0;0.16666666666666666;0.0;0.0;0.2727272727272727;0.0;0.15384615384615385;0.2727272727272727;0.2;0.0;0.0;0.0;0.1111111111111111;0.0;0.42857142857142855;0.0;0.0;0.0;0.16666666666666666;0.2;0.0;0.0;0.2727272727272727;0.3;0.0;0.09090909090909091;0.0;0.375;0.2222222222222222;0.0;0.4444444444444444;0.0;0.0;0.0;0.18181818181818182;0.3333333333333333;0.0;0.2222222222222222;0.0;0.375;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2222222222222222;0.0;0.2;0.0;0.0;0.2;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.35714285714285715;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.09090909090909091;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.16666666666666666
GO:0050731;0.2857142857142857;0.6153846153846154;0.0;0.9;0.2727272727272727;0.0;0.23076923076923078;0.23076923076923078;0.25;0.2727272727272727;0.25;0.0;0.0;0.0;0.8;0.6363636363636364;0.0;0.25;0.0;0.0;0.0;0.26666666666666666;0.21428571428571427;0.0;0.2727272727272727;0.4;0.3076923076923077;0.0;0.38461538461538464;0.0;0.0;0.3076923076923077;0.25;0.26666666666666666;0.25;0.16666666666666666;0.0;1.0;0.0;0.25;0.2857142857142857;0.0;0.8;0.2;0.3333333333333333;0.0;0.0;0.0;0.07692307692307693;0.0;0.2727272727272727;0.0;0.42857142857142855;0.0;0.6363636363636364;0.23076923076923078;0.0;0.0;0.2857142857142857;0.23076923076923078;0.0;0.5;0.25;0.25;0.25;0.0;0.2;0.0;0.0;0.0;0.2857142857142857;0.3333333333333333;0.0;0.25;0.0;0.2727272727272727;0.25;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.25;0.0;0.3076923076923077;0.25;0.0;0.23076923076923078;0.0;0.0;0.3333333333333333;0.7272727272727273;0.23076923076923078;0.0;0.0;0.23076923076923078;0.0;0.0;0.0
GO:0006396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.25;0.0;0.0;0.0;0.0
GO:0007249;0.25;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.23076923076923078;0.16666666666666666;0.0;0.0;0.375;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.3333333333333333;0.23076923076923078;0.3333333333333333;0.0;0.0;0.25;0.0;1.0;0.0;0.0;0.23076923076923078;0.0;0.3;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.16666666666666666
GO:0032819;0.23076923076923078;0.3;0.0;0.21428571428571427;0.3;0.0;0.25;0.25;0.2727272727272727;0.3;0.2727272727272727;0.0;0.0;0.0;0.2857142857142857;0.2857142857142857;0.0;0.2727272727272727;0.0;0.0;0.0;0.7;0.21428571428571427;0.0;0.2727272727272727;0.5555555555555556;0.25;0.0;0.23076923076923078;0.0;0.0;0.7777777777777778;0.25;0.7;0.36363636363636365;0.2727272727272727;0.0;0.2857142857142857;0.0;0.0;1.0;0.0;0.26666666666666666;0.2;0.45454545454545453;0.0;0.0;0.0;0.08333333333333333;0.0;0.3;0.0;0.0;0.0;0.2857142857142857;0.25;0.0;0.0;0.7777777777777778;0.5;0.0;0.2;0.25;0.25;0.2727272727272727;0.0;0.42857142857142855;0.0;0.0;0.0;0.2;0.2727272727272727;0.0;0.2727272727272727;0.0;0.4444444444444444;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.21428571428571427;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.3333333333333333;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010800;0.26666666666666666;0.6153846153846154;0.0;0.7272727272727273;0.25;0.0;0.21428571428571427;0.21428571428571427;0.23076923076923078;0.25;0.23076923076923078;0.0;0.0;0.0;0.8;0.6363636363636364;0.0;0.23076923076923078;0.0;0.0;0.0;0.25;0.2;0.0;0.25;0.36363636363636365;0.2857142857142857;0.0;0.38461538461538464;0.0;0.0;0.2857142857142857;0.23076923076923078;0.25;0.23076923076923078;0.15384615384615385;0.0;0.8;0.0;0.23076923076923078;0.26666666666666666;0.0;1.0;0.1875;0.3076923076923077;0.0;0.0;0.0;0.07142857142857142;0.0;0.25;0.0;0.42857142857142855;0.0;0.6363636363636364;0.21428571428571427;0.0;0.0;0.26666666666666666;0.21428571428571427;0.0;0.5;0.23076923076923078;0.23076923076923078;0.23076923076923078;0.0;0.1875;0.0;0.0;0.0;0.2857142857142857;0.3076923076923077;0.0;0.23076923076923078;0.0;0.25;0.23076923076923078;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.3076923076923077;0.23076923076923078;0.0;0.21428571428571427;0.0;0.0;0.3076923076923077;0.7272727272727273;0.21428571428571427;0.0;0.0;0.21428571428571427;0.0;0.0;0.0
GO:0032012;0.2;0.3;0.0;0.4166666666666667;0.18181818181818182;0.0;0.15384615384615385;0.15384615384615385;0.16666666666666666;0.18181818181818182;0.16666666666666666;0.0;0.0;0.0;0.2;0.2;0.0;0.2727272727272727;0.0;0.0;0.0;0.1875;0.21428571428571427;0.0;0.2727272727272727;0.2727272727272727;0.5;0.0;0.2;0.0;0.0;0.21428571428571427;0.25;0.1875;0.25;0.2727272727272727;0.0;0.2;0.0;0.0;0.2;0.0;0.1875;1.0;0.23076923076923078;0.0;0.0;0.0;0.08333333333333333;0.0;0.2727272727272727;0.0;0.0;0.0;0.2;0.15384615384615385;0.0;0.0;0.2;0.23076923076923078;0.0;0.2;0.0;0.4444444444444444;0.16666666666666666;0.0;0.21428571428571427;0.0;0.0;0.0;0.2;0.4;0.0;0.16666666666666666;0.0;0.3;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.16666666666666666;0.0;0.23076923076923078;0.0;0.0;0.23076923076923078;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001938;0.3333333333333333;0.375;0.0;0.3076923076923077;0.3333333333333333;0.0;0.2727272727272727;0.2727272727272727;0.3;0.3333333333333333;0.3;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0;0.3;0.0;0.0;0.0;0.4166666666666667;0.25;0.0;0.3333333333333333;0.7142857142857143;0.36363636363636365;0.0;0.25;0.0;0.0;0.36363636363636365;0.3;0.4166666666666667;0.4444444444444444;0.2;0.0;0.3333333333333333;0.0;0.3;0.45454545454545453;0.0;0.3076923076923077;0.23076923076923078;1.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.2727272727272727;0.0;0.0;0.45454545454545453;0.2727272727272727;0.0;0.23076923076923078;0.3;0.3;0.3;0.0;0.23076923076923078;0.0;0.0;0.0;0.23076923076923078;0.4;0.0;0.3;0.0;0.3333333333333333;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.25;0.3;0.0;0.2727272727272727;0.0;0.0;0.4;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015812;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0
GO:0071305;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.25;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.1;0.0;0.16666666666666666;0.1111111111111111;0.375;0.0;0.0;0.5;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.07142857142857142;0.0;0.125;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.0;0.6666666666666666;0.0;0.14285714285714285;0.1;0.0;0.0;0.16666666666666666;0.1;0.07142857142857142;0.16666666666666666;0.6666666666666666;0.0;0.5714285714285714
GO:0018108;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.0;0.16666666666666666;0.0;0.125;0.0;0.09090909090909091;0.125;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.125;0.0;0.6666666666666666;0.0;0.0;0.0;0.125;0.0;0.3333333333333333;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;1.0;0.0;0.18181818181818182;0.0;0.0;0.3333333333333333;0.07142857142857142;0.0;0.0;0.125;0.0;0.0;0.0;0.375;0.0;0.125;0.0;0.0;0.25;0.0;0.125;0.5;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.16666666666666666;0.125;0.4166666666666667;0.3333333333333333;0.1;0.125;0.125;0.375;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.125;0.18181818181818182;0.4166666666666667;0.125;0.0;0.0;0.09090909090909091
GO:0032092;0.08333333333333333;0.16666666666666666;0.0;0.07692307692307693;0.42857142857142855;0.0;0.09090909090909091;0.09090909090909091;0.1;0.1111111111111111;0.1;0.0;0.0;0.0;0.07692307692307693;0.07692307692307693;0.0;0.1;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.125;0.1111111111111111;0.09090909090909091;0.0;0.08333333333333333;0.0;0.0;0.08333333333333333;0.0;0.07692307692307693;0.1;0.1111111111111111;0.0;0.07692307692307693;0.0;0.0;0.08333333333333333;0.0;0.07142857142857142;0.08333333333333333;0.09090909090909091;0.0;0.0;0.0;1.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.07692307692307693;0.09090909090909091;0.0;0.0;0.08333333333333333;0.09090909090909091;0.0;0.2;0.0;0.3333333333333333;0.1;0.0;0.07692307692307693;0.0;0.0;0.0;0.08333333333333333;0.1;0.0;0.1;0.0;0.1111111111111111;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.1;0.0;0.09090909090909091;0.0;0.0;0.09090909090909091;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
