;GO:0090656;GO:0007095;GO:0006281;GO:0006289;GO:0046777;GO:0000733;GO:0045003;GO:0000732;GO:0000731;GO:0043987;GO:0045893;GO:0070244;GO:0071139;GO:0016055;GO:0090305;GO:0010792;GO:0010032;GO:0044806;GO:0051260;GO:0090263;GO:0007026;GO:0006406;GO:0010705;GO:0032355;GO:0070317;GO:0043967;GO:0008360;GO:0043968;GO:1904874;GO:0007076;GO:0007077;GO:0006260;GO:1905168;GO:0008284;GO:0000712;GO:0045787;GO:0046632;GO:0006303;GO:0006468;GO:0045944;GO:1904837;GO:0000079;GO:0000122;GO:0051782;GO:0046641;GO:0032508;GO:0000083;GO:0000281;GO:0000082;GO:0071479;GO:0031297;GO:0051307;GO:0030521;GO:0016579;GO:0006270;GO:0007084;GO:0007088;GO:0006351;GO:0090166;GO:0006310;GO:0000724;GO:0000723;GO:0045950;GO:0061820;GO:0007129;GO:0034080;GO:0006357;GO:1903827;GO:0048478;GO:0000492;GO:0072355;GO:0072711;GO:1901291;GO:0072757
GO:0006260;0.8;0.5356143810225276;0.8;0.6830074998557688;0.48300749985576874;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.5356143810225276;0.6830074998557688;0.8;0.5356143810225276;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;1.0;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.8;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.5356143810225276;0.8;0.6000000000000001;0.8;0.0;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.8;0.48300749985576874;0.5356143810225276;0.4;0.0;0.4
GO:1905168;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.23852901558847928;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.0;1.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.4;0.4;0.3081136762725405;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.6000000000000001;0.2599120563717816;0.0;0.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0
GO:0008284;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;1.0;0.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.4;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.4;0.4;0.3356143810225276;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0
GO:0000712;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;1.0;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0045787;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;0.8;0.0;1.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.6830074998557688;0.4;0.6000000000000001;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.4;0.4;0.3356143810225276;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0
GO:0046632;0.8;0.8;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.3660149997115376;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.4;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;1.0;0.4;0.43852901558847923;0.0;0.8;0.0;0.0;0.0;0.0;0.4;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.48300749985576874;0.4;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.48300749985576874
GO:0006303;0.6000000000000001;0.48300749985576874;0.8;0.6830074998557688;0.4;0.6000000000000001;0.6830074998557688;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.0;0.0;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.2830074998557688;0.4;0.0;0.0;0.0;0.6000000000000001;0.3660149997115376;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.4;1.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.2830074998557688;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.8;0.6000000000000001;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.0;0.6000000000000001;0.4;0.43852901558847923;0.4;0.0;0.4
GO:0006468;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.48300749985576874;1.0;0.5356143810225276;0.4;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.0;0.0;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.3081136762725405;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;1.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.3081136762725405;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.3356143810225276;0.6000000000000001;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.6000000000000001;0.43852901558847923;0.6830074998557688;0.3660149997115376;0.0;0.3660149997115376
GO:0045944;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.23852901558847928;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.0;1.0;0.0;0.3660149997115376;0.8;0.4;0.3081136762725405;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.4;0.2599120563717816;0.0;0.0;1.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.3660149997115376;0.0
GO:1904837;0.8;0.8;0.48300749985576874;0.43852901558847923;0.4;0.48300749985576874;0.3660149997115376;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.4;0.43852901558847923;0.0;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.48300749985576874;0.4;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.48300749985576874
GO:0000079;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3081136762725405;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;1.0;0.3660149997115376;0.5356143810225276;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.0
GO:0000122;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.2830074998557688;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.4;0.0;0.0;0.0;0.4;0.0;0.3660149997115376;0.0;0.4;0.0;0.0;0.0;0.4;0.4;0.0;0.4;0.0;0.0;0.0;0.8;0.0;0.3660149997115376;1.0;0.48300749985576874;0.2599120563717816;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.48300749985576874;0.2599120563717816;0.0;0.0;1.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0
GO:0051782;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.4;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.48300749985576874;1.0;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.3356143810225276;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0
GO:0046641;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.21862188087829626;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.3081136762725405;0.0;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.2599120563717816;0.3660149997115376;1.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.2830074998557688;0.2599120563717816;0.23852901558847928;0.0;0.0;0.2830074998557688;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;0.2830074998557688;0.0
GO:0032508;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.3081136762725405;0.2830074998557688;0.8;0.2599120563717816;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.5356143810225276;0.8;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.6000000000000001;0.48300749985576874;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0;0.4;0.2830074998557688;0.3081136762725405;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.2599120563717816;0.43852901558847923;0.48300749985576874;0.0;0.4;0.5356143810225276;0.3356143810225276;0.2830074998557688;0.5356143810225276;0.0;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.0;0.3356143810225276
GO:0000083;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.8;0.2830074998557688;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.4;0.4;0.0;0.8;0.0;0.4;0.8;0.6000000000000001;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.8;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.8;0.43852901558847923;0.6830074998557688;0.48300749985576874;0.3356143810225276;0.43852901558847923;1.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.43852901558847923;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.4;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.5356143810225276;0.4;0.5356143810225276
GO:0000281;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;1.0;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0000082;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;1.0;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0071479;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.4;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.3081136762725405;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.3081136762725405;0.48300749985576874;0.48300749985576874;0.48300749985576874;1.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.3081136762725405;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.2830074998557688;0.48300749985576874;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923
GO:0031297;0.8;0.8;0.8;0.6830074998557688;0.5356143810225276;0.8;0.5356143810225276;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.6000000000000001;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;1.0;0.8;0.8;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;0.8;0.6000000000000001;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0051307;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.8;1.0;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0030521;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.4;0.2830074998557688;0.8;0.8;0.48300749985576874;0.8;0.8;0.43852901558847923;0.8;0.4;0.4;0.0;0.8;0.0;0.4;0.8;0.6000000000000001;0.8;0.5356143810225276;0.8;0.8;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.8;0.48300749985576874;0.8;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.8;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;1.0;0.43852901558847923;0.8;0.8;0.43852901558847923;0.8;0.8;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.4;0.8;0.8;0.4;0.48300749985576874;0.8;0.8;0.8;0.5356143810225276;0.3660149997115376;0.5356143810225276
GO:0016579;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.4;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.0;0.0;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.2599120563717816;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.2599120563717816;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;1.0;0.5356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.0;0.3081136762725405
GO:0006270;0.8;0.8;0.8;0.6830074998557688;0.5356143810225276;0.8;0.5356143810225276;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.8;0.8;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.6000000000000001;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.5356143810225276;1.0;0.8;0.0;0.8;0.8;0.8;0.6000000000000001;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0007084;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;1.0;0.0;0.8;0.8;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.43852901558847923;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0007088;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3081136762725405;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.6000000000000001;0.3660149997115376;0.5356143810225276;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.0
GO:0006351;0.8;0.8;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.6830074998557688;0.8;0.8;0.4;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.8;0.48300749985576874;0.5356143810225276;0.0;0.8;0.0;0.0;0.0;0.0;0.4;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.5356143810225276;0.8;0.8;0.0;1.0;0.8;0.6000000000000001;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.48300749985576874
GO:0090166;0.8;0.8;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.4;0.8;0.8;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.8;0.8;0.5356143810225276;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.0;0.8;1.0;0.5356143810225276;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.8;0.8;0.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.5356143810225276
GO:0006310;0.8;0.5356143810225276;0.8;0.6830074998557688;0.48300749985576874;0.8;0.6830074998557688;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.5356143810225276;0.6830074998557688;0.8;0.5356143810225276;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.8;0.0;0.0;0.5356143810225276;0.0;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.8;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.5356143810225276;0.0;0.6000000000000001;0.5356143810225276;1.0;0.8;0.8;0.0;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.0;0.0;0.8;0.48300749985576874;0.5356143810225276;0.4;0.0;0.4
GO:0000724;0.6000000000000001;0.48300749985576874;0.8;0.6830074998557688;0.4;0.6000000000000001;1.0;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.0;0.0;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.2830074998557688;0.4;0.0;0.0;0.0;0.6000000000000001;0.3660149997115376;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.4;0.8;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.2830074998557688;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.8;1.0;0.6000000000000001;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.0;0.6000000000000001;0.4;0.43852901558847923;0.4;0.0;0.4
