;GO:0061178;GO:0014068;GO:0008584;GO:0035162;GO:0046854;GO:0042531;GO:0051091;GO:0071380;GO:0007259;GO:0006687;GO:0000187;GO:0010811;GO:0035556;GO:0086003;GO:0098909;GO:1904343;GO:0002371;GO:1904349;GO:0007268;GO:0007266;GO:0008354;GO:0009967;GO:0046627;GO:0071361;GO:0006605;GO:0001558;GO:0010666;GO:0035669;GO:0086091;GO:0120072;GO:0051259;GO:0051897;GO:0007193;GO:0040015;GO:0035023;GO:0090036;GO:0008284;GO:0043123;GO:0045666;GO:0007595;GO:0038096;GO:0038093;GO:0097067;GO:0000165;GO:0050730;GO:0071277;GO:0010634;GO:0032024;GO:2000650;GO:0060374;GO:2000273;GO:0043410;GO:0001541;GO:0051279;GO:0051310;GO:0010881;GO:0010763;GO:0018108;GO:1904251;GO:1905065;GO:0038111;GO:0002281;GO:0046777;GO:0008542;GO:0003254;GO:0043303;GO:0002320;GO:1902514;GO:0043547;GO:0010739;GO:0097324;GO:0002318;GO:0032762;GO:0010613;GO:0031397;GO:0051209;GO:0071456;GO:0050910;GO:0038109;GO:0050996;GO:0060396;GO:0090303;GO:0035234;GO:0007186;GO:0030183;GO:0031274;GO:0043552;GO:0043278;GO:0046426;GO:0060314;GO:0030217;GO:0007218;GO:0030218;GO:0002327;GO:0010628;GO:0032355;GO:0031663;GO:0010863;GO:0032870;GO:0010469;GO:0018105;GO:0018107;GO:0016567;GO:0030335;GO:0048170;GO:0008360;GO:2001031;GO:0032230;GO:1901842;GO:1901844;GO:0006469;GO:0043687;GO:0045747;GO:1901725;GO:0009968;GO:0048863;GO:0035855;GO:0032469;GO:0032467;GO:0031532;GO:0060333;GO:0007286;GO:1903078;GO:0007565;GO:0007169;GO:0007166;GO:0038162;GO:0002551;GO:0006357;GO:0002026;GO:0030318;GO:0043066;GO:0043065;GO:0030838;GO:0070374;GO:0030032;GO:0070257
GO:2000650;0.10869565217391308;0.0714285714285714;0.0;0.0;0.0;0.04225352112676062;0.08510638297872342;0.0;0.09090909090909094;0.0;0.050000000000000044;0.09375;0.09677419354838712;0.0;0.09375;0.07499999999999996;0.0;0.07499999999999996;0.0;0.08823529411764708;0.0;0.07894736842105265;0.09756097560975607;0.0;0.0;0.09677419354838712;0.0714285714285714;0.05555555555555558;0.07894736842105265;0.07499999999999996;0.0;0.0714285714285714;0.08823529411764708;0.10810810810810811;0.08333333333333337;0.08823529411764708;0.09375;0.0714285714285714;0.06666666666666665;0.05714285714285716;0.06000000000000005;0.08108108108108103;0.0;0.06000000000000005;0.07317073170731703;0.0;0.09523809523809523;0.08771929824561409;1.0;0.0;0.09756097560975607;0.0461538461538461;0.0;0.2857142857142857;0.0;0.196078431372549;0.09999999999999998;0.0;0.08571428571428574;0.06666666666666665;0.09090909090909094;0.0;0.0;0.0;0.08823529411764708;0.0;0.0;0.33333333333333337;0.08823529411764708;0.0714285714285714;0.0;0.0;0.0;0.07894736842105265;0.08333333333333337;0.0714285714285714;0.0;0.0;0.08571428571428574;0.08108108108108103;0.08823529411764708;0.08571428571428574;0.0;0.09677419354838712;0.0;0.0714285714285714;0.0714285714285714;0.0;0.09302325581395354;0.31818181818181823;0.0;0.09375;0.0;0.0;0.08823529411764708;0.0;0.09375;0.07894736842105265;0.0;0.12121212121212122;0.0;0.0;0.0;0.10526315789473684;0.05769230769230771;0.08823529411764708;0.06818181818181823;0.07692307692307687;0.5897435897435898;0.08108108108108103;0.09999999999999998;0.0;0.07499999999999996;0.08695652173913049;0.10810810810810811;0.0;0.0;0.0444444444444444;0.07894736842105265;0.0;0.09090909090909094;0.0;0.10526315789473684;0.0;0.09090909090909094;0.09677419354838712;0.09090909090909094;0.0;0.06818181818181823;0.09090909090909094;0.0;0.11428571428571432;0.08333333333333337;0.052631578947368474;0.04477611940298509;0.0;0.1351351351351351
GO:0060374;0.0;0.0;0.1428571428571429;0.15384615384615385;0.08333333333333337;0.0;0.0;0.06060606060606055;0.1428571428571429;0.09523809523809523;0.0;0.0;0.16666666666666663;0.16666666666666663;0.0;0.0;0.0;0.0;0.1428571428571429;0.1333333333333333;0.1428571428571429;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.05714285714285716;0.0;0.0;0.15384615384615385;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.11111111111111116;0.10526315789473684;0.06451612903225812;0.0;0.11764705882352944;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.05128205128205132;0.0;0.07407407407407407;0.0;0.0;0.1428571428571429;0.11764705882352944;0.07999999999999996;0.0;0.0;0.06060606060606055;0.5555555555555556;0.0;0.0;0.0;0.1428571428571429;0.5555555555555556;0.0;0.0;0.0;0.037735849056603765;0.09999999999999998;0.0;0.125;0.0;0.1333333333333333;0.0;0.3076923076923077;0.16666666666666663;0.4285714285714286;0.0;0.0;0.0;0.0;0.0;0.4285714285714286;0.15384615384615385;0.75;0.4;0.0;0.0;0.15384615384615385;0.0;0.11764705882352944;0.0;0.07407407407407407;0.07407407407407407;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.625;0.33333333333333337;0.07999999999999996;0.0;0.1428571428571429;0.1428571428571429;0.2857142857142857;0.0;0.0;0.1428571428571429;0.16666666666666663;0.1428571428571429;0.09999999999999998;0.0;0.0;0.5555555555555556;0.0;0.0;0.052631578947368474;0.0;0.125;0.0
GO:2000273;0.21212121212121215;0.7;0.0;0.0;0.0;0.2857142857142857;0.21212121212121215;0.0;0.19047619047619047;0.0;0.2807017543859649;0.19999999999999996;0.21052631578947367;0.0;0.1428571428571429;0.1428571428571429;0.0;0.1428571428571429;0.0;0.18181818181818177;0.0;0.7647058823529411;0.3076923076923077;0.0;0.0;0.21052631578947367;0.2142857142857143;0.17948717948717952;0.11111111111111116;0.1428571428571429;0.0;0.7;0.18181818181818177;0.11111111111111116;0.4;0.4444444444444444;0.33333333333333337;0.7;0.19354838709677424;0.08333333333333337;0.19999999999999996;0.20833333333333337;0.0;0.10526315789473684;0.13793103448275867;0.0;0.2068965517241379;0.24390243902439024;0.09756097560975607;0.0;1.0;0.32558139534883723;0.0;0.1333333333333333;0.0;0.08695652173913049;0.2222222222222222;0.0;0.17391304347826086;0.19354838709677424;0.19047619047619047;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.11538461538461542;0.18181818181818177;0.7;0.0;0.0;0.0;0.19999999999999996;0.10810810810810811;0.06666666666666665;0.0;0.0;0.17391304347826086;0.16000000000000003;0.18181818181818177;0.2857142857142857;0.0;0.21052631578947367;0.0;0.2142857142857143;0.19512195121951215;0.0;0.2857142857142857;0.23684210526315785;0.0;0.19999999999999996;0.0;0.0;0.18181818181818177;0.0;0.19999999999999996;0.15384615384615385;0.0;0.5294117647058824;0.0;0.0;0.0;0.24;0.2222222222222222;0.18181818181818177;0.19999999999999996;0.47619047619047616;0.08510638297872342;0.26086956521739135;0.09999999999999998;0.0;0.7777777777777778;0.1470588235294118;0.36363636363636365;0.0;0.0;0.05882352941176472;0.25;0.0;0.19047619047619047;0.0;0.14814814814814814;0.0;0.19047619047619047;0.21052631578947367;0.19047619047619047;0.0;0.125;0.13636363636363635;0.0;0.16666666666666663;0.2727272727272727;0.13953488372093026;0.3111111111111111;0.0;0.14814814814814814
GO:0043410;0.125;0.3902439024390244;0.0;0.0;0.0;0.8297872340425532;0.18867924528301883;0.0;0.09090909090909094;0.0;0.7142857142857143;0.09302325581395354;0.09523809523809523;0.0;0.06818181818181823;0.07843137254901966;0.0;0.07843137254901966;0.0;0.0888888888888889;0.0;0.32499999999999996;0.16326530612244894;0.0;0.0;0.09523809523809523;0.11764705882352944;0.11290322580645162;0.06000000000000005;0.07843137254901966;0.0;0.3902439024390244;0.0888888888888889;0.06000000000000005;0.2142857142857143;0.22499999999999998;0.14634146341463417;0.3902439024390244;0.11111111111111116;0.04255319148936165;0.12068965517241381;0.1063829787234043;0.0;0.06557377049180324;0.4;0.0;0.11538461538461542;0.15625;0.0461538461538461;0.0;0.32558139534883723;1.0;0.0;0.07547169811320753;0.0;0.05797101449275366;0.12;0.0;0.16279069767441856;0.11111111111111116;0.09090909090909094;0.0;0.0;0.0;0.0888888888888889;0.0;0.0;0.061224489795918324;0.04255319148936165;0.3902439024390244;0.0;0.0;0.0;0.10416666666666663;0.23076923076923073;0.048192771084337394;0.0;0.0;0.08695652173913049;0.15555555555555556;0.0888888888888889;0.13636363636363635;0.0;0.09523809523809523;0.0;0.11764705882352944;0.3090909090909091;0.0;0.18000000000000005;0.14754098360655743;0.0;0.09302325581395354;0.0;0.0;0.19512195121951215;0.0;0.09302325581395354;0.039215686274509776;0.0;0.19512195121951215;0.0;0.0;0.0;0.125;0.13559322033898302;0.0888888888888889;0.22916666666666663;0.2272727272727273;0.04225352112676062;0.13043478260869568;0.25806451612903225;0.0;0.3414634146341463;0.24;0.1777777777777778;0.0;0.0;0.03508771929824561;0.12765957446808507;0.0;0.09090909090909094;0.0;0.07999999999999996;0.0;0.09090909090909094;0.09523809523809523;0.09090909090909094;0.0;0.18000000000000005;0.06666666666666665;0.0;0.08510638297872342;0.1333333333333333;0.09090909090909094;0.9523809523809523;0.0;0.07999999999999996
GO:0001541;0.0;0.0;0.75;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.19999999999999996;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.2727272727272727;0.0;0.0;0.0;0.0;0.4545454545454546;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051279;0.25;0.1333333333333333;0.0;0.0;0.0;0.06779661016949157;0.11111111111111116;0.0;0.19047619047619047;0.0;0.05797101449275366;0.1428571428571429;0.21052631578947367;0.0;0.19999999999999996;0.10344827586206895;0.0;0.10344827586206895;0.0;0.18181818181818177;0.0;0.15384615384615385;0.1333333333333333;0.0;0.0;0.21052631578947367;0.1333333333333333;0.09523809523809523;0.15384615384615385;0.10344827586206895;0.0;0.1333333333333333;0.18181818181818177;0.11111111111111116;0.16666666666666663;0.18181818181818177;0.19999999999999996;0.1333333333333333;0.12121212121212122;0.13043478260869568;0.10526315789473684;0.16000000000000003;0.0;0.10526315789473684;0.13793103448275867;0.0;0.16666666666666663;0.15909090909090906;0.2857142857142857;0.0;0.1333333333333333;0.07547169811320753;0.0;1.0;0.0;0.5151515151515151;0.1785714285714286;0.0;0.17391304347826086;0.12121212121212122;0.19047619047619047;0.0;0.0;0.0;0.23809523809523814;0.0;0.0;0.7058823529411764;0.08333333333333337;0.1333333333333333;0.0;0.0;0.0;0.11111111111111116;0.10810810810810811;0.1228070175438597;0.0;0.0;0.17391304347826086;0.11538461538461542;0.18181818181818177;0.125;0.0;0.21052631578947367;0.0;0.1333333333333333;0.0888888888888889;0.0;0.125;0.5666666666666667;0.0;0.19999999999999996;0.0;0.0;0.13043478260869568;0.0;0.19999999999999996;0.0714285714285714;0.0;0.18181818181818177;0.0;0.0;0.0;0.1923076923076923;0.1282051282051282;0.23809523809523814;0.125;0.14814814814814814;0.3076923076923077;0.16000000000000003;0.07843137254901966;0.0;0.1428571428571429;0.11428571428571432;0.15384615384615385;0.0;0.0;0.09090909090909094;0.15384615384615385;0.0;0.19047619047619047;0.0;0.1923076923076923;0.0;0.19047619047619047;0.21052631578947367;0.19047619047619047;0.0;0.125;0.19047619047619047;0.0;0.16666666666666663;0.16666666666666663;0.11363636363636365;0.07272727272727275;0.0;0.24
GO:0051310;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24137931034482762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010881;0.16666666666666663;0.08695652173913049;0.0;0.0;0.04081632653061229;0.053333333333333344;0.07692307692307687;0.03448275862068961;0.20588235294117652;0.04347826086956519;0.04705882352941182;0.08108108108108103;0.18181818181818177;0.05405405405405406;0.11111111111111116;0.1707317073170732;0.0;0.1707317073170732;0.05128205128205132;0.19999999999999996;0.05128205128205132;0.09523809523809523;0.08695652173913049;0.040000000000000036;0.0;0.11428571428571432;0.08695652173913049;0.1071428571428571;0.21052631578947367;0.1707317073170732;0.052631578947368474;0.08695652173913049;0.16666666666666663;0.09523809523809523;0.09999999999999998;0.10526315789473684;0.11111111111111116;0.08695652173913049;0.10416666666666663;0.07692307692307687;0.11538461538461542;0.15384615384615385;0.045454545454545414;0.13725490196078427;0.0888888888888889;0.04761904761904767;0.1333333333333333;0.1166666666666667;0.196078431372549;0.05128205128205132;0.08695652173913049;0.05797101449275366;0.0;0.5151515151515151;0.0;1.0;0.11363636363636365;0.038461538461538436;0.10256410256410253;0.10416666666666663;0.17142857142857137;0.04761904761904767;0.040000000000000036;0.0;0.1351351351351351;0.03448275862068961;0.05405405405405406;0.36363636363636365;0.050000000000000044;0.08695652173913049;0.05128205128205132;0.05405405405405406;0.0;0.15000000000000002;0.07547169811320753;0.11111111111111116;0.0444444444444444;0.0;0.16216216216216217;0.0714285714285714;0.16666666666666663;0.07499999999999996;0.050000000000000044;0.18181818181818177;0.046511627906976716;0.08695652173913049;0.06557377049180324;0.0;0.08333333333333337;0.4;0.046511627906976716;0.17647058823529416;0.05405405405405406;0.045454545454545414;0.07692307692307687;0.0;0.17647058823529416;0.045454545454545414;0.04761904761904767;0.10526315789473684;0.038461538461538436;0.038461538461538436;0.04166666666666663;0.11904761904761907;0.11111111111111116;0.1351351351351351;0.08333333333333337;0.09302325581395354;0.21818181818181814;0.21621621621621623;0.05970149253731338;0.04347826086956519;0.09090909090909094;0.07843137254901966;0.09523809523809523;0.05555555555555558;0.05128205128205132;0.08333333333333337;0.09523809523809523;0.05128205128205132;0.17142857142857137;0.04878048780487809;0.11904761904761907;0.0;0.17142857142857137;0.18181818181818177;0.17142857142857137;0.0444444444444444;0.08333333333333337;0.24242424242424243;0.05405405405405406;0.09999999999999998;0.09999999999999998;0.10169491525423724;0.05633802816901412;0.04878048780487809;0.17500000000000004
GO:0010763;0.1470588235294118;0.2222222222222222;0.0;0.0;0.0;0.1071428571428571;0.1470588235294118;0.0;0.19999999999999996;0.0;0.09090909090909094;0.21052631578947367;0.2222222222222222;0.0;0.15000000000000002;0.14814814814814814;0.0;0.14814814814814814;0.0;0.19047619047619047;0.0;0.26086956521739135;0.13793103448275867;0.0;0.0;0.2222222222222222;0.2222222222222222;0.125;0.11538461538461542;0.14814814814814814;0.0;0.2222222222222222;0.19047619047619047;0.11538461538461542;0.17391304347826086;0.19047619047619047;0.3529411764705882;0.2222222222222222;0.19999999999999996;0.08695652173913049;0.13888888888888884;0.16666666666666663;0.0;0.10810810810810811;0.1428571428571429;0.0;0.7894736842105263;0.16279069767441856;0.09999999999999998;0.0;0.2222222222222222;0.12;0.0;0.1785714285714286;0.0;0.11363636363636365;1.0;0.0;0.18181818181818177;0.19999999999999996;0.19999999999999996;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.16666666666666663;0.08695652173913049;0.2222222222222222;0.0;0.0;0.0;0.16000000000000003;0.11111111111111116;0.08620689655172409;0.0;0.0;0.18181818181818177;0.16666666666666663;0.19047619047619047;0.18181818181818177;0.0;0.2222222222222222;0.0;0.2222222222222222;0.1428571428571429;0.0;0.12903225806451613;0.12195121951219512;0.0;0.21052631578947367;0.0;0.0;0.19047619047619047;0.0;0.21052631578947367;0.07407407407407407;0.0;0.19047619047619047;0.0;0.0;0.0;0.875;0.16216216216216217;0.19047619047619047;0.2068965517241379;0.25;0.08695652173913049;0.16666666666666663;0.07999999999999996;0.0;0.24;0.11764705882352944;0.16000000000000003;0.0;0.0;0.06060606060606055;0.26086956521739135;0.0;0.19999999999999996;0.0;0.19999999999999996;0.0;0.19999999999999996;0.2222222222222222;0.19999999999999996;0.0;0.12903225806451613;0.1428571428571429;0.0;0.17391304347826086;0.2857142857142857;0.1428571428571429;0.11538461538461542;0.0;0.19999999999999996
GO:0018108;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.04347826086956519;0.07407407407407407;0.2857142857142857;0.0;0.0;0.07999999999999996;0.07999999999999996;0.0;0.0;0.0;0.0;0.07407407407407407;0.0714285714285714;0.07407407407407407;0.0;0.0;0.052631578947368474;0.0;0.0;0.0;0.04166666666666663;0.0;0.0;0.07692307692307687;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045454545454545414;0.06451612903225812;0.0625;0.7037037037037037;0.0;0.06666666666666665;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.038461538461538436;0.0;1.0;0.0;0.0;0.07407407407407407;0.06666666666666665;0.9047619047619048;0.0;0.0;0.04347826086956519;0.07999999999999996;0.0;0.0;0.0;0.07407407407407407;0.07999999999999996;0.0;0.0;0.0;0.030303030303030276;0.06060606060606055;0.0;0.06896551724137934;0.0;0.0714285714285714;0.0;0.0714285714285714;0.07999999999999996;0.06451612903225812;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.07692307692307687;0.07999999999999996;0.0625;0.0;0.0;0.07692307692307687;0.0;0.06666666666666665;0.0;0.9090909090909091;0.9090909090909091;0.6521739130434783;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.08333333333333337;0.07407407407407407;0.052631578947368474;0.0;0.07407407407407407;0.07407407407407407;0.06896551724137934;0.0;0.0;0.07407407407407407;0.07999999999999996;0.07407407407407407;0.06060606060606055;0.0;0.0;0.07999999999999996;0.0;0.0;0.039215686274509776;0.0;0.06896551724137934;0.0
GO:1904251;0.13793103448275867;0.17391304347826086;0.0;0.0;0.0;0.1428571428571429;0.2692307692307693;0.0;0.2857142857142857;0.0;0.11864406779661019;0.2142857142857143;0.33333333333333337;0.0;0.2142857142857143;0.13636363636363635;0.0;0.13636363636363635;0.0;0.2666666666666667;0.0;0.21052631578947367;0.17391304347826086;0.0;0.0;0.33333333333333337;0.17391304347826086;0.11428571428571432;0.15000000000000002;0.13636363636363635;0.0;0.17391304347826086;0.2666666666666667;0.15000000000000002;0.23529411764705888;0.2666666666666667;0.3076923076923077;0.17391304347826086;0.15384615384615385;0.11764705882352944;0.12903225806451613;0.2222222222222222;0.0;0.12903225806451613;0.368421052631579;0.0;0.16666666666666663;0.09999999999999998;0.08571428571428574;0.0;0.17391304347826086;0.16279069767441856;0.0;0.17391304347826086;0.0;0.10256410256410253;0.18181818181818177;0.0;1.0;0.15384615384615385;0.2857142857142857;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.1578947368421053;0.11764705882352944;0.17391304347826086;0.0;0.0;0.0;0.15000000000000002;0.2592592592592593;0.07547169811320753;0.0;0.0;0.25;0.375;0.2666666666666667;0.17647058823529416;0.0;0.33333333333333337;0.0;0.17391304347826086;0.23529411764705888;0.0;0.16000000000000003;0.11111111111111116;0.0;0.3076923076923077;0.0;0.0;0.2666666666666667;0.0;0.3076923076923077;0.09523809523809523;0.0;0.2666666666666667;0.0;0.0;0.0;0.19999999999999996;0.12121212121212122;0.2666666666666667;0.38095238095238093;0.19999999999999996;0.07317073170731703;0.2222222222222222;0.1707317073170732;0.0;0.19047619047619047;0.28;0.21052631578947367;0.0;0.0;0.07407407407407407;0.21052631578947367;0.0;0.2857142857142857;0.0;0.1428571428571429;0.0;0.2857142857142857;0.33333333333333337;0.2857142857142857;0.0;0.31818181818181823;0.19999999999999996;0.0;0.23529411764705888;0.23529411764705888;0.10526315789473684;0.15555555555555556;0.0;0.1428571428571429
GO:1905065;0.10256410256410253;0.19354838709677424;0.0;0.0;0.0;0.09999999999999998;0.13157894736842102;0.0;0.16666666666666663;0.0;0.08571428571428574;0.17391304347826086;0.18181818181818177;0.0;0.125;0.2068965517241379;0.0;0.2068965517241379;0.0;0.16000000000000003;0.0;0.2222222222222222;0.12121212121212122;0.0;0.0;0.18181818181818177;0.19354838709677424;0.11363636363636365;0.13793103448275867;0.2068965517241379;0.0;0.19354838709677424;0.16000000000000003;0.1785714285714286;0.14814814814814814;0.16000000000000003;0.2857142857142857;0.19354838709677424;0.4814814814814815;0.07407407407407407;0.125;0.1428571428571429;0.0;0.09756097560975607;0.125;0.0;0.2666666666666667;0.125;0.06666666666666665;0.0;0.19354838709677424;0.11111111111111116;0.0;0.12121212121212122;0.0;0.10416666666666663;0.19999999999999996;0.0;0.15384615384615385;1.0;0.16666666666666663;0.0;0.0;0.0;0.16000000000000003;0.0;0.0;0.10344827586206895;0.07407407407407407;0.19354838709677424;0.0;0.0;0.0;0.2222222222222222;0.09999999999999998;0.06349206349206349;0.0;0.0;0.15384615384615385;0.1428571428571429;0.16000000000000003;0.15384615384615385;0.0;0.18181818181818177;0.0;0.19354838709677424;0.13043478260869568;0.0;0.11428571428571432;0.08695652173913049;0.0;0.17391304347826086;0.0;0.0;0.16000000000000003;0.0;0.17391304347826086;0.06451612903225812;0.0;0.16000000000000003;0.0;0.0;0.0;0.2142857142857143;0.38235294117647056;0.20833333333333337;0.18181818181818177;0.2142857142857143;0.05882352941176472;0.18518518518518523;0.07407407407407407;0.0;0.2068965517241379;0.10526315789473684;0.13793103448275867;0.0;0.0;0.05405405405405406;0.2222222222222222;0.0;0.16666666666666663;0.0;0.1333333333333333;0.0;0.16666666666666663;0.18181818181818177;0.16666666666666663;0.0;0.11428571428571432;0.16666666666666663;0.0;0.14814814814814814;0.24;0.13043478260869568;0.1071428571428571;0.0;0.2142857142857143
GO:0038111;0.14814814814814814;0.19047619047619047;0.0;0.0;0.08333333333333337;0.07999999999999996;0.14814814814814814;0.06060606060606055;0.6;0.09523809523809523;0.06666666666666665;0.25;0.75;0.16666666666666663;0.25;0.15000000000000002;0.0;0.15000000000000002;0.1428571428571429;0.5454545454545454;0.1428571428571429;0.23529411764705888;0.19047619047619047;0.07999999999999996;0.0;0.4;0.19047619047619047;0.19354838709677424;0.16666666666666663;0.15000000000000002;0.15384615384615385;0.19047619047619047;0.5454545454545454;0.16666666666666663;0.2666666666666667;0.3076923076923077;0.36363636363636365;0.19047619047619047;0.16666666666666663;0.1333333333333333;0.2692307692307693;0.5384615384615384;0.10526315789473684;0.2222222222222222;0.19999999999999996;0.11764705882352944;0.18181818181818177;0.10526315789473684;0.09090909090909094;0.1428571428571429;0.19047619047619047;0.09090909090909094;0.0;0.19047619047619047;0.0;0.17142857142857137;0.19999999999999996;0.07407407407407407;0.2857142857142857;0.16666666666666663;1.0;0.11764705882352944;0.07999999999999996;0.0;0.3076923076923077;0.06060606060606055;0.16666666666666663;0.17647058823529416;0.1333333333333333;0.19047619047619047;0.1428571428571429;0.16666666666666663;0.0;0.16666666666666663;0.1428571428571429;0.09999999999999998;0.09999999999999998;0.0;0.8;0.17647058823529416;0.7;0.19999999999999996;0.1333333333333333;0.75;0.11111111111111116;0.19047619047619047;0.11111111111111116;0.0;0.17391304347826086;0.11764705882352944;0.11111111111111116;0.6666666666666667;0.16666666666666663;0.10526315789473684;0.2142857142857143;0.0;0.875;0.10526315789473684;0.11764705882352944;0.3076923076923077;0.07407407407407407;0.07407407407407407;0.08695652173913049;0.2222222222222222;0.12903225806451613;0.3076923076923077;0.17391304347826086;0.2222222222222222;0.07692307692307687;0.25;0.09523809523809523;0.09523809523809523;0.21052631578947367;0.15384615384615385;0.23529411764705888;0.18181818181818177;0.1428571428571429;0.125;0.23529411764705888;0.1428571428571429;1.0;0.125;0.1578947368421053;0.0;0.7777777777777778;0.75;1.0;0.09999999999999998;0.17391304347826086;0.23076923076923073;0.16666666666666663;0.2666666666666667;0.2666666666666667;0.1428571428571429;0.08695652173913049;0.125;0.1578947368421053
