;GO:0045727;GO:0030194;GO:0006164;GO:0007173;GO:1901224;GO:0060327;GO:0046655;GO:0038193;GO:0043388;GO:0003376;GO:0051092;GO:0090051;GO:0045766;GO:0051125;GO:0030307;GO:0001666;GO:0032967;GO:0070365;GO:0006914;GO:0043154;GO:0045010;GO:0031398;GO:0035999;GO:0033574;GO:0048041;GO:0019722;GO:0010694;GO:0016973;GO:0009086;GO:0038065;GO:0014075;GO:0050729;GO:0050927;GO:0007189;GO:0000105;GO:0006334;GO:0045931;GO:0030855;GO:0002687;GO:0051016;GO:0001951;GO:0051971;GO:0048333;GO:0071364;GO:0050966;GO:0032233;GO:0016567;GO:0031346;GO:0030335;GO:0046718;GO:0008360;GO:0060100;GO:0045907;GO:0046512;GO:0045785;GO:1902896;GO:0009256;GO:0006986;GO:0040018;GO:0045987;GO:0046834;GO:0048661;GO:0045471;GO:0007229;GO:0071392;GO:0048146;GO:0010634;GO:0014911;GO:0033591;GO:2000394;GO:0030163;GO:0030042;GO:1903078;GO:0030041;GO:0044267;GO:0007565;GO:0046521;GO:0007204;GO:0071260;GO:0009617;GO:0071222;GO:0030836;GO:0043066;GO:0035729;GO:0010803;GO:0006508;GO:0032532;GO:0010800;GO:0033343;GO:0071107
GO:0033574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.7692307692307693;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.7692307692307693;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.8333333333333334
GO:0048041;0.0;0.0;0.10526315789473684;0.10526315789473684;0.0;0.13333333333333333;0.11764705882352941;0.125;0.0;0.125;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.13333333333333333;0.14285714285714285;0.0;0.09090909090909091;0.0;0.1111111111111111;0.0;1.0;0.11764705882352941;0.0;0.0;0.1;0.125;0.0;0.0;0.0;0.10526315789473684;0.10526315789473684;0.11764705882352941;0.0;0.14285714285714285;0.0;0.17391304347826086;0.0;0.0;0.14285714285714285;0.125;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.11764705882352941;0.13333333333333333;0.0;0.1111111111111111;0.09523809523809523;0.13333333333333333;0.0;0.125;0.19047619047619047;0.0;0.125;0.0;0.0;0.2222222222222222;0.0;0.0;0.0
GO:0019722;0.47058823529411764;0.11764705882352941;0.2222222222222222;0.1111111111111111;0.11764705882352941;0.14285714285714285;0.25;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.09523809523809523;0.1;0.125;0.2;0.13333333333333333;0.0;0.13333333333333333;0.14285714285714285;0.3076923076923077;0.38095238095238093;0.09523809523809523;0.42105263157894735;0.23529411764705882;0.0;0.11764705882352941;1.0;0.10526315789473684;0.0;0.21052631578947367;0.13333333333333333;0.0;0.125;0.125;0.1111111111111111;0.2222222222222222;0.125;0.13333333333333333;0.15384615384615385;0.11764705882352941;0.18181818181818182;0.0;0.125;0.15384615384615385;0.13333333333333333;0.0;0.10526315789473684;0.2222222222222222;0.13333333333333333;0.125;0.0;0.13333333333333333;0.1111111111111111;0.11764705882352941;0.2222222222222222;0.15384615384615385;0.125;0.23529411764705882;0.0;0.13333333333333333;0.11764705882352941;0.26666666666666666;0.13333333333333333;0.0;0.13333333333333333;0.26666666666666666;0.13333333333333333;0.11764705882352941;0.11764705882352941;0.0;0.1111111111111111;0.0;0.125;0.11764705882352941;0.125;0.2857142857142857;0.0;0.11764705882352941;0.2;0.14285714285714285;0.0;0.13333333333333333;0.2;0.125;0.26666666666666666;0.125;0.0;0.23529411764705882;0.10526315789473684;0.14285714285714285;0.0
GO:0010694;0.6;0.4;0.0;0.09523809523809523;0.5;0.0;0.0;0.1111111111111111;0.47058823529411764;0.1111111111111111;0.3333333333333333;0.17391304347826086;0.42105263157894735;0.17391304347826086;0.5555555555555556;0.0;0.5555555555555556;0.0;0.0;0.4166666666666667;0.08333333333333333;0.5454545454545454;0.0;0.0;0.0;0.10526315789473684;1.0;0.0;0.0;0.1111111111111111;0.0;0.42105263157894735;0.42105263157894735;0.09523809523809523;0.0;0.0;0.5555555555555556;0.0;0.4;0.32;0.0;0.5263157894736842;0.0;0.0;0.0;0.36363636363636365;0.0;0.5555555555555556;0.5263157894736842;0.0;0.2222222222222222;0.47619047619047616;0.1;0.0;0.5;0.0;0.0;0.0;0.4444444444444444;0.4;0.0;0.5555555555555556;0.0;0.1111111111111111;0.0;0.5555555555555556;0.4;0.5;0.0;0.38095238095238093;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.43478260869565216;0.42105263157894735;0.0;0.42105263157894735;0.0;0.2;0.7272727272727273;0.47058823529411764;0.0
GO:0016973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0009086;0.0;0.0;0.47619047619047616;0.19047619047619047;0.0;0.23529411764705882;0.3157894736842105;0.2222222222222222;0.0;0.2222222222222222;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.11764705882352941;0.375;0.0;0.16666666666666666;0.0;0.3;0.0;0.1;0.21052631578947367;0.0;0.0;1.0;0.2222222222222222;0.0;0.0;0.0;0.19047619047619047;0.8571428571428571;0.21052631578947367;0.0;0.125;0.0;0.16;0.0;0.0;0.125;0.1111111111111111;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.10526315789473684;0.6;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.21052631578947367;0.0;0.21052631578947367;0.47058823529411764;0.0;0.4;0.17391304347826086;0.23529411764705882;0.0;0.1111111111111111;0.17391304347826086;0.0;0.2222222222222222;0.0;0.47058823529411764;0.2;0.0;0.0;0.0
GO:0038065;0.5;0.125;0.23529411764705882;0.11764705882352941;0.125;0.15384615384615385;0.26666666666666666;0.14285714285714285;0.15384615384615385;0.14285714285714285;0.1;0.10526315789473684;0.13333333333333333;0.21052631578947367;0.5714285714285714;0.0;0.14285714285714285;0.15384615384615385;0.3333333333333333;0.4;0.1;0.4444444444444444;0.25;0.0;0.125;0.13333333333333333;0.1111111111111111;0.0;0.2222222222222222;1.0;0.0;0.13333333333333333;0.13333333333333333;0.11764705882352941;0.23529411764705882;0.13333333333333333;0.5714285714285714;0.16666666666666666;0.125;0.38095238095238093;0.0;0.13333333333333333;0.16666666666666666;0.14285714285714285;0.0;0.1111111111111111;0.23529411764705882;0.5714285714285714;0.13333333333333333;0.0;0.14285714285714285;0.47058823529411764;0.125;0.23529411764705882;0.16666666666666666;0.13333333333333333;0.25;0.0;0.14285714285714285;0.125;0.2857142857142857;0.5714285714285714;0.0;0.14285714285714285;0.2857142857142857;0.5714285714285714;0.125;0.125;0.0;0.11764705882352941;0.0;0.13333333333333333;0.125;0.13333333333333333;0.3076923076923077;0.0;0.125;0.21052631578947367;0.15384615384615385;0.0;0.14285714285714285;0.42105263157894735;0.5333333333333333;0.2857142857142857;0.13333333333333333;0.0;0.25;0.4444444444444444;0.15384615384615385;0.0
GO:0014075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6153846153846154;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.6153846153846154;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.6153846153846154;0.0;0.0;0.6153846153846154;0.0;0.0;0.0;0.0;0.0;0.6666666666666666
GO:0050729;0.47058823529411764;0.5882352941176471;0.0;0.1111111111111111;0.5882352941176471;0.0;0.0;0.13333333333333333;0.2857142857142857;0.13333333333333333;0.38095238095238093;0.3;0.5;0.3;0.5333333333333333;0.0;0.5333333333333333;0.0;0.0;0.2857142857142857;0.09523809523809523;0.42105263157894735;0.0;0.0;0.0;0.125;0.42105263157894735;0.0;0.0;0.13333333333333333;0.0;1.0;0.75;0.1111111111111111;0.0;0.0;0.5333333333333333;0.0;0.47058823529411764;0.2727272727272727;0.0;0.5;0.0;0.0;0.0;0.42105263157894735;0.0;0.5333333333333333;0.5;0.0;0.26666666666666666;0.4444444444444444;0.47058823529411764;0.0;0.6153846153846154;0.0;0.0;0.0;0.5333333333333333;0.47058823529411764;0.0;0.5333333333333333;0.0;0.13333333333333333;0.0;0.5333333333333333;0.47058823529411764;0.47058823529411764;0.0;0.4444444444444444;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.375;0.0;0.5;0.0;0.23529411764705882;0.42105263157894735;0.2857142857142857;0.0
GO:0050927;0.47058823529411764;0.47058823529411764;0.0;0.1111111111111111;0.5882352941176471;0.0;0.0;0.13333333333333333;0.2857142857142857;0.13333333333333333;0.38095238095238093;0.4;0.5;0.3;0.5333333333333333;0.0;0.5333333333333333;0.0;0.0;0.2857142857142857;0.09523809523809523;0.42105263157894735;0.0;0.0;0.0;0.125;0.42105263157894735;0.0;0.0;0.13333333333333333;0.0;0.75;1.0;0.1111111111111111;0.0;0.0;0.5333333333333333;0.0;0.47058823529411764;0.2727272727272727;0.0;0.5;0.0;0.0;0.0;0.42105263157894735;0.0;0.5333333333333333;0.625;0.0;0.26666666666666666;0.4444444444444444;0.47058823529411764;0.0;0.6153846153846154;0.0;0.0;0.0;0.5333333333333333;0.47058823529411764;0.0;0.5333333333333333;0.0;0.13333333333333333;0.0;0.5333333333333333;0.47058823529411764;0.5882352941176471;0.0;0.4444444444444444;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.375;0.0;0.5;0.0;0.23529411764705882;0.42105263157894735;0.2857142857142857;0.0
GO:0007189;0.10526315789473684;0.10526315789473684;0.2;0.1;0.10526315789473684;0.125;0.2222222222222222;0.11764705882352941;0.125;0.11764705882352941;0.08695652173913043;0.09090909090909091;0.1111111111111111;0.18181818181818182;0.11764705882352941;0.0;0.11764705882352941;0.125;0.26666666666666666;0.08695652173913043;0.08695652173913043;0.09523809523809523;0.21052631578947367;0.0;0.10526315789473684;0.1111111111111111;0.09523809523809523;0.0;0.19047619047619047;0.11764705882352941;0.0;0.1111111111111111;0.1111111111111111;1.0;0.2;0.1111111111111111;0.11764705882352941;0.13333333333333333;0.10526315789473684;0.16666666666666666;0.0;0.1111111111111111;0.13333333333333333;0.11764705882352941;0.0;0.09523809523809523;0.2;0.11764705882352941;0.1111111111111111;0.0;0.11764705882352941;0.1;0.10526315789473684;0.2;0.13333333333333333;0.1111111111111111;0.21052631578947367;0.0;0.11764705882352941;0.10526315789473684;0.23529411764705882;0.11764705882352941;0.0;0.11764705882352941;0.23529411764705882;0.11764705882352941;0.10526315789473684;0.10526315789473684;0.0;0.1;0.0;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.25;0.0;0.10526315789473684;0.18181818181818182;0.125;0.0;0.11764705882352941;0.18181818181818182;0.1111111111111111;0.23529411764705882;0.1111111111111111;0.0;0.21052631578947367;0.09523809523809523;0.125;0.0
GO:0000105;0.0;0.0;0.5;0.2;0.0;0.25;0.4444444444444444;0.23529411764705882;0.0;0.23529411764705882;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.125;0.4;0.0;0.17391304347826086;0.0;0.3157894736842105;0.0;0.10526315789473684;0.2222222222222222;0.0;0.0;0.8571428571428571;0.23529411764705882;0.0;0.0;0.0;0.2;1.0;0.2222222222222222;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.0;0.13333333333333333;0.11764705882352941;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.1111111111111111;0.42105263157894735;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.5;0.2222222222222222;0.0;0.2222222222222222;0.5;0.0;0.42105263157894735;0.18181818181818182;0.25;0.0;0.11764705882352941;0.18181818181818182;0.0;0.23529411764705882;0.0;0.5;0.21052631578947367;0.0;0.0;0.0
GO:0006334;0.0;0.0;0.2222222222222222;0.1111111111111111;0.0;0.14285714285714285;0.25;0.13333333333333333;0.0;0.13333333333333333;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.14285714285714285;0.3076923076923077;0.0;0.09523809523809523;0.0;0.23529411764705882;0.0;0.11764705882352941;0.125;0.0;0.0;0.21052631578947367;0.13333333333333333;0.0;0.0;0.0;0.1111111111111111;0.2222222222222222;1.0;0.0;0.15384615384615385;0.0;0.2727272727272727;0.0;0.0;0.15384615384615385;0.13333333333333333;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.125;0.23529411764705882;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.13333333333333333;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.2857142857142857;0.0;0.11764705882352941;0.2;0.14285714285714285;0.0;0.13333333333333333;0.3;0.0;0.26666666666666666;0.0;0.0;0.35294117647058826;0.0;0.0;0.0
GO:0045931;0.625;0.5;0.0;0.11764705882352941;0.625;0.0;0.0;0.5714285714285714;0.3076923076923077;0.5714285714285714;0.4;0.3157894736842105;0.5333333333333333;0.42105263157894735;0.7142857142857143;0.0;0.5714285714285714;0.0;0.0;0.4;0.5;0.5555555555555556;0.0;0.0;0.0;0.13333333333333333;0.5555555555555556;0.0;0.0;0.5714285714285714;0.0;0.5333333333333333;0.5333333333333333;0.11764705882352941;0.0;0.0;1.0;0.0;0.5;0.38095238095238093;0.0;0.6666666666666666;0.0;0.0;0.0;0.5555555555555556;0.0;0.7142857142857143;0.6666666666666666;0.0;0.5714285714285714;0.5882352941176471;0.5;0.0;0.6666666666666666;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;0.7142857142857143;0.0;0.5714285714285714;0.0;0.7142857142857143;0.5;0.625;0.0;0.47058823529411764;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.5263157894736842;0.5333333333333333;0.0;0.5333333333333333;0.0;0.5;0.5555555555555556;0.3076923076923077;0.0
GO:0030855;0.0;0.0;0.13333333333333333;0.13333333333333333;0.0;0.18181818181818182;0.15384615384615385;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.9090909090909091;0.2;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.14285714285714285;0.15384615384615385;0.0;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.13333333333333333;0.13333333333333333;0.15384615384615385;0.0;1.0;0.0;0.10526315789473684;0.0;0.0;0.2;0.16666666666666666;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.18181818181818182;0.0;0.14285714285714285;0.11764705882352941;0.18181818181818182;0.0;0.16666666666666666;0.11764705882352941;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0
GO:0002687;0.4444444444444444;0.4444444444444444;0.0;0.10526315789473684;0.4444444444444444;0.0;0.0;0.125;0.26666666666666666;0.125;0.36363636363636365;0.6666666666666666;0.47058823529411764;0.2857142857142857;0.5;0.0;0.5;0.0;0.0;0.2727272727272727;0.09090909090909091;0.4;0.0;0.0;0.0;0.11764705882352941;0.4;0.0;0.0;0.125;0.0;0.47058823529411764;0.47058823529411764;0.10526315789473684;0.0;0.0;0.5;0.0;1.0;0.2608695652173913;0.0;0.47058823529411764;0.0;0.0;0.0;0.4;0.0;0.5;0.9411764705882353;0.0;0.25;0.42105263157894735;0.4444444444444444;0.0;0.5714285714285714;0.0;0.0;0.0;0.5;0.4444444444444444;0.0;0.5;0.0;0.125;0.0;0.5;0.8888888888888888;0.8888888888888888;0.0;0.42105263157894735;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.38095238095238093;0.35294117647058826;0.0;0.35294117647058826;0.0;0.2222222222222222;0.4;0.26666666666666666;0.0
GO:0051016;0.34782608695652173;0.2608695652173913;0.16666666666666666;0.16666666666666666;0.34782608695652173;0.2;0.18181818181818182;0.38095238095238093;0.2;0.38095238095238093;0.2222222222222222;0.3076923076923077;0.2727272727272727;0.8461538461538461;0.47619047619047616;0.0;0.2857142857142857;0.1;0.21052631578947367;0.37037037037037035;0.8148148148148148;0.32;0.17391304347826086;0.0;0.17391304347826086;0.18181818181818182;0.32;0.0;0.16;0.38095238095238093;0.0;0.2727272727272727;0.2727272727272727;0.16666666666666666;0.16666666666666666;0.2727272727272727;0.38095238095238093;0.10526315789473684;0.2608695652173913;1.0;0.0;0.36363636363636365;0.10526315789473684;0.09523809523809523;0.0;0.48;0.16666666666666666;0.47619047619047616;0.36363636363636365;0.0;0.47619047619047616;0.4166666666666667;0.08695652173913043;0.16666666666666666;0.3157894736842105;0.18181818181818182;0.17391304347826086;0.0;0.2857142857142857;0.2608695652173913;0.19047619047619047;0.38095238095238093;0.0;0.38095238095238093;0.19047619047619047;0.38095238095238093;0.2608695652173913;0.34782608695652173;0.0;0.4166666666666667;0.0;0.2727272727272727;0.2608695652173913;0.2727272727272727;0.2;0.0;0.17391304347826086;0.15384615384615385;0.2;0.0;0.09523809523809523;0.8461538461538461;0.45454545454545453;0.19047619047619047;0.36363636363636365;0.0;0.43478260869565216;0.32;0.2;0.0
GO:0001951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051971;0.5882352941176471;0.47058823529411764;0.0;0.1111111111111111;0.5882352941176471;0.0;0.0;0.13333333333333333;0.2857142857142857;0.13333333333333333;0.38095238095238093;0.4;0.625;0.4;0.6666666666666666;0.0;0.5333333333333333;0.0;0.0;0.38095238095238093;0.47619047619047616;0.5263157894736842;0.0;0.0;0.0;0.125;0.5263157894736842;0.0;0.0;0.13333333333333333;0.0;0.5;0.5;0.1111111111111111;0.0;0.0;0.6666666666666666;0.0;0.47058823529411764;0.36363636363636365;0.0;1.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.6666666666666666;0.5;0.0;0.26666666666666666;0.5555555555555556;0.5882352941176471;0.0;0.6153846153846154;0.0;0.0;0.0;0.6666666666666666;0.5882352941176471;0.0;0.6666666666666666;0.0;0.13333333333333333;0.0;0.6666666666666666;0.5882352941176471;0.47058823529411764;0.0;0.4444444444444444;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.5;0.5;0.0;0.5;0.0;0.47058823529411764;0.5263157894736842;0.2857142857142857;0.0
GO:0048333;0.0;0.0;0.13333333333333333;0.13333333333333333;0.0;0.18181818181818182;0.15384615384615385;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.18181818181818182;0.2;0.0;0.1111111111111111;0.0;0.14285714285714285;0.0;0.14285714285714285;0.15384615384615385;0.0;0.0;0.125;0.16666666666666666;0.0;0.0;0.0;0.13333333333333333;0.13333333333333333;0.15384615384615385;0.0;0.2;0.0;0.10526315789473684;0.0;0.0;1.0;0.16666666666666666;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.15384615384615385;0.14285714285714285;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.18181818181818182;0.0;0.14285714285714285;0.11764705882352941;0.18181818181818182;0.0;0.16666666666666666;0.11764705882352941;0.0;0.16666666666666666;0.0;0.0;0.14285714285714285;0.0;0.0;0.0
GO:0071364;0.0;0.0;0.11764705882352941;0.11764705882352941;0.0;0.15384615384615385;0.13333333333333333;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.10526315789473684;0.0;0.3076923076923077;0.0;0.15384615384615385;0.16666666666666666;0.0;0.1;0.0;0.125;0.46153846153846156;0.125;0.13333333333333333;0.0;0.0;0.1111111111111111;0.14285714285714285;0.6153846153846154;0.0;0.0;0.11764705882352941;0.11764705882352941;0.13333333333333333;0.0;0.16666666666666666;0.0;0.09523809523809523;0.0;0.0;0.16666666666666666;1.0;0.14285714285714285;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.13333333333333333;0.125;0.6153846153846154;0.0;0.0;0.14285714285714285;0.0;0.6153846153846154;0.14285714285714285;0.5714285714285714;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.13333333333333333;0.0;0.13333333333333333;0.15384615384615385;0.0;0.125;0.10526315789473684;0.3076923076923077;0.15384615384615385;0.7142857142857143;0.10526315789473684;0.0;0.8571428571428571;0.0;0.0;0.125;0.0;0.0;0.46153846153846156
GO:0050966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.14285714285714285;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6153846153846154;0.15384615384615385;0.14285714285714285;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.15384615384615385
GO:0032233;0.4;0.4;0.0;0.09523809523809523;0.4;0.0;0.0;0.1111111111111111;0.23529411764705882;0.1111111111111111;0.3333333333333333;0.2608695652173913;0.42105263157894735;0.782608695652174;0.5555555555555556;0.0;0.4444444444444444;0.0;0.0;0.3333333333333333;0.5833333333333334;0.36363636363636365;0.0;0.0;0.0;0.10526315789473684;0.36363636363636365;0.0;0.0;0.1111111111111111;0.0;0.42105263157894735;0.42105263157894735;0.09523809523809523;0.0;0.0;0.5555555555555556;0.0;0.4;0.48;0.0;0.42105263157894735;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.42105263157894735;0.0;0.5555555555555556;0.5714285714285714;0.4;0.0;0.5;0.0;0.0;0.0;0.4444444444444444;0.4;0.0;0.4444444444444444;0.0;0.1111111111111111;0.0;0.4444444444444444;0.4;0.4;0.0;0.38095238095238093;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.6086956521739131;0.42105263157894735;0.0;0.3157894736842105;0.0;0.5;0.36363636363636365;0.23529411764705882;0.0
GO:0016567;0.0;0.0;0.4;0.2;0.0;0.25;0.3333333333333333;0.23529411764705882;0.0;0.23529411764705882;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.125;0.4;0.0;0.17391304347826086;0.0;0.3157894736842105;0.0;0.10526315789473684;0.2222222222222222;0.0;0.0;0.38095238095238093;0.23529411764705882;0.0;0.0;0.0;0.2;0.4;0.2222222222222222;0.0;0.13333333333333333;0.0;0.16666666666666666;0.0;0.0;0.13333333333333333;0.11764705882352941;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.1111111111111111;0.42105263157894735;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.625;0.2222222222222222;0.0;0.2222222222222222;0.75;0.0;0.42105263157894735;0.18181818181818182;0.25;0.0;0.11764705882352941;0.18181818181818182;0.0;0.23529411764705882;0.0;0.625;0.21052631578947367;0.0;0.0;0.0
GO:0031346;0.625;0.5;0.0;0.11764705882352941;0.625;0.0;0.0;0.5714285714285714;0.3076923076923077;0.5714285714285714;0.4;0.3157894736842105;0.5333333333333333;0.5263157894736842;0.7142857142857143;0.0;0.5714285714285714;0.0;0.0;0.4;0.6;0.5555555555555556;0.0;0.0;0.0;0.13333333333333333;0.5555555555555556;0.0;0.0;0.5714285714285714;0.0;0.5333333333333333;0.5333333333333333;0.11764705882352941;0.0;0.0;0.7142857142857143;0.0;0.5;0.47619047619047616;0.0;0.6666666666666666;0.0;0.0;0.0;0.6666666666666666;0.0;1.0;0.6666666666666666;0.0;0.7142857142857143;0.7058823529411765;0.5;0.0;0.6666666666666666;0.0;0.0;0.0;0.5714285714285714;0.5;0.0;0.7142857142857143;0.0;0.5714285714285714;0.0;0.7142857142857143;0.5;0.625;0.0;0.8235294117647058;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.631578947368421;0.5333333333333333;0.0;0.5333333333333333;0.0;0.75;0.5555555555555556;0.3076923076923077;0.0
