;GO:1905342;GO:0051491;GO:0006486;GO:0007179;GO:0006887;GO:0000462;GO:0010812;GO:0032728;GO:0010259;GO:0051607;GO:0018279;GO:0035556;GO:0090305;GO:0046826;GO:0060271;GO:0007186;GO:0007224;GO:0007265;GO:0000028;GO:0042542;GO:0048496;GO:0051131;GO:0051897;GO:0030335;GO:0090630;GO:0006383;GO:0008284;GO:0006024;GO:0006266;GO:1904117;GO:0045944;GO:0006620;GO:0001893;GO:0006302;GO:0010718;GO:0006614;GO:0048026;GO:0016311;GO:0031532;GO:2001224;GO:0035176;GO:0006351;GO:0034080;GO:0006357;GO:0007517;GO:0000012;GO:0051310;GO:0097711;GO:0045087;GO:0070374;GO:0034116;GO:0017157;GO:0031204;GO:0035722
GO:0034080;0.0;0.0;0.1111111111111111;0.10526315789473684;0.23529411764705882;0.09090909090909091;0.0;0.0;0.0;0.0;0.1;0.125;0.11764705882352941;0.1;0.11764705882352941;0.125;0.11764705882352941;0.1111111111111111;0.4444444444444444;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.2222222222222222;0.10526315789473684;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.25;0.23529411764705882;0.0;0.0;0.1;1.0;0.0;0.0;0.21052631578947367;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.1111111111111111
GO:0006357;0.3157894736842105;0.2857142857142857;0.0;0.1;0.0;0.0;0.4444444444444444;0.3157894736842105;0.0;0.0;0.0;0.47058823529411764;0.0;0.09523809523809523;0.0;0.47058823529411764;0.1111111111111111;0.10526315789473684;0.0;0.0;0.1111111111111111;0.0;0.4;0.42105263157894735;0.21052631578947367;0.0;0.47058823529411764;0.0;0.0;0.0;0.9565217391304348;0.0;0.0;0.0;0.4444444444444444;0.0;0.5454545454545454;0.0;0.0;0.1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.43478260869565216;0.3333333333333333;0.42105263157894735;0.0;0.10526315789473684
GO:0007517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000012;0.0;0.0;0.5882352941176471;0.2222222222222222;0.25;0.38095238095238093;0.0;0.0;0.0;0.375;0.5263157894736842;0.26666666666666666;0.75;0.10526315789473684;0.125;0.26666666666666666;0.25;0.23529411764705882;0.23529411764705882;0.4;0.0;0.125;0.0;0.0;0.0;0.4;0.0;0.5;0.8235294117647058;0.3333333333333333;0.0;0.0;0.0;0.8888888888888888;0.0;0.0;0.0;0.4;0.25;0.0;0.0;0.42105263157894735;0.21052631578947367;0.0;0.0;1.0;0.0;0.26666666666666666;0.42857142857142855;0.0;0.0;0.0;0.0;0.23529411764705882
GO:0051310;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.1111111111111111;0.0
GO:0097711;0.0;0.0;0.14285714285714285;0.13333333333333333;0.3076923076923077;0.1111111111111111;0.0;0.0;0.0;0.0;0.125;0.16666666666666666;0.15384615384615385;0.125;0.15384615384615385;0.16666666666666666;0.15384615384615385;0.14285714285714285;0.14285714285714285;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.2857142857142857;0.13333333333333333;0.0;0.1111111111111111;0.0;0.26666666666666666;0.0;0.10526315789473684;0.0;0.3333333333333333;0.3076923076923077;0.0;0.0;0.125;0.125;0.0;0.0;0.26666666666666666;0.15384615384615385;1.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.14285714285714285
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0070374;0.4;0.36363636363636365;0.0;0.09523809523809523;0.0;0.0;0.42105263157894735;0.4;0.0;0.0;0.0;0.4444444444444444;0.0;0.09090909090909091;0.0;0.4444444444444444;0.10526315789473684;0.1;0.0;0.0;0.10526315789473684;0.0;0.7619047619047619;0.4;0.2;0.0;0.5555555555555556;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.42105263157894735;0.0;0.5217391304347826;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0;1.0;0.42105263157894735;0.4;0.0;0.1
GO:0034116;0.5333333333333333;0.47058823529411764;0.0;0.125;0.0;0.0;0.5714285714285714;0.5333333333333333;0.0;0.0;0.0;0.15384615384615385;0.0;0.11764705882352941;0.0;0.15384615384615385;0.14285714285714285;0.13333333333333333;0.0;0.0;0.14285714285714285;0.0;0.5;0.5333333333333333;0.26666666666666666;0.0;0.6153846153846154;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.5714285714285714;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;1.0;0.4;0.0;0.13333333333333333
GO:0017157;0.375;0.4444444444444444;0.0;0.11764705882352941;0.0;0.0;0.5333333333333333;0.375;0.0;0.0;0.0;0.5714285714285714;0.0;0.5555555555555556;0.0;0.5714285714285714;0.5333333333333333;0.125;0.0;0.0;0.5333333333333333;0.0;0.47058823529411764;0.5;0.25;0.0;0.5714285714285714;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.5333333333333333;0.0;0.42105263157894735;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.4;0.4;1.0;0.0;0.125
GO:0031204;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.0;0.0;0.0;1.0;0.0
GO:0035722;0.125;0.1111111111111111;0.125;0.11764705882352941;0.26666666666666666;0.1;0.13333333333333333;0.125;0.0;0.0;0.1111111111111111;0.14285714285714285;0.13333333333333333;0.1111111111111111;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.125;0.125;0.0;0.13333333333333333;0.13333333333333333;0.11764705882352941;0.125;0.125;0.10526315789473684;0.14285714285714285;0.0;0.25;0.11764705882352941;0.1;0.0;0.0;0.23529411764705882;0.13333333333333333;0.0;0.10526315789473684;0.2857142857142857;0.26666666666666666;0.11764705882352941;0.0;0.1111111111111111;0.1111111111111111;0.10526315789473684;0.0;0.23529411764705882;0.0;0.14285714285714285;0.0;0.1;0.13333333333333333;0.125;0.0;1.0
