;GO:1902230;GO:0008584;GO:0090179;GO:0014066;GO:0043508;GO:2000041;GO:0045600;GO:0046854;GO:0045766;GO:0030307;GO:0045892;GO:0030308;GO:0001701;GO:0043154;GO:0010975;GO:0055007;GO:0033138;GO:1902042;GO:0007186;GO:0000902;GO:0090263;GO:0043312;GO:0042662;GO:0006897;GO:0071560;GO:0043161;GO:0031668;GO:0071481;GO:0050680;GO:2000726;GO:0010469;GO:0010667;GO:0030336;GO:0016567;GO:0008284;GO:0002063;GO:0006661;GO:0045669;GO:0045944;GO:1904956;GO:0000122;GO:0010719;GO:0001569;GO:0060070;GO:0033630;GO:0010950;GO:0050732;GO:0016458;GO:0048708;GO:0006351;GO:0061185;GO:0090244;GO:0048821;GO:0006357;GO:0030514;GO:0090090;GO:0007517;GO:0045087;GO:0043065;GO:2000741;GO:0030199;GO:0032332
GO:0008284;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.8;0.43852901558847923;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.4;0.6000000000000001;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.0;1.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.48300749985576874;0.4;0.5356143810225276;0.0;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.4;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.6830074998557688
GO:0002063;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0
GO:0006661;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.3356143810225276;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.48300749985576874;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
GO:0045669;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.8;0.0;0.6000000000000001;0.6830074998557688;0.4;0.5356143810225276;0.0;0.4;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.3356143810225276;0.43852901558847923;0.0;0.6830074998557688;0.0;0.0;1.0;0.4;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.4;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.48300749985576874;0.4;0.0;0.0;0.5356143810225276;0.6830074998557688;0.0;0.8
GO:0045944;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.2830074998557688;0.3356143810225276;0.4;0.0;0.4;0.43852901558847923;0.6830074998557688;0.4;0.0;0.3081136762725405;0.3660149997115376;0.0;0.4;0.2830074998557688;0.4;0.0;0.3660149997115376;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.2599120563717816;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.4;1.0;0.3660149997115376;0.8;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.4;0.3356143810225276;0.5356143810225276;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;1.0;0.6830074998557688;0.3081136762725405;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4
GO:1904956;0.43852901558847923;0.0;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.0;0.3660149997115376;0.8;0.0;0.3356143810225276;0.3660149997115376;0.8;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.3081136762725405;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.3660149997115376;1.0;0.3660149997115376;0.48300749985576874;0.0;0.8;0.48300749985576874;0.4;0.3356143810225276;0.6830074998557688;0.0;0.0;0.43852901558847923;0.8;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.4;0.4;0.0;0.43852901558847923
GO:0000122;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.4;0.3660149997115376;0.0;0.3356143810225276;0.4;1.0;0.48300749985576874;0.0;0.3660149997115376;0.3660149997115376;0.0;0.3356143810225276;0.3356143810225276;0.4;0.0;0.3081136762725405;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.3660149997115376;0.3081136762725405;0.4;0.0;0.4;0.0;0.0;0.3660149997115376;0.8;0.3660149997115376;1.0;0.43852901558847923;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.4;0.6830074998557688;0.0;0.0;0.4;0.3660149997115376;0.0;1.0;0.6830074998557688;0.3660149997115376;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376
GO:0010719;0.6000000000000001;0.0;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.0;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.6830074998557688;0.0;0.48300749985576874;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.0;0.4;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.48300749985576874;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.43852901558847923;1.0;0.0;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.0;0.0;0.6830074998557688;0.48300749985576874;0.0;0.4;0.6000000000000001;0.48300749985576874;0.0;0.0;0.43852901558847923;0.5356143810225276;0.0;0.6000000000000001
GO:0001569;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0060070;0.43852901558847923;0.0;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.0;0.3660149997115376;0.8;0.8;0.3356143810225276;0.3660149997115376;0.8;0.8;0.4;0.8;0.3660149997115376;0.0;0.5356143810225276;0.8;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.3081136762725405;0.43852901558847923;0.4;0.48300749985576874;0.8;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.8;0.3660149997115376;0.48300749985576874;0.0;1.0;0.48300749985576874;0.4;0.3356143810225276;0.8;0.8;0.8;0.43852901558847923;0.8;0.8;0.4;0.43852901558847923;0.4;0.0;0.0;0.4;0.4;0.6000000000000001;0.43852901558847923
GO:0033630;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.6000000000000001;0.4;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.0;0.4;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.3081136762725405;0.43852901558847923;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;1.0;0.4;0.3356143810225276;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.5356143810225276
GO:0010950;0.3660149997115376;0.0;0.4;0.3356143810225276;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.4;0.4;0.0;0.6000000000000001;0.4;0.0;0.48300749985576874;0.2830074998557688;0.4;0.0;0.3660149997115376;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.2599120563717816;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.4;0.4;0.3660149997115376;0.3660149997115376;0.0;0.4;0.4;1.0;0.4;0.4;0.0;0.0;0.3081136762725405;0.4;0.0;0.4;0.3660149997115376;0.3081136762725405;0.0;0.0;0.4;0.4;0.0;0.43852901558847923
GO:0050732;0.43852901558847923;0.0;0.3356143810225276;0.3356143810225276;0.5356143810225276;0.3660149997115376;0.3660149997115376;0.0;0.3081136762725405;0.4;0.43852901558847923;0.48300749985576874;0.0;0.4;0.3356143810225276;0.0;0.6000000000000001;0.3356143810225276;0.4;0.0;0.3081136762725405;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.3660149997115376;0.3081136762725405;0.4;0.0;0.4;0.0;0.0;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.4;0.43852901558847923;0.0;0.3356143810225276;0.3356143810225276;0.4;1.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376
GO:0016458;0.43852901558847923;0.0;0.8;0.4;0.3660149997115376;0.43852901558847923;0.4;0.48300749985576874;0.4;0.43852901558847923;0.8;0.48300749985576874;0.0;0.3660149997115376;0.6830074998557688;0.6830074998557688;0.3660149997115376;0.3660149997115376;0.8;0.6830074998557688;0.3660149997115376;0.6830074998557688;0.3660149997115376;0.0;0.48300749985576874;0.8;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.3081136762725405;0.43852901558847923;0.4;0.43852901558847923;0.8;0.48300749985576874;0.4;0.5356143810225276;0.6830074998557688;0.6830074998557688;0.48300749985576874;0.0;0.8;0.43852901558847923;0.4;0.43852901558847923;1.0;0.8;0.6830074998557688;0.43852901558847923;0.8;0.8;0.6000000000000001;0.48300749985576874;0.4;0.0;0.0;0.3660149997115376;0.3660149997115376;0.6000000000000001;0.4
GO:0048708;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.8;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;1.0;0.8;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0
GO:0006351;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.8;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6830074998557688;0.8;1.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0
GO:0061185;0.48300749985576874;0.0;0.6000000000000001;0.4;0.3356143810225276;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.0;0.4;0.43852901558847923;0.0;0.3081136762725405;0.4;0.43852901558847923;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.3356143810225276;0.43852901558847923;0.4;0.6830074998557688;0.0;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.3660149997115376;0.43852901558847923;0.0;0.0;1.0;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.48300749985576874
GO:0090244;0.43852901558847923;0.0;0.8;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.0;0.3660149997115376;0.8;0.8;0.3356143810225276;0.3660149997115376;0.8;0.8;0.4;0.8;0.3660149997115376;0.0;0.5356143810225276;0.8;0.6830074998557688;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.3081136762725405;0.43852901558847923;0.4;0.48300749985576874;0.8;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.8;0.3660149997115376;0.48300749985576874;0.0;0.8;0.48300749985576874;0.4;0.3356143810225276;0.8;0.8;0.8;0.43852901558847923;1.0;0.8;0.4;0.43852901558847923;0.4;0.0;0.0;0.4;0.4;0.6000000000000001;0.43852901558847923
GO:0048821;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.8;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.8;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.8;1.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0
GO:0006357;0.4;0.0;0.4;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.4;0.0;0.3660149997115376;0.43852901558847923;0.8;0.43852901558847923;0.0;0.3356143810225276;0.4;0.0;0.3660149997115376;0.3081136762725405;0.43852901558847923;0.0;0.3356143810225276;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.3660149997115376;0.4;0.2830074998557688;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.4;1.0;0.4;1.0;0.4;0.0;0.4;0.4;0.4;0.3660149997115376;0.6000000000000001;0.0;0.0;0.3660149997115376;0.4;0.0;1.0;0.8;0.3356143810225276;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4
GO:0030514;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.0;0.4;0.5356143810225276;0.6000000000000001;0.6830074998557688;0.0;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.6830074998557688;0.43852901558847923;0.6830074998557688;0.6000000000000001;0.0;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.8;1.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874
GO:0090090;0.5356143810225276;0.0;0.4;0.5356143810225276;0.43852901558847923;0.6830074998557688;0.4;0.0;0.3660149997115376;0.43852901558847923;0.4;0.5356143810225276;0.0;0.4;0.4;0.0;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.0;0.8;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.4;0.3081136762725405;0.4;0.3660149997115376;0.48300749985576874;0.0;0.4;0.4;0.3081136762725405;0.3660149997115376;0.4;0.0;0.0;0.43852901558847923;0.4;0.0;0.3356143810225276;0.6000000000000001;1.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.4
GO:0007517;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0043065;0.5356143810225276;0.0;0.4;0.4;0.3356143810225276;0.3660149997115376;0.5356143810225276;0.0;0.43852901558847923;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.0;0.6830074998557688;0.4;0.0;0.4;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.43852901558847923;0.5356143810225276;0.4;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.3660149997115376;0.4;0.3356143810225276;0.43852901558847923;0.0;0.4;0.48300749985576874;0.4;0.3356143810225276;0.3660149997115376;0.0;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.0;1.0;0.48300749985576874;0.0;0.5356143810225276
GO:2000741;0.43852901558847923;0.0;0.4;0.4;0.3356143810225276;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.6000000000000001;0.3660149997115376;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.0;0.4;0.3356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.3081136762725405;0.4;0.0;0.6000000000000001;0.0;0.0;0.6830074998557688;0.3660149997115376;0.4;0.3356143810225276;0.5356143810225276;0.0;0.4;0.48300749985576874;0.4;0.3356143810225276;0.3660149997115376;0.0;0.0;0.43852901558847923;0.4;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.0;0.48300749985576874;1.0;0.0;0.6830074998557688
GO:0030199;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.5356143810225276;0.0;0.0;0.4;0.6000000000000001;0.5356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.6000000000000001;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;0.5356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032332;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.8;0.0;0.6000000000000001;0.6830074998557688;0.4;0.5356143810225276;0.0;0.4;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.3356143810225276;0.43852901558847923;0.0;0.6830074998557688;0.0;0.0;0.8;0.4;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.4;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.48300749985576874;0.4;0.0;0.0;0.5356143810225276;0.6830074998557688;0.0;1.0
