;GO:0014066;GO:0015031;GO:0045445;GO:0006364;GO:0042531;GO:0042730;GO:0043666;GO:0051290;GO:0006687;GO:0032804;GO:0043271;GO:0000381;GO:0000380;GO:0070120;GO:0032729;GO:0051607;GO:0010536;GO:1905581;GO:0031952;GO:0032722;GO:0007186;GO:1905599;GO:1905597;GO:0006695;GO:0002690;GO:0043312;GO:0042104;GO:0007589;GO:0030855;GO:0043161;GO:0006646;GO:1900738;GO:0051135;GO:0016042;GO:0010501;GO:0001837;GO:0050804;GO:0044090;GO:0032755;GO:2001014;GO:0072659;GO:0010586;GO:0036035;GO:0035024;GO:0090630;GO:0031340;GO:0008285;GO:0097191;GO:1905602;GO:0045944;GO:0045669;GO:0043403;GO:0048661;GO:0097066;GO:0006657;GO:0001765;GO:0001921;GO:0048146;GO:0030242;GO:0070102;GO:0030521;GO:0035774;GO:0030520;GO:0051865;GO:0009062;GO:0032780;GO:0050829;GO:0006351;GO:0090122;GO:0006470;GO:0006355;GO:0006672;GO:0044147;GO:0006357;GO:0048671;GO:0006900;GO:0030517;GO:0002548;GO:0052362;GO:0032816;GO:0001934;GO:0042692;GO:0051791;GO:2000146;GO:0031047;GO:0002827;GO:0030199;GO:0052405;GO:0035722
GO:0006695;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.2830074998557688;0.43852901558847923;0.0;0.0;0.5356143810225276;0.8;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002690;0.43852901558847923;0.0;0.0;0.0;0.4;0.48300749985576874;0.3356143810225276;0.0;0.0;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.0;1.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923
GO:0043312;0.0;0.5356143810225276;0.8;0.8;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.0;0.5356143810225276;0.8;0.8;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.5356143810225276;0.8;0.8;0.0;0.8;0.3356143810225276;0.48300749985576874;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.8
GO:0042104;0.3081136762725405;0.0;0.0;0.0;0.2830074998557688;0.3081136762725405;0.2830074998557688;0.0;0.0;0.2830074998557688;0.3356143810225276;0.2599120563717816;0.0;0.3356143810225276;0.3660149997115376;0.0;0.2830074998557688;0.3660149997115376;0.2830074998557688;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.23852901558847928;0.0;0.43852901558847923;0.0;1.0;0.3081136762725405;0.0;0.0;0.0;0.3356143810225276;0.6000000000000001;0.0;0.0;0.0;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.23852901558847928;0.23852901558847928;0.4;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.4;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.3356143810225276;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.2830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.6000000000000001;0.3356143810225276;0.0;0.0;0.3356143810225276;0.2830074998557688;0.3660149997115376;0.0;0.3356143810225276;0.3356143810225276
GO:0007589;0.4;0.5356143810225276;0.0;0.0;0.3081136762725405;0.5356143810225276;0.4;0.0;0.0;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.4;0.0;0.3081136762725405;0.4;0.3356143810225276;0.4;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.0;0.4;0.5356143810225276;0.3081136762725405;1.0;0.0;0.0;0.0;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.4;0.43852901558847923;0.3660149997115376;0.0;0.0;0.3081136762725405;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.3356143810225276;0.4;0.0;0.4;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276
GO:0030855;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;1.0;0.8;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.5356143810225276;0.8;0.8;0.0;0.8;0.3356143810225276;0.48300749985576874;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.8
GO:0043161;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.6830074998557688;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.8;1.0;0.5356143810225276;0.0;0.0;0.8;0.6000000000000001;0.8;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.6830074998557688;0.8;0.8;0.0;0.8;0.43852901558847923;0.6830074998557688;0.0;0.0;0.8;0.8;0.6000000000000001;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.0;0.0;0.8;0.6000000000000001;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.8
GO:0006646;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.5356143810225276;1.0;0.0;0.0;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.3081136762725405;0.48300749985576874;0.0;0.0;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.0;0.4;0.0;0.48300749985576874
GO:1900738;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.4;0.3356143810225276;0.0;0.0;0.3356143810225276;0.4;0.3081136762725405;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.4;0.2830074998557688;0.0;0.48300749985576874;0.0;0.3356143810225276;0.3660149997115376;0.0;0.0;0.0;1.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.4;0.2830074998557688;0.48300749985576874;0.43852901558847923;0.4;0.4;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.4;0.4;0.6000000000000001;0.4;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.4;0.3356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.4;0.4;0.0;0.0;0.4;0.3356143810225276;0.43852901558847923;0.0;0.4;0.4
GO:0051135;0.3081136762725405;0.0;0.0;0.0;0.2830074998557688;0.3081136762725405;0.2830074998557688;0.0;0.0;0.2830074998557688;0.3356143810225276;0.2599120563717816;0.0;0.3356143810225276;0.3660149997115376;0.0;0.2830074998557688;0.3660149997115376;0.2830074998557688;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.23852901558847928;0.0;0.43852901558847923;0.0;0.6000000000000001;0.3081136762725405;0.0;0.0;0.0;0.3356143810225276;1.0;0.0;0.0;0.0;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.23852901558847928;0.23852901558847928;0.4;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.4;0.0;0.4;0.0;0.0;0.0;0.4;0.4;0.0;0.3356143810225276;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.2830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.6000000000000001;0.3356143810225276;0.0;0.0;0.3356143810225276;0.2830074998557688;0.3660149997115376;0.0;0.3356143810225276;0.3356143810225276
GO:0016042;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.3660149997115376;0.8;0.0;0.0;0.6830074998557688;0.5356143810225276;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010501;0.0;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.6000000000000001;0.3660149997115376;0.0;0.0;0.48300749985576874;1.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.4;0.0;0.0;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.4;0.0;0.4;0.0;0.3660149997115376;0.0;0.43852901558847923
GO:0001837;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.0;0.0;0.0;0.0;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.5356143810225276;0.8;0.8;0.0;0.8;0.3356143810225276;0.48300749985576874;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.8
GO:0050804;0.5356143810225276;0.0;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.4;0.48300749985576874;0.3660149997115376;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.43852901558847923;0.4;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;0.0;0.0;1.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.0;0.0;0.0;0.4;0.3356143810225276;0.48300749985576874;0.5356143810225276;0.48300749985576874;0.4;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.4;0.4;0.0;0.0;0.48300749985576874;0.4;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874
GO:0044090;0.4;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3660149997115376;0.4;0.3356143810225276;0.0;0.4;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.2830074998557688;0.0;0.43852901558847923;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;1.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.3081136762725405;0.2830074998557688;0.8;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.4;0.4;0.48300749985576874;0.4;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;0.4;0.4
GO:0032755;0.4;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.0;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.8;0.0;0.3660149997115376;0.6000000000000001;0.3356143810225276;0.8;0.43852901558847923;0.43852901558847923;0.3081136762725405;0.0;0.48300749985576874;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;1.0;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.6000000000000001;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923;0.3660149997115376;0.4;0.0;0.43852901558847923;0.43852901558847923
GO:2001014;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.4;0.0;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.43852901558847923;1.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.4;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.5356143810225276;0.4;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874
GO:0072659;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010586;0.0;0.0;0.4;0.6830074998557688;0.0;0.0;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.4;0.0;0.0;0.4;0.5356143810225276;0.3356143810225276;0.0;0.0;0.43852901558847923;0.6830074998557688;0.4;0.0;0.0;0.0;0.0;0.0;1.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.0;0.0;0.3660149997115376;0.4;0.4;0.0;0.4;0.3081136762725405;0.3660149997115376;0.0;0.0;0.5356143810225276;0.4;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.4;0.0;0.4;0.4;0.0;0.0;0.4;0.3660149997115376;0.0;0.3660149997115376;0.0;0.3356143810225276;0.0;0.4
GO:0036035;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.8;0.48300749985576874;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.0;0.4;1.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.6000000000000001;0.8;0.8;0.0;0.8;0.3660149997115376;0.5356143810225276;0.0;0.0;0.8;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.8
GO:0035024;0.5356143810225276;0.0;0.0;0.0;0.4;0.3660149997115376;0.2830074998557688;0.0;0.0;0.3356143810225276;0.4;0.2599120563717816;0.0;0.3356143810225276;0.3081136762725405;0.0;0.4;0.3081136762725405;0.2830074998557688;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.23852901558847928;0.0;0.3356143810225276;0.0;0.23852901558847928;0.3081136762725405;0.0;0.0;0.0;0.4;0.23852901558847928;0.0;0.0;0.0;0.4;0.3081136762725405;0.3081136762725405;0.3660149997115376;0.0;0.0;0.0;1.0;0.23852901558847928;0.3356143810225276;0.43852901558847923;0.3356143810225276;0.2830074998557688;0.2599120563717816;0.3356143810225276;0.0;0.3356143810225276;0.0;0.0;0.0;0.4;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.4;0.3356143810225276;0.0;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.4;0.2830074998557688;0.4;0.0;0.4;0.0;0.0;0.2830074998557688;0.2830074998557688;0.0;0.0;0.4;0.3081136762725405;0.3081136762725405;0.0;0.3356143810225276;0.3356143810225276
GO:0090630;0.3081136762725405;0.0;0.0;0.0;0.23852901558847928;0.3081136762725405;0.5356143810225276;0.0;0.0;0.2830074998557688;0.3356143810225276;0.2599120563717816;0.0;0.4;0.3081136762725405;0.0;0.43852901558847923;0.3081136762725405;0.2599120563717816;0.3081136762725405;0.4;0.5356143810225276;0.4;0.0;0.3081136762725405;0.0;0.23852901558847928;0.3660149997115376;0.0;0.0;0.0;0.2830074998557688;0.23852901558847928;0.0;0.0;0.0;0.3356143810225276;0.2830074998557688;0.3081136762725405;0.3356143810225276;0.0;0.0;0.0;0.23852901558847928;1.0;0.3356143810225276;0.3356143810225276;0.4;0.2830074998557688;0.2599120563717816;0.3081136762725405;0.0;0.3081136762725405;0.0;0.0;0.0;0.3356143810225276;0.3081136762725405;0.0;0.4;0.4;0.3356143810225276;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3356143810225276;0.2830074998557688;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.2830074998557688;0.2599120563717816;0.0;0.0;0.3356143810225276;0.3356143810225276;0.2599120563717816;0.0;0.4;0.4
GO:0031340;0.43852901558847923;0.0;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.4;0.6000000000000001;0.3660149997115376;0.0;0.48300749985576874;0.5356143810225276;0.0;0.4;0.5356143810225276;0.4;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.3356143810225276;0.0;0.5356143810225276;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.48300749985576874;0.8;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;1.0;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.48300749985576874;0.4;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874
GO:0008285;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.0;0.0;0.5356143810225276;0.6000000000000001;0.4;0.0;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.5356143810225276;1.0;0.5356143810225276;0.43852901558847923;0.4;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;0.6830074998557688;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.6000000000000001;0.43852901558847923;0.6830074998557688;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.6830074998557688;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874
GO:0097191;0.43852901558847923;0.0;0.8;0.8;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.48300749985576874;0.4;0.48300749985576874;0.3660149997115376;0.8;0.8;0.43852901558847923;0.0;0.3356143810225276;0.43852901558847923;0.4;0.43852901558847923;0.8;0.5356143810225276;0.4;0.0;0.43852901558847923;0.8;0.3356143810225276;0.5356143810225276;0.8;0.8;0.48300749985576874;0.4;0.3356143810225276;0.0;0.43852901558847923;0.8;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.0;0.4;0.8;0.3356143810225276;0.4;0.48300749985576874;0.5356143810225276;1.0;0.4;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.43852901558847923;0.8;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.8;0.8;0.48300749985576874;0.8;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.0;0.8;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.48300749985576874;0.4;0.8;0.8;0.8;0.8;0.0;0.4;0.4;0.8;0.5356143810225276;0.48300749985576874;0.6830074998557688;0.3660149997115376;0.6000000000000001;0.8;0.8
