;GO:0060760;GO:1904973;GO:0006284;GO:1904851;GO:0007250;GO:0006283;GO:0006288;GO:0051092;GO:0001666;GO:0002755;GO:0045892;GO:0001701;GO:2000637;GO:0050434;GO:0010499;GO:0050830;GO:0030423;GO:2000373;GO:0050729;GO:1904469;GO:0006297;GO:0045410;GO:0050684;GO:0071360;GO:2000767;GO:0046597;GO:1990414;GO:0030099;GO:0030890;GO:0035549;GO:0032436;GO:0035665;GO:1904874;GO:0006260;GO:1904871;GO:0043123;GO:1904877;GO:0046598;GO:0045944;GO:0006303;GO:2000778;GO:0048146;GO:0050691;GO:0001649;GO:0051028;GO:0016579;GO:0033194;GO:1905698;GO:0000209;GO:1902187;GO:1902741;GO:0097352;GO:0032496;GO:0070459;GO:0032897;GO:0006366;GO:0045604;GO:0000380;GO:0006914;GO:0061819;GO:0051607;GO:0032760;GO:0070922;GO:0045739;GO:0034141;GO:0042989;GO:0034145;GO:0044806;GO:0090023;GO:0032757;GO:1903608;GO:0044130;GO:0010501;GO:0034137;GO:0031146;GO:0050768;GO:0030334;GO:0016567;GO:1905765;GO:2000340;GO:0045740;GO:0042994;GO:0009615;GO:0043687;GO:0090073;GO:0046833;GO:0000086;GO:0032508;GO:0071353;GO:0001967;GO:0010836;GO:0032741;GO:0071356;GO:0070935;GO:0006351;GO:0007166;GO:0006353;GO:1903518;GO:0006357;GO:0000012;GO:0032738;GO:0032735;GO:0045089;GO:0071223;GO:0045087;GO:0046330;GO:0070374;GO:0071221;GO:0032212;GO:2000343;GO:0070934
GO:0045892;0.4;0.3660149997115376;0.0;0.4;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.4;1.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.6830074998557688;0.0;0.5356143810225276;0.4;0.0;0.0;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.4;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.3356143810225276;0.6830074998557688;0.0;0.3356143810225276;0.4;0.4;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.48300749985576874;0.3356143810225276;0.0;0.0;0.4;0.43852901558847923;0.0;0.4;0.0;0.0;0.2830074998557688;0.0;0.3356143810225276;0.0;0.48300749985576874;0.3356143810225276;0.4;0.3356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.43852901558847923;0.4;0.0;0.48300749985576874;0.3356143810225276;0.6000000000000001;0.6000000000000001;0.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.8;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:2000637;0.5356143810225276;0.48300749985576874;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.43852901558847923;0.48300749985576874;0.4;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.43852901558847923;0.4;0.0;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.4;0.43852901558847923;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376
GO:0050434;0.5356143810225276;0.8;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;1.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.4;0.0;0.43852901558847923;0.4;0.0;0.4;0.5356143810225276;0.0;0.0;0.4;0.4;0.3356143810225276;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.43852901558847923;0.4;0.6830074998557688;0.4;0.0;0.43852901558847923;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.4;0.0;0.0;0.43852901558847923;0.8;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.0;0.3660149997115376;0.4;0.0;0.4;0.43852901558847923;0.3660149997115376
GO:0010499;0.0;0.0;0.5356143810225276;0.0;0.0;0.48300749985576874;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.6830074998557688;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050830;0.0;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.0;0.0
GO:0030423;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.6830074998557688;0.4;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.8;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0
GO:2000373;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.48300749985576874;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3081136762725405;0.0;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;1.0;0.3356143810225276;0.2830074998557688;0.0;0.3081136762725405;0.3356143810225276;0.0;0.2830074998557688;0.3081136762725405;0.0;0.0;0.2830074998557688;0.2830074998557688;0.23852901558847928;0.43852901558847923;0.4;0.0;0.3356143810225276;0.3081136762725405;0.6000000000000001;0.3081136762725405;0.2830074998557688;0.0;0.3081136762725405;0.3356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.2830074998557688;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.0;0.3081136762725405;0.0;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.3081136762725405;0.0;0.3081136762725405;0.3356143810225276;0.0;0.3660149997115376;0.0;0.3081136762725405;0.0;0.43852901558847923;0.3660149997115376;0.0;0.3081136762725405;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.0;0.0;0.48300749985576874;0.3356143810225276;0.0;0.0;0.0;0.0;0.2830074998557688;0.3356143810225276;0.0;0.3356143810225276;0.0;0.43852901558847923;0.0;0.3081136762725405;0.3081136762725405;0.0;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.0;0.0;0.2830074998557688;0.2830074998557688;0.0;0.2830074998557688;0.3081136762725405;0.3356143810225276
GO:0050729;0.6830074998557688;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.3356143810225276;1.0;0.4;0.0;0.43852901558847923;0.4;0.0;0.4;0.3660149997115376;0.0;0.0;0.4;0.4;0.3356143810225276;0.43852901558847923;0.6000000000000001;0.0;0.48300749985576874;0.5356143810225276;0.4;0.43852901558847923;0.4;0.0;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.6000000000000001;0.6000000000000001;0.43852901558847923;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.5356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.48300749985576874;0.8;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.43852901558847923;0.3660149997115376
GO:1904469;0.43852901558847923;0.4;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.2830074998557688;0.4;1.0;0.0;0.5356143810225276;0.3356143810225276;0.0;0.4;0.3081136762725405;0.0;0.0;0.3660149997115376;0.8;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.4;0.4;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.8;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.8;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.4;0.0;0.0;0.2599120563717816;0.0;1.0;0.0;0.48300749985576874;0.4;0.3660149997115376;0.4;0.0;0.3660149997115376;0.6000000000000001;0.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.0;0.0;0.2830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.3356143810225276;0.6000000000000001;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.4;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.4;0.5356143810225276;0.3081136762725405
GO:0006297;0.0;0.0;0.6830074998557688;0.0;0.0;0.6000000000000001;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.5356143810225276;0.8;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.6830074998557688;0.6000000000000001;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.8;0.8;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0
GO:0045410;0.48300749985576874;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.4;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.43852901558847923;0.5356143810225276;0.0;1.0;0.48300749985576874;0.0;0.6000000000000001;0.3356143810225276;0.0;0.0;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.4;0.5356143810225276;0.0;0.43852901558847923;0.4;0.48300749985576874;0.4;0.48300749985576874;0.0;0.8;0.48300749985576874;0.4;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.4;0.5356143810225276;0.0;0.0;0.4;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.2830074998557688;0.0;0.6000000000000001;0.0;0.5356143810225276;0.4;0.4;0.4;0.0;0.4;0.6830074998557688;0.0;0.4;0.0;0.4;0.0;0.4;0.4;0.0;0.3660149997115376;0.6000000000000001;0.6830074998557688;0.4;0.0;0.0;0.3081136762725405;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.6830074998557688;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.0;0.6830074998557688;0.6830074998557688;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.0;0.6000000000000001;0.6000000000000001;0.43852901558847923
GO:0050684;0.43852901558847923;0.4;0.0;0.43852901558847923;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.48300749985576874;1.0;0.0;0.6000000000000001;0.3660149997115376;0.0;0.0;0.3356143810225276;0.3356143810225276;0.4;0.43852901558847923;0.48300749985576874;0.0;0.4;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.6000000000000001;0.0;0.3660149997115376;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.0;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.5356143810225276;0.0;0.0;0.3356143810225276;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.48300749985576874;0.6830074998557688;0.0;0.4;0.4;0.4;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.3660149997115376;0.5356143810225276
GO:0071360;0.0;0.0;0.4;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.3356143810225276;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.2830074998557688;0.48300749985576874;0.0;0.2599120563717816;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.2830074998557688;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.48300749985576874;0.0;0.0;0.2830074998557688;0.0;0.0;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.0;0.48300749985576874;0.3081136762725405;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.4;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.0
GO:2000767;0.43852901558847923;0.4;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.5356143810225276;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.2830074998557688;0.4;0.4;0.0;0.6000000000000001;0.6000000000000001;0.0;1.0;0.3081136762725405;0.0;0.0;0.3660149997115376;0.4;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.0;0.4;0.4;0.48300749985576874;0.3660149997115376;0.6000000000000001;0.0;0.4;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.4;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.4;0.0;0.0;0.2599120563717816;0.0;0.3660149997115376;0.0;0.5356143810225276;0.4;0.3660149997115376;0.4;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.3660149997115376;0.6830074998557688;0.43852901558847923;0.0;0.0;0.2830074998557688;0.4;0.0;0.0;0.0;0.0;0.48300749985576874;0.4;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.0;0.4;0.4;0.4;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.6000000000000001;0.3660149997115376;0.5356143810225276
GO:0046597;0.4;0.5356143810225276;0.0;0.4;0.48300749985576874;0.0;0.0;0.4;0.0;0.4;0.4;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.0;0.3356143810225276;0.3660149997115376;0.0;0.3081136762725405;1.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.2599120563717816;0.4;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.3081136762725405;0.8;0.3081136762725405;0.0;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.8;0.3081136762725405;0.0;0.0;0.4;0.6830074998557688;0.0;0.4;0.0;0.0;0.2830074998557688;0.0;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.4;0.3356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.5356143810225276;0.0;0.3356143810225276;0.0;0.4;0.4;0.0;0.4;0.3356143810225276;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3081136762725405;0.3660149997115376;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.3081136762725405;0.0;0.4;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3081136762725405;0.3081136762725405;0.0;0.3081136762725405;0.3356143810225276;0.3081136762725405
GO:1990414;0.0;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.4;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;1.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.3356143810225276;0.4;0.0;0.3081136762725405;0.0;0.0;0.4;0.4;0.4;0.0;0.43852901558847923;0.0;0.43852901558847923;0.4;0.48300749985576874;0.3660149997115376;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.3081136762725405;0.4;0.0;0.0;0.4;0.2599120563717816;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.4;0.0;0.0;0.0
GO:0030099;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.8;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;1.0;0.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.3356143810225276;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.8;0.6000000000000001;0.4;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.4;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.8;0.8;0.8;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0
GO:0030890;0.43852901558847923;0.4;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.3081136762725405;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.2830074998557688;0.4;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.3081136762725405;0.0;0.0;1.0;0.3660149997115376;0.3081136762725405;0.3660149997115376;0.48300749985576874;0.0;0.4;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.5356143810225276;0.4;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.2599120563717816;0.0;0.3660149997115376;0.0;0.43852901558847923;0.4;0.3660149997115376;0.4;0.0;0.43852901558847923;0.4;0.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376;0.4;0.3660149997115376;0.0;0.0;0.2830074998557688;0.4;0.0;0.0;0.0;0.0;0.3081136762725405;0.4;0.0;0.3081136762725405;0.0;0.4;0.0;0.4;0.3081136762725405;0.0;0.4;0.4;0.48300749985576874;0.0;0.0;0.3081136762725405;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405
GO:0035549;0.43852901558847923;0.4;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.4;0.0;0.0;0.0;0.2830074998557688;0.4;0.8;0.0;0.5356143810225276;0.3356143810225276;0.0;0.4;0.3081136762725405;0.0;0.0;0.3660149997115376;1.0;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.4;0.4;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.8;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.0;0.3081136762725405;0.0;0.3660149997115376;0.8;0.0;0.0;0.3660149997115376;0.3356143810225276;0.0;0.4;0.0;0.0;0.2599120563717816;0.0;0.5356143810225276;0.0;0.48300749985576874;0.4;0.3660149997115376;0.4;0.0;0.3660149997115376;0.6000000000000001;0.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.4;0.0;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.0;0.0;0.2830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.3356143810225276;0.6000000000000001;0.0;0.3081136762725405;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.0;0.6000000000000001;0.6000000000000001;0.4;0.0;0.0;0.3356143810225276;0.3660149997115376;0.0;0.4;0.5356143810225276;0.3081136762725405
