;GO:0006281;GO:0007095;GO:0007098;GO:0045766;GO:0110032;GO:0000187;GO:0045892;GO:0001701;GO:0045893;GO:0034501;GO:1902042;GO:0065003;GO:0014075;GO:0030261;GO:0008631;GO:0008630;GO:0000226;GO:0006975;GO:0000077;GO:0001556;GO:0072332;GO:0031100;GO:0070317;GO:0048096;GO:0033129;GO:0071407;GO:0015677;GO:0055072;GO:0043009;GO:0090399;GO:0007077;GO:0006260;GO:0008284;GO:1902975;GO:0045787;GO:1905448;GO:0006303;GO:0045944;GO:0006301;GO:0048538;GO:0071398;GO:0048146;GO:2000775;GO:0071158;GO:0030521;GO:0019985;GO:2000378;GO:0014038;GO:0016579;GO:0045717;GO:0006270;GO:0045839;GO:0000729;GO:0000727;GO:0007088;GO:0006271;GO:0090166;GO:0000209;GO:0009263;GO:0000724;GO:0000723;GO:0009306;GO:0007129;GO:1903827;GO:0071260;GO:0001933;GO:0031442;GO:0010767;GO:0035407;GO:0085020;GO:0007080;GO:0060045;GO:0018108;GO:0007052;GO:0006366;GO:0046777;GO:0043029;GO:0051445;GO:0097202;GO:0031398;GO:0072425;GO:0016055;GO:0016572;GO:0071456;GO:0010575;GO:0010971;GO:0045739;GO:0045737;GO:0033572;GO:0090266;GO:1901796;GO:0007344;GO:0045732;GO:0097186;GO:0030855;GO:0071681;GO:0010629;GO:0051574;GO:0071283;GO:0007219;GO:0051572;GO:0051573;GO:0010628;GO:0051571;GO:0031145;GO:0070512;GO:0055015;GO:0018105;GO:0098706;GO:0018107;GO:0046718;GO:0035067;GO:0033160;GO:0044818;GO:0045740;GO:0006468;GO:0043687;GO:0000079;GO:0060623;GO:0006978;GO:2000617;GO:0046680;GO:0000122;GO:0045471;GO:0000086;GO:0006977;GO:0032508;GO:0000083;GO:2000615;GO:0000082;GO:0034644;GO:0071356;GO:0070301;GO:0051987;GO:0035335;GO:0051865;GO:0042769;GO:0046600;GO:0045995;GO:0006633;GO:0042246;GO:0006359;GO:0007569;GO:0006513;GO:0046602;GO:0006511;GO:0006349;GO:0044030;GO:0043066;GO:0097711;GO:0043065;GO:2000620;GO:0033147;GO:0010569
GO:0031398;0.0;0.0;0.0;0.25;0.3076923076923077;0.5384615384615384;0.3076923076923077;0.0;0.4166666666666667;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.23076923076923078;0.38461538461538464;0.6363636363636364;0.0;0.0;0.058823529411764705;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.45454545454545453;0.0;0.38461538461538464;0.0;0.0;0.0;0.36363636363636365;0.0;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.0;0.3333333333333333;0.0;0.23076923076923078;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.16666666666666666;0.0;0.5454545454545454;0.38461538461538464;0.26666666666666666;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.42857142857142855;1.0;0.3;0.23076923076923078;0.0;0.0;0.25;0.3076923076923077;0.36363636363636365;0.5384615384615384;0.0;0.21428571428571427;0.23076923076923078;0.0;0.5454545454545454;0.0;0.0;0.0;0.3333333333333333;0.5833333333333334;0.0;0.25;0.46153846153846156;0.46153846153846156;0.45454545454545453;0.5833333333333334;0.0;0.5833333333333334;0.0;0.0;0.0;0.0;0.0;0.5;0.21428571428571427;0.0;0.45454545454545453;0.0;0.0;0.46153846153846156;0.23076923076923078;0.0;0.5833333333333334;0.0;0.2857142857142857;0.0;0.0;0.3;0.0;0.3076923076923077;0.5;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.21428571428571427;0.16666666666666666;0.0;0.0;0.3076923076923077;0.0;0.0;0.23076923076923078;0.0;0.3333333333333333;0.3333333333333333;0.23076923076923078;0.0;0.3333333333333333;0.5384615384615384;0.21428571428571427;0.3076923076923077
GO:0072425;0.6666666666666666;0.0;0.0;0.2857142857142857;0.6363636363636364;0.25;0.375;0.0;0.3333333333333333;0.0;0.3333333333333333;0.0;0.16666666666666666;0.125;0.0;0.0;0.25;0.6666666666666666;0.6666666666666666;0.0;0.0;0.0;0.625;0.0;0.2727272727272727;0.3333333333333333;0.0;0.1;0.0;0.2;0.0;0.16666666666666666;0.5;0.0;0.6666666666666666;0.375;0.5;0.3;0.5714285714285714;0.0;0.3333333333333333;0.42857142857142855;0.0;0.5;0.0;0.6;0.5714285714285714;0.0;0.0;0.5;0.0;0.625;0.0;0.4444444444444444;0.5714285714285714;0.0;0.0;0.1;0.0;0.5;0.16666666666666666;0.25;0.0;0.3333333333333333;0.3333333333333333;0.4444444444444444;0.2222222222222222;0.6666666666666666;0.0;0.09090909090909091;0.0;0.42857142857142855;0.125;0.0;0.0;0.125;0.0;0.6666666666666666;0.0;0.3;1.0;0.0;0.0;0.6;0.2857142857142857;0.6363636363636364;0.375;0.5714285714285714;0.0;0.4444444444444444;0.375;0.0;0.2857142857142857;0.0;0.0;0.3333333333333333;0.42857142857142855;0.25;0.25;0.0;0.3333333333333333;0.3333333333333333;0.2857142857142857;0.25;0.0;0.25;0.0;0.125;0.0;0.125;0.0;0.36363636363636365;0.2222222222222222;0.0;0.375;0.14285714285714285;0.14285714285714285;0.5714285714285714;0.375;0.3333333333333333;0.2727272727272727;0.2;0.3333333333333333;0.2;0.0;0.7142857142857143;0.125;0.0;0.3;0.0;0.14285714285714285;0.2857142857142857;0.42857142857142855;0.42857142857142855;0.125;0.1;0.6666666666666666;0.5;0.3333333333333333;0.16666666666666666;0.0;0.3333333333333333;0.25;0.1;0.5;0.0;0.2857142857142857;0.375;0.5;0.0;0.375;0.23076923076923078;0.375;0.3333333333333333
GO:0016055;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.2727272727272727;0.125;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.1;0.0;0.125;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.3;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.23076923076923078;0.0;1.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.125;0.1;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.25;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0016572;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.75;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.45454545454545453;0.0;0.125;0.2857142857142857;0.25;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.4166666666666667;0.0;0.0;0.75;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.5555555555555556;0.45454545454545453;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.25;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071456;0.5;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.1;0.2;0.4;0.16666666666666666;0.5;0.5;0.2;0.2;0.0;0.0;0.2;0.0;0.2857142857142857;0.0;0.0;0.0;0.14285714285714285;0.2;0.125;0.0;0.2;0.0;0.0;0.375;0.0;0.42857142857142855;0.0;0.2857142857142857;0.0;0.2;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.3333333333333333;0.0;0.2;0.2;0.08333333333333333;0.0;0.375;0.1111111111111111;0.16666666666666666;0.2;0.0;0.2857142857142857;0.0;0.0;0.5;0.2;0.07692307692307693;0.2;0.0;0.1;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.6;0.2;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.2222222222222222;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.1;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.4;0.0;0.25;0.0;0.25;0.2;0.6;0.1;0.2;0.0;0.2;0.2222222222222222;0.25;0.42857142857142855;0.0;0.1;0.08333333333333333;0.5;0.0;0.0;0.125;0.0;0.0;0.16666666666666666;0.08333333333333333;0.0;0.2;0.1111111111111111;0.0;0.0;0.2;0.0;0.0;0.0;0.0
GO:0010575;0.0;0.0;0.0;0.5;0.3;0.21428571428571427;0.18181818181818182;0.0;0.3;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.18181818181818182;0.0;0.23076923076923078;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.375;0.0;0.375;0.3;0.0;0.2727272727272727;0.0;0.0;0.0;0.3333333333333333;0.0;0.3;0.0;0.0;0.2;0.0;0.0;0.18181818181818182;0.0;0.18181818181818182;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2222222222222222;0.0;0.16666666666666666;0.2727272727272727;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.2857142857142857;0.0;0.0;0.0;1.0;0.2727272727272727;0.3;0.3333333333333333;0.0;0.16666666666666666;0.2;0.0;0.3333333333333333;0.0;0.0;0.0;0.2;0.21428571428571427;0.0;0.0;0.13333333333333333;0.13333333333333333;0.3333333333333333;0.21428571428571427;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2727272727272727;0.0;0.3;0.0;0.0;0.2;0.18181818181818182;0.0;0.23076923076923078;0.0;0.16666666666666666;0.0;0.0;0.2857142857142857;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.2;0.375;0.0;0.0;0.18181818181818182;0.0;0.0;0.18181818181818182;0.0;0.2;0.2;0.18181818181818182;0.0;0.3;0.2;0.18181818181818182;0.18181818181818182
GO:0010971;0.0;0.6363636363636364;0.0;0.2727272727272727;0.8;0.26666666666666666;0.23076923076923078;0.0;0.25;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.45454545454545453;0.0;0.2857142857142857;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.625;0.36363636363636365;0.0;0.23076923076923078;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.18181818181818182;0.0;0.23076923076923078;0.23076923076923078;0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.3076923076923077;0.6363636363636364;0.0;0.0;0.0;0.2727272727272727;1.0;0.4;0.5555555555555556;0.0;0.5454545454545454;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.16666666666666666;0.26666666666666666;0.0;0.2727272727272727;0.1875;0.1875;0.2727272727272727;0.26666666666666666;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.2;0.23076923076923078;0.7;0.36363636363636365;0.0;0.0;0.4;0.25;0.0;0.2857142857142857;0.0;0.21428571428571427;0.0;0.0;0.6666666666666666;0.0;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.38461538461538464;0.18181818181818182;0.0;0.0;0.23076923076923078;0.0;0.0;0.5;0.0;0.16666666666666666;0.25;0.25;0.0;0.36363636363636365;0.25;0.23076923076923078;0.23076923076923078
GO:0045739;0.0;0.0;0.0;0.3;0.4;0.36363636363636365;0.4;0.0;0.5555555555555556;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.2727272727272727;0.5;0.4166666666666667;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.5714285714285714;0.4444444444444444;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.4444444444444444;0.0;0.0;0.4;0.0;0.0;0.36363636363636365;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.2;0.0;0.3333333333333333;0.5;0.3333333333333333;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.36363636363636365;0.375;0.0;0.0;0.0;0.3;0.4;1.0;0.5;0.0;0.25;0.3333333333333333;0.0;0.5555555555555556;0.0;0.0;0.0;0.4444444444444444;0.38461538461538464;0.0;0.3;0.2857142857142857;0.2857142857142857;0.625;0.38461538461538464;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.25;0.0;0.75;0.0;0.0;0.3;0.2727272727272727;0.0;0.3333333333333333;0.0;0.36363636363636365;0.0;0.0;0.375;0.0;0.4;0.3076923076923077;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.2;0.0;0.0;0.4;0.0;0.0;0.2727272727272727;0.0;0.4444444444444444;0.625;0.2727272727272727;0.0;0.4444444444444444;0.35714285714285715;0.3;0.6666666666666666
GO:0045737;0.0;0.0;0.0;0.3333333333333333;0.5555555555555556;0.7272727272727273;0.2727272727272727;0.0;0.3;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4444444444444444;0.0;0.6666666666666666;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.8333333333333334;0.4444444444444444;0.0;0.2727272727272727;0.0;0.0;0.0;0.5;0.0;0.625;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.4444444444444444;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2222222222222222;0.0;0.5833333333333334;0.2727272727272727;0.23076923076923078;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.5384615384615384;0.5714285714285714;0.0;0.0;0.0;0.3333333333333333;0.5555555555555556;0.5;1.0;0.0;0.4;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.2;0.5;0.0;0.3333333333333333;0.4;0.4;0.3333333333333333;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.2727272727272727;0.4;0.4444444444444444;0.0;0.0;0.8571428571428571;0.3;0.0;0.5;0.0;0.25;0.0;0.0;0.5714285714285714;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.625;0.0;0.0;0.0;0.36363636363636365;0.2222222222222222;0.0;0.0;0.2727272727272727;0.0;0.0;0.4444444444444444;0.0;0.2;0.3;0.3;0.0;0.4444444444444444;0.4666666666666667;0.2727272727272727;0.2727272727272727
GO:0033572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5833333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090266;0.0;0.46153846153846156;0.0;0.16666666666666666;0.46153846153846156;0.1875;0.23076923076923078;0.0;0.23076923076923078;0.0;0.21428571428571427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.36363636363636365;0.0;0.4;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.3;0.0;0.4444444444444444;0.25;0.0;0.21428571428571427;0.0;0.0;0.0;0.2727272727272727;0.0;0.36363636363636365;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.18181818181818182;0.0;0.23076923076923078;0.2;0.2;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.21428571428571427;0.4444444444444444;0.0;0.0;0.0;0.16666666666666666;0.5454545454545454;0.25;0.4;0.0;1.0;0.25;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.375;0.0;0.2727272727272727;0.375;0.375;0.16666666666666666;0.375;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.4;0.14285714285714285;0.5;0.25;0.0;0.0;0.4;0.5;0.0;0.375;0.0;0.21428571428571427;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.35714285714285715;0.18181818181818182;0.0;0.0;0.23076923076923078;0.0;0.0;0.5;0.0;0.16666666666666666;0.25;0.25;0.0;0.25;0.35294117647058826;0.23076923076923078;0.23076923076923078
GO:1901796;0.0;0.0;0.0;0.2;0.25;0.5;0.25;0.0;0.25;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.2727272727272727;0.0;0.21428571428571427;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333;0.2727272727272727;0.0;0.23076923076923078;0.0;0.0;0.0;0.3;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2222222222222222;0.0;0.25;0.16666666666666666;0.21428571428571427;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.23076923076923078;0.375;0.0;0.0;0.0;0.2;0.25;0.3333333333333333;0.3;0.0;0.25;1.0;0.0;0.2;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.2;0.2;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.16666666666666666;0.0;0.2727272727272727;0.0;0.0;0.3;0.2727272727272727;0.0;0.21428571428571427;0.0;0.23076923076923078;0.0;0.0;0.375;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.2;0.2222222222222222;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.0;0.2;0.2727272727272727;0.2727272727272727;0.0;0.2727272727272727;0.1875;0.4444444444444444;0.25
GO:0007344;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.5;0.16666666666666666;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.1;0.0;0.125;0.42857142857142855;0.25;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.09090909090909091;0.0;0.0;0.125;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0;0.125;0.1;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.25;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045732;0.0;0.0;0.0;0.3333333333333333;0.3;0.46153846153846156;0.4;0.0;0.5555555555555556;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.18181818181818182;0.5;0.5454545454545454;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.375;0.0;0.375;0.4444444444444444;0.0;0.5;0.0;0.0;0.0;0.3333333333333333;0.0;0.3;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.18181818181818182;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2222222222222222;0.0;0.45454545454545453;0.5;0.3333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.25;0.46153846153846156;0.5454545454545454;0.2857142857142857;0.0;0.0;0.0;0.3333333333333333;0.2727272727272727;0.5555555555555556;0.3333333333333333;0.0;0.16666666666666666;0.2;0.0;1.0;0.0;0.0;0.0;0.4444444444444444;0.5;0.0;0.0;0.38461538461538464;0.38461538461538464;0.625;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.2727272727272727;0.0;0.5555555555555556;0.0;0.0;0.38461538461538464;0.18181818181818182;0.0;0.5;0.0;0.36363636363636365;0.0;0.0;0.2857142857142857;0.0;0.4;0.4166666666666667;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.2;0.2222222222222222;0.0;0.0;0.4;0.0;0.0;0.18181818181818182;0.0;0.4444444444444444;0.4444444444444444;0.18181818181818182;0.0;0.3;0.46153846153846156;0.18181818181818182;0.4
GO:0097186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
