;GO:0006281;GO:1904851;GO:0006164;GO:0009116;GO:0046655;GO:0046931;GO:0009113;GO:0046654;GO:0000413;GO:0001666;GO:0051289;GO:0035999;GO:0071733;GO:0009070;GO:0071899;GO:0009086;GO:0044208;GO:0043312;GO:0006177;GO:0000105;GO:0071169;GO:0031100;GO:0035066;GO:0043967;GO:0043968;GO:1904874;GO:0006183;GO:1904871;GO:0006189;GO:0006541;GO:0009257;GO:1903507;GO:0000122;GO:0071392;GO:0051262;GO:0032508;GO:0071353;GO:0034644;GO:0019346;GO:0042407;GO:0006351;GO:0008053;GO:0006310;GO:0001780;GO:0090090;GO:0000492;GO:0046651;GO:0046452;GO:0032212;GO:0009060
GO:0006351;0.6000000000000001;0.0;0.5356143810225276;0.6830074998557688;0.6000000000000001;0.8;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.0;0.8;0.6000000000000001;0.8;0.48300749985576874;0.0;0.5356143810225276;0.48300749985576874;0.8;0.43852901558847923;0.6000000000000001;0.0;0.0;0.0;0.8;0.8;0.0;0.43852901558847923;0.0;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.0;0.0;0.48300749985576874;0.8;0.4;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.43852901558847923;1.0;0.48300749985576874;0.6000000000000001;0.0;0.0;0.8;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276
GO:0008053;0.4;0.0;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.3356143810225276;0.3081136762725405;0.0;0.5356143810225276;0.43852901558847923;0.6830074998557688;0.3081136762725405;0.0;0.3660149997115376;0.3660149997115376;0.48300749985576874;0.2599120563717816;0.4;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.3081136762725405;0.0;0.23852901558847928;0.3081136762725405;0.3356143810225276;0.0;0.0;0.4;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.6000000000000001;0.48300749985576874;1.0;0.4;0.0;0.0;0.5356143810225276;0.4;0.4;0.0;0.3660149997115376
GO:0006310;0.8;0.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.4;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.4;0.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.3660149997115376;0.0;0.3356143810225276;0.4;0.4;0.0;0.0;0.4;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.3660149997115376;0.6000000000000001;0.4;1.0;0.0;0.0;0.48300749985576874;0.4;0.48300749985576874;0.0;0.43852901558847923
GO:0001780;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.43852901558847923;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3356143810225276;0.0;0.5356143810225276;0.0;0.4;0.0
GO:0090090;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;1.0;0.0;0.0;0.0;0.3356143810225276;0.0
GO:0000492;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.8;0.5356143810225276;0.4;0.3660149997115376;0.0;0.8;0.5356143810225276;0.8;0.4;0.0;0.43852901558847923;0.43852901558847923;0.8;0.3356143810225276;0.48300749985576874;0.0;0.0;0.0;0.8;0.8;0.0;0.3660149997115376;0.0;0.3081136762725405;0.43852901558847923;0.4;0.0;0.0;0.48300749985576874;0.8;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.8;0.5356143810225276;0.48300749985576874;0.0;0.0;1.0;0.5356143810225276;0.48300749985576874;0.0;0.48300749985576874
GO:0046651;0.4;0.0;0.3660149997115376;0.4;0.43852901558847923;0.5356143810225276;0.4;0.3356143810225276;0.3081136762725405;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.3081136762725405;0.0;0.3660149997115376;0.3660149997115376;0.6000000000000001;0.2599120563717816;0.4;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.3081136762725405;0.0;0.23852901558847928;0.3356143810225276;0.3356143810225276;0.0;0.0;0.4;0.5356143810225276;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.4;0.4;0.5356143810225276;0.0;0.5356143810225276;1.0;0.4;0.0;0.3660149997115376
GO:0046452;0.48300749985576874;0.0;0.48300749985576874;0.6000000000000001;0.8;0.48300749985576874;0.48300749985576874;0.6830074998557688;0.3660149997115376;0.0;0.48300749985576874;0.6830074998557688;0.5356143810225276;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.4;0.0;0.3660149997115376;0.48300749985576874;0.6830074998557688;0.0;0.0;0.4;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.5356143810225276;0.4;0.48300749985576874;0.0;0.0;0.48300749985576874;0.4;1.0;0.0;0.43852901558847923
GO:0032212;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.4;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3356143810225276;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.43852901558847923;0.0;0.4;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.3356143810225276;0.0;0.4;0.4;0.48300749985576874;0.2830074998557688;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.3356143810225276;0.0;0.2599120563717816;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3660149997115376;0.48300749985576874;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.4;0.3356143810225276;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.0;0.0;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.0;1.0
