;GO:0006281;GO:0035166;GO:0008584;GO:0014065;GO:0006282;GO:0015031;GO:0006283;GO:0036092;GO:0043981;GO:0006047;GO:0046854;GO:0000733;GO:0042135;GO:0043982;GO:0008625;GO:0090050;GO:0000731;GO:0000972;GO:0043984;GO:0001302;GO:0051123;GO:0001701;GO:0010259;GO:0033499;GO:0051402;GO:0043516;GO:0006295;GO:0007264;GO:0006296;GO:0007140;GO:0000902;GO:0006293;GO:0008631;GO:0048008;GO:0042420;GO:0045653;GO:0008635;GO:0060236;GO:0071482;GO:0043484;GO:0006606;GO:0072734;GO:0018026;GO:0018027;GO:0071407;GO:0051259;GO:0035264;GO:0006383;GO:0008286;GO:0008285;GO:1904751;GO:0032790;GO:0006261;GO:0097190;GO:0006661;GO:0000710;GO:0045944;GO:0006303;GO:0048268;GO:0048662;GO:0032543;GO:0035814;GO:0019348;GO:0016579;GO:0008210;GO:0006310;GO:0120009;GO:0048701;GO:0000720;GO:0015939;GO:0032496;GO:0090656;GO:0007173;GO:0036297;GO:0006487;GO:0006366;GO:0045963;GO:0006886;GO:0006887;GO:0006488;GO:0043547;GO:0006367;GO:0006489;GO:0043029;GO:0045053;GO:0051561;GO:0061819;GO:0070126;GO:0016573;GO:0031034;GO:0071577;GO:0010452;GO:0070914;GO:0007186;GO:1901796;GO:0043312;GO:0006897;GO:0006895;GO:0030855;GO:0006406;GO:0007614;GO:0006888;GO:0014829;GO:0070911;GO:0035621;GO:0033567;GO:1905765;GO:0030174;GO:0032471;GO:1904431;GO:0006468;GO:0046835;GO:0006623;GO:0000122;GO:0018298;GO:0016036;GO:0045190;GO:1903351;GO:0006351;GO:0009584;GO:0007565;GO:0006355;GO:0006359;GO:0007602;GO:0009744;GO:0048477;GO:0045087;GO:0006508;GO:1905090;GO:0050668;GO:0031401
GO:0046854;0.18181818181818177;0.0;0.0;0.07999999999999996;0.0;0.0;0.17142857142857137;0.5555555555555556;0.14634146341463417;0.24137931034482762;1.0;0.17647058823529416;0.16666666666666663;0.14634146341463417;0.07999999999999996;0.0;0.15384615384615385;0.09090909090909094;0.14634146341463417;0.09090909090909094;0.07407407407407407;0.0;0.0;0.1333333333333333;0.09090909090909094;0.0;0.2142857142857143;0.08695652173913049;0.2142857142857143;0.0714285714285714;0.08333333333333337;0.0;0.07999999999999996;0.07999999999999996;0.125;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.05405405405405406;0.17647058823529416;0.17647058823529416;0.07999999999999996;0.08695652173913049;0.0;0.14634146341463417;0.07999999999999996;0.0;0.0;0.07407407407407407;0.17647058823529416;0.09090909090909094;0.5769230769230769;0.15384615384615385;0.0;0.16666666666666663;0.08333333333333337;0.0;0.16216216216216217;0.0;0.34782608695652173;0.19999999999999996;0.28;0.2142857142857143;0.07692307692307687;0.0;0.16666666666666663;0.15625;0.0;0.1875;0.07692307692307687;0.17647058823529416;0.19999999999999996;0.14634146341463417;0.0;0.0;0.08333333333333337;0.34782608695652173;0.0;0.1578947368421053;0.48;0.0;0.07999999999999996;0.05555555555555558;0.14634146341463417;0.07999999999999996;0.15384615384615385;0.06896551724137934;0.0;0.14634146341463417;0.13953488372093026;0.09090909090909094;0.0;0.052631578947368474;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.17142857142857137;0.0;0.2142857142857143;0.0;0.0;0.05555555555555558;0.0;0.33333333333333337;0.44999999999999996;0.0;0.0;0.2222222222222222;0.06451612903225812;0.13043478260869568;0.046511627906976716;0.15000000000000002;0.0;0.0;0.0;0.0;0.06451612903225812;0.0;0.06896551724137934;0.0;0.18181818181818177;0.0;0.0;0.0
GO:0000733;0.5925925925925926;0.0;0.0;0.06896551724137934;0.0;0.0;0.5517241379310345;0.15000000000000002;0.275;0.4285714285714286;0.17647058823529416;1.0;0.1428571428571429;0.275;0.06896551724137934;0.0;0.48484848484848486;0.2727272727272727;0.275;0.07692307692307687;0.13793103448275867;0.0;0.0;0.11764705882352944;0.07692307692307687;0.0;0.5833333333333333;0.07407407407407407;0.5833333333333333;0.1724137931034483;0.15384615384615385;0.0;0.06896551724137934;0.06896551724137934;0.19512195121951215;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.04878048780487809;0.2571428571428571;0.2571428571428571;0.06896551724137934;0.16000000000000003;0.0;0.41666666666666663;0.06896551724137934;0.0;0.0;0.1785714285714286;0.5714285714285714;0.07692307692307687;0.15384615384615385;0.48484848484848486;0.0;0.5333333333333333;0.15384615384615385;0.0;0.2702702702702703;0.0;0.2068965517241379;0.29032258064516125;0.24137931034482762;0.7272727272727273;0.1428571428571429;0.0;0.5333333333333333;0.20588235294117652;0.0;0.75;0.06666666666666665;0.5714285714285714;0.29032258064516125;0.41666666666666663;0.0;0.0;0.0714285714285714;0.2068965517241379;0.0;0.4117647058823529;0.17142857142857137;0.0;0.06896551724137934;0.050000000000000044;0.6451612903225806;0.14814814814814814;0.2894736842105263;0.16666666666666663;0.0;0.275;0.43243243243243246;0.07692307692307687;0.0;0.04761904761904767;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.5517241379310345;0.0;0.7272727272727273;0.0;0.0;0.050000000000000044;0.0;0.29032258064516125;0.2222222222222222;0.0;0.0;0.3214285714285714;0.05714285714285716;0.4;0.04255319148936165;0.4285714285714286;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.06060606060606055;0.0;0.25;0.0;0.0;0.0
GO:0042135;0.14814814814814814;0.0;0.0;0.1875;0.08695652173913049;0.0;0.13793103448275867;0.1333333333333333;0.11428571428571432;0.16666666666666663;0.16666666666666663;0.1428571428571429;1.0;0.11428571428571432;0.1875;0.04761904761904767;0.12121212121212122;0.1428571428571429;0.11428571428571432;0.1428571428571429;0.10526315789473684;0.0;0.0;0.13043478260869568;0.1428571428571429;0.09523809523809523;0.18181818181818177;0.2142857142857143;0.18181818181818177;0.09999999999999998;0.125;0.09999999999999998;0.1875;0.1875;0.19354838709677424;0.0714285714285714;0.040000000000000036;0.09523809523809523;0.11111111111111116;0.09999999999999998;0.0;0.06896551724137934;0.1428571428571429;0.1428571428571429;0.11764705882352944;0.1333333333333333;0.0;0.11428571428571432;0.1875;0.1333333333333333;0.09999999999999998;0.10526315789473684;0.1428571428571429;0.23076923076923073;0.13793103448275867;0.12121212121212122;0.046511627906976716;0.1333333333333333;0.125;0.11764705882352944;0.12903225806451613;0.13043478260869568;0.21052631578947367;0.16666666666666663;0.33333333333333337;0.18181818181818177;0.11111111111111116;0.0;0.1333333333333333;0.16000000000000003;0.0;0.15384615384615385;0.17647058823529416;0.1428571428571429;0.16666666666666663;0.11428571428571432;0.07692307692307687;0.0;0.125;0.21052631578947367;0.11764705882352944;0.125;0.16000000000000003;0.19999999999999996;0.2666666666666667;0.15384615384615385;0.18181818181818177;0.11764705882352944;0.12121212121212122;0.09523809523809523;0.0;0.11428571428571432;0.10810810810810811;0.23076923076923073;0.11764705882352944;0.06666666666666665;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.125;0.13793103448275867;0.0;0.18181818181818177;0.06521739130434778;0.07999999999999996;0.15384615384615385;0.07894736842105265;0.16666666666666663;0.23529411764705888;0.0;0.045454545454545414;0.19047619047619047;0.08695652173913049;0.09999999999999998;0.05714285714285716;0.11764705882352944;0.0;0.0;0.07692307692307687;0.07407407407407407;0.13636363636363635;0.0;0.09523809523809523;0.0;0.125;0.06666666666666665;0.06060606060606055;0.0714285714285714
GO:0043982;0.2195121951219512;0.0;0.0;0.05555555555555558;0.0;0.0;0.2093023255813954;0.12765957446808507;1.0;0.17500000000000004;0.14634146341463417;0.275;0.11428571428571432;1.0;0.05555555555555558;0.0;0.19148936170212771;0.12903225806451613;1.0;0.06060606060606055;0.11111111111111116;0.0;0.0;0.09756097560975607;0.06060606060606055;0.0;0.21621621621621623;0.05882352941176472;0.21621621621621623;0.10810810810810811;0.12121212121212122;0.0;0.05555555555555558;0.05555555555555558;0.1428571428571429;0.0;0.0;0.0;0.05405405405405406;0.0;0.0;0.04166666666666663;0.5;0.5;0.05555555555555558;0.125;0.0;0.18367346938775508;0.05555555555555558;0.0;0.0;0.11111111111111116;0.2142857142857143;0.06060606060606055;0.13043478260869568;0.19148936170212771;0.0;0.20454545454545459;0.12121212121212122;0.0;0.2857142857142857;0.0;0.16666666666666663;0.46875;0.16216216216216217;0.25;0.11428571428571432;0.0;0.20454545454545459;0.1707317073170732;0.0;0.2894736842105263;0.05405405405405406;0.2142857142857143;0.46875;0.18367346938775508;0.0;0.0;0.05714285714285716;0.16666666666666663;0.0;0.17021276595744683;0.1428571428571429;0.0;0.05555555555555558;0.04255319148936165;0.23404255319148937;0.11764705882352944;0.9310344827586207;0.10526315789473684;0.0;0.6111111111111112;0.17647058823529416;0.06060606060606055;0.0;0.04081632653061229;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.2093023255813954;0.0;0.25;0.0;0.0;0.04255319148936165;0.0;0.46875;0.17647058823529416;0.0;0.0;0.5172413793103448;0.04761904761904767;0.16666666666666663;0.03703703703703709;0.1875;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.050000000000000044;0.0;0.27586206896551724;0.0;0.0;0.0
GO:0008625;0.0714285714285714;0.0;0.0;0.5;0.19999999999999996;0.0;0.06666666666666665;0.06451612903225812;0.05555555555555558;0.07999999999999996;0.07999999999999996;0.06896551724137934;0.1875;0.05555555555555558;1.0;0.10256410256410253;0.05882352941176472;0.15384615384615385;0.05555555555555558;0.15384615384615385;0.11111111111111116;0.0;0.0;0.0;0.15384615384615385;0.2222222222222222;0.08695652173913049;0.6;0.08695652173913049;0.10526315789473684;0.1333333333333333;0.23529411764705888;0.6363636363636364;0.6363636363636364;0.05882352941176472;0.16000000000000003;0.08510638297872342;0.2222222222222222;0.11764705882352944;0.23529411764705888;0.0;0.0714285714285714;0.06896551724137934;0.06896551724137934;0.125;0.1428571428571429;0.0;0.05555555555555558;0.6363636363636364;0.33333333333333337;0.16666666666666663;0.11111111111111116;0.06896551724137934;0.6666666666666667;0.06666666666666665;0.05882352941176472;0.09999999999999998;0.06451612903225812;0.1333333333333333;0.2857142857142857;0.0625;0.13636363636363635;0.09999999999999998;0.07999999999999996;0.15000000000000002;0.08695652173913049;0.11764705882352944;0.0;0.06451612903225812;0.07692307692307687;0.0;0.07407407407407407;0.5833333333333333;0.06896551724137934;0.07999999999999996;0.05555555555555558;0.17391304347826086;0.0;0.1333333333333333;0.09999999999999998;0.125;0.06060606060606055;0.07692307692307687;0.1333333333333333;0.19999999999999996;0.11538461538461542;0.08571428571428574;0.125;0.05882352941176472;0.09999999999999998;0.0;0.05555555555555558;0.052631578947368474;0.6666666666666667;0.2857142857142857;0.06896551724137934;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.08333333333333337;0.06666666666666665;0.0;0.08695652173913049;0.09090909090909094;0.18181818181818177;0.11538461538461542;0.11111111111111116;0.07999999999999996;0.11111111111111116;0.0;0.09756097560975607;0.09090909090909094;0.09090909090909094;0.04878048780487809;0.05882352941176472;0.05714285714285716;0.0;0.0;0.17391304347826086;0.16666666666666663;0.33333333333333337;0.0;0.09999999999999998;0.0;0.0;0.14814814814814814;0.1333333333333333;0.16000000000000003
GO:0090050;0.0;0.0;0.0;0.10256410256410253;0.0888888888888889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.10256410256410253;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09302325581395354;0.0;0.10810810810810811;0.0;0.0;0.0;0.15000000000000002;0.10256410256410253;0.10256410256410253;0.0;0.14893617021276595;0.08571428571428574;0.09302325581395354;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10256410256410253;0.10810810810810811;0.12195121951219512;0.0;0.0;0.11111111111111116;0.0;0.0;0.09523809523809523;0.0;0.0;0.10256410256410253;0.0;0.11111111111111116;0.0;0.0;0.04347826086956519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.04878048780487809;0.0;0.0;0.050000000000000044;0.04878048780487809;0.038461538461538436;0.032786885245901676;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.10256410256410253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04081632653061229;0.0;0.0;0.0;0.05797101449275366;0.08510638297872342;0.038461538461538436;0.10169491525423724;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.08163265306122447;0.0888888888888889;0.0;0.0;0.0;0.0;0.07692307692307687;0.1132075471698113;0.125
GO:0000731;0.5;0.0;0.0;0.05882352941176472;0.0;0.0;0.47058823529411764;0.2142857142857143;0.19148936170212771;0.36363636363636365;0.15384615384615385;0.48484848484848486;0.12121212121212122;0.19148936170212771;0.05882352941176472;0.0;1.0;0.06451612903225812;0.19148936170212771;0.06451612903225812;0.05555555555555558;0.0;0.0;0.10256410256410253;0.06451612903225812;0.0;0.48275862068965514;0.0625;0.48275862068965514;0.05405405405405406;0.06060606060606055;0.0;0.05882352941176472;0.05882352941176472;0.17391304347826086;0.0;0.0;0.0;0.05714285714285716;0.0;0.0;0.04347826086956519;0.22499999999999998;0.22499999999999998;0.05882352941176472;0.0625;0.0;0.8064516129032258;0.05882352941176472;0.0;0.0;0.05555555555555558;0.75;0.06451612903225812;0.2195121951219512;0.42105263157894735;0.0;0.4571428571428572;0.06060606060606055;0.0;0.4444444444444444;0.0;0.17647058823529416;0.25;0.20588235294117652;0.5925925925925926;0.05714285714285716;0.0;0.4571428571428572;0.17948717948717952;0.0;0.5161290322580645;0.05714285714285716;0.48484848484848486;0.25;0.8064516129032258;0.0;0.0;0.06060606060606055;0.25;0.0;0.7666666666666666;0.2432432432432432;0.0;0.05882352941176472;0.0444444444444444;0.4;0.05882352941176472;0.19999999999999996;0.052631578947368474;0.0;0.19148936170212771;0.38095238095238093;0.06451612903225812;0.0;0.04255319148936165;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.5925925925925926;0.0;0.0;0.0444444444444444;0.0;0.25;0.1875;0.0;0.0;0.2727272727272727;0.050000000000000044;0.3555555555555555;0.038461538461538436;0.8333333333333334;0.0;0.0;0.0;0.0;0.050000000000000044;0.0;0.052631578947368474;0.0;0.2068965517241379;0.0;0.0;0.0
GO:0000972;0.07999999999999996;0.0;0.0;0.15384615384615385;0.0;0.0;0.07407407407407407;0.0714285714285714;0.12903225806451613;0.09090909090909094;0.09090909090909094;0.2727272727272727;0.1428571428571429;0.12903225806451613;0.15384615384615385;0.0;0.06451612903225812;1.0;0.12903225806451613;0.19999999999999996;0.3076923076923077;0.0;0.0;0.0;0.19999999999999996;0.0;0.09999999999999998;0.18181818181818177;0.09999999999999998;0.3846153846153846;0.4;0.0;0.15384615384615385;0.15384615384615385;0.06451612903225812;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.07999999999999996;0.07692307692307687;0.07692307692307687;0.15384615384615385;0.4444444444444444;0.0;0.06060606060606055;0.15384615384615385;0.0;0.0;0.41666666666666663;0.07692307692307687;0.19999999999999996;0.07407407407407407;0.06451612903225812;0.0;0.0714285714285714;0.4;0.0;0.06896551724137934;0.0;0.11764705882352944;0.09090909090909094;0.11111111111111116;0.09999999999999998;0.33333333333333337;0.0;0.0714285714285714;0.08695652173913049;0.0;0.18181818181818177;0.1428571428571429;0.07692307692307687;0.09090909090909094;0.06060606060606055;0.0;0.0;0.16666666666666663;0.11764705882352944;0.0;0.06666666666666665;0.08695652173913049;0.0;0.15384615384615385;0.08333333333333337;0.2068965517241379;0.36363636363636365;0.13793103448275867;0.3571428571428571;0.0;0.12903225806451613;0.05714285714285716;0.19999999999999996;0.0;0.07692307692307687;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.09999999999999998;0.0;0.0;0.08333333333333337;0.0;0.09090909090909094;0.1333333333333333;0.0;0.0;0.10526315789473684;0.10526315789473684;0.052631578947368474;0.06451612903225812;0.0625;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0
GO:0043984;0.2195121951219512;0.0;0.0;0.05555555555555558;0.0;0.0;0.2093023255813954;0.12765957446808507;1.0;0.17500000000000004;0.14634146341463417;0.275;0.11428571428571432;1.0;0.05555555555555558;0.0;0.19148936170212771;0.12903225806451613;1.0;0.06060606060606055;0.11111111111111116;0.0;0.0;0.09756097560975607;0.06060606060606055;0.0;0.21621621621621623;0.05882352941176472;0.21621621621621623;0.10810810810810811;0.12121212121212122;0.0;0.05555555555555558;0.05555555555555558;0.1428571428571429;0.0;0.0;0.0;0.05405405405405406;0.0;0.0;0.04166666666666663;0.5;0.5;0.05555555555555558;0.125;0.0;0.18367346938775508;0.05555555555555558;0.0;0.0;0.11111111111111116;0.2142857142857143;0.06060606060606055;0.13043478260869568;0.19148936170212771;0.0;0.20454545454545459;0.12121212121212122;0.0;0.2857142857142857;0.0;0.16666666666666663;0.46875;0.16216216216216217;0.25;0.11428571428571432;0.0;0.20454545454545459;0.1707317073170732;0.0;0.2894736842105263;0.05405405405405406;0.2142857142857143;0.46875;0.18367346938775508;0.0;0.0;0.05714285714285716;0.16666666666666663;0.0;0.17021276595744683;0.1428571428571429;0.0;0.05555555555555558;0.04255319148936165;0.23404255319148937;0.11764705882352944;0.9310344827586207;0.10526315789473684;0.0;0.6111111111111112;0.17647058823529416;0.06060606060606055;0.0;0.04081632653061229;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.2093023255813954;0.0;0.25;0.0;0.0;0.04255319148936165;0.0;0.46875;0.17647058823529416;0.0;0.0;0.5172413793103448;0.04761904761904767;0.16666666666666663;0.03703703703703709;0.1875;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.050000000000000044;0.0;0.27586206896551724;0.0;0.0;0.0
GO:0001302;0.07999999999999996;0.18181818181818177;0.16666666666666663;0.15384615384615385;0.0;0.0;0.07407407407407407;0.0714285714285714;0.06060606060606055;0.09090909090909094;0.09090909090909094;0.07692307692307687;0.1428571428571429;0.06060606060606055;0.15384615384615385;0.0;0.06451612903225812;0.19999999999999996;0.06060606060606055;1.0;0.1333333333333333;0.16666666666666663;0.33333333333333337;0.0;0.19999999999999996;0.0;0.09999999999999998;0.18181818181818177;0.09999999999999998;0.125;0.4;0.0;0.15384615384615385;0.15384615384615385;0.06451612903225812;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.07999999999999996;0.07692307692307687;0.07692307692307687;0.15384615384615385;0.18181818181818177;0.2222222222222222;0.06060606060606055;0.15384615384615385;0.0;0.0;0.1333333333333333;0.07692307692307687;0.19999999999999996;0.07407407407407407;0.06451612903225812;0.0;0.0714285714285714;0.16666666666666663;0.0;0.06896551724137934;0.0;0.11764705882352944;0.09090909090909094;0.11111111111111116;0.09999999999999998;0.1428571428571429;0.16666666666666663;0.0714285714285714;0.08695652173913049;0.0;0.08333333333333337;0.1428571428571429;0.07692307692307687;0.09090909090909094;0.06060606060606055;0.0;0.0;0.16666666666666663;0.11764705882352944;0.0;0.06666666666666665;0.08695652173913049;0.0;0.15384615384615385;0.08333333333333337;0.06060606060606055;0.15384615384615385;0.06451612903225812;0.11764705882352944;0.0;0.06060606060606055;0.05714285714285716;0.19999999999999996;0.0;0.07692307692307687;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.09999999999999998;0.0;0.0;0.08333333333333337;0.0;0.09090909090909094;0.1333333333333333;0.0;0.0;0.10526315789473684;0.10526315789473684;0.052631578947368474;0.06451612903225812;0.0625;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0
GO:0051123;0.06666666666666665;0.0;0.0;0.11111111111111116;0.0;0.0;0.0625;0.06060606060606055;0.11111111111111116;0.07407407407407407;0.07407407407407407;0.13793103448275867;0.10526315789473684;0.11111111111111116;0.11111111111111116;0.0;0.05555555555555558;0.3076923076923077;0.11111111111111116;0.1333333333333333;1.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.07999999999999996;0.125;0.07999999999999996;0.21052631578947367;0.2666666666666667;0.0;0.11111111111111116;0.11111111111111116;0.05555555555555558;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.06666666666666665;0.06451612903225812;0.06451612903225812;0.11111111111111116;0.6363636363636364;0.0;0.052631578947368474;0.11111111111111116;0.0;0.0;0.2941176470588235;0.06451612903225812;0.1333333333333333;0.0625;0.05555555555555558;0.0;0.06060606060606055;0.7272727272727273;0.0;0.05882352941176472;0.0;0.09090909090909094;0.07407407407407407;0.08695652173913049;0.07999999999999996;0.23529411764705888;0.0;0.06060606060606055;0.0714285714285714;0.0;0.1923076923076923;0.10526315789473684;0.06451612903225812;0.07407407407407407;0.052631578947368474;0.0;0.0;0.11764705882352944;0.09090909090909094;0.0;0.05714285714285716;0.0714285714285714;0.0;0.11111111111111116;0.06896551724137934;0.11111111111111116;0.33333333333333337;0.11764705882352944;0.5;0.0;0.11111111111111116;0.050000000000000044;0.1333333333333333;0.0;0.06451612903225812;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0625;0.0;0.07999999999999996;0.0;0.0;0.06896551724137934;0.0;0.07407407407407407;0.09999999999999998;0.0;0.0;0.08333333333333337;0.08333333333333337;0.046511627906976716;0.05555555555555558;0.05405405405405406;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0
GO:0001701;0.0;0.25;0.23076923076923073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;1.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.1428571428571429;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0
GO:0010259;0.0;0.30000000000000004;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.5555555555555556;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.16666666666666663;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.1875;0.0;0.0;0.0;0.0;0.0
GO:0033499;0.12121212121212122;0.0;0.0;0.0;0.0;0.0;0.11428571428571432;0.11111111111111116;0.09756097560975607;0.1724137931034483;0.1333333333333333;0.11764705882352944;0.13043478260869568;0.09756097560975607;0.0;0.0;0.10256410256410253;0.0;0.09756097560975607;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.13157894736842102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.11764705882352944;0.0;0.0;0.0;0.09756097560975607;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.11428571428571432;0.10256410256410253;0.0;0.11111111111111116;0.0;0.0;0.10810810810810811;0.0;0.20833333333333337;0.1333333333333333;0.15384615384615385;0.1428571428571429;0.0;0.0;0.11111111111111116;0.12903225806451613;0.0;0.125;0.0;0.11764705882352944;0.1333333333333333;0.09756097560975607;0.0;0.0;0.0;0.16000000000000003;0.0;0.10526315789473684;0.12903225806451613;0.0;0.0;0.0;0.09756097560975607;0.0;0.10256410256410253;0.0;0.0;0.09756097560975607;0.09302325581395354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11428571428571432;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.1333333333333333;0.2272727272727273;0.0;0.0;0.14814814814814814;0.0;0.08695652173913049;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0
GO:0051402;0.07999999999999996;0.0;0.0;0.15384615384615385;0.0;0.0;0.07407407407407407;0.0714285714285714;0.06060606060606055;0.09090909090909094;0.09090909090909094;0.07692307692307687;0.1428571428571429;0.06060606060606055;0.15384615384615385;0.0;0.06451612903225812;0.19999999999999996;0.06060606060606055;0.19999999999999996;0.1333333333333333;0.0;0.0;0.0;1.0;0.0;0.09999999999999998;0.18181818181818177;0.09999999999999998;0.125;0.16666666666666663;0.0;0.15384615384615385;0.15384615384615385;0.06451612903225812;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.07999999999999996;0.07692307692307687;0.07692307692307687;0.15384615384615385;0.18181818181818177;0.0;0.06060606060606055;0.15384615384615385;0.0;0.0;0.1333333333333333;0.07692307692307687;0.19999999999999996;0.07407407407407407;0.06451612903225812;0.0;0.0714285714285714;0.16666666666666663;0.0;0.06896551724137934;0.0;0.11764705882352944;0.09090909090909094;0.11111111111111116;0.09999999999999998;0.1428571428571429;0.0;0.0714285714285714;0.08695652173913049;0.0;0.08333333333333337;0.1428571428571429;0.07692307692307687;0.09090909090909094;0.06060606060606055;0.0;0.0;0.16666666666666663;0.11764705882352944;0.0;0.06666666666666665;0.08695652173913049;0.0;0.15384615384615385;0.08333333333333337;0.06060606060606055;0.15384615384615385;0.06451612903225812;0.11764705882352944;0.0;0.06060606060606055;0.05714285714285716;0.19999999999999996;0.0;0.07692307692307687;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.09999999999999998;0.0;0.0;0.08333333333333337;0.0;0.09090909090909094;0.1333333333333333;0.0;0.0;0.10526315789473684;0.10526315789473684;0.052631578947368474;0.06451612903225812;0.0625;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0
