;GO:0051491;GO:0051092;GO:0002479;GO:0002755;GO:2000510;GO:0019886;GO:0050830;GO:0042308;GO:0007263;GO:0002885;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:0002408;GO:2000522;GO:0072610;GO:0010942;GO:2000121;GO:0031623;GO:0051897;GO:0071404;GO:0070508;GO:0045429;GO:0034695;GO:0043123;GO:0042953;GO:0002576;GO:0002456;GO:0019221;GO:0050852;GO:0050731;GO:0038124;GO:1904646;GO:0050862;GO:0002503;GO:2000547;GO:2000669;GO:0002506;GO:0010886;GO:0032496;GO:0038116;GO:0038115;GO:0055096;GO:0030194;GO:0002286;GO:0032760;GO:0051209;GO:0071731;GO:0019722;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0043277;GO:0043312;GO:0042102;GO:1900227;GO:0045860;GO:0044130;GO:0045065;GO:0010628;GO:0002606;GO:0071447;GO:0016045;GO:0030299;GO:0001916;GO:0010744;GO:0032755;GO:0071726;GO:0044539;GO:0019934;GO:0060100;GO:0090630;GO:0000122;GO:0060907;GO:0097022;GO:0097029;GO:0070543;GO:0050776;GO:2000334;GO:0140052;GO:0060333;GO:0050706;GO:0034121;GO:0007169;GO:0007204;GO:1990000;GO:0032735;GO:0045089;GO:0071222;GO:0071223;GO:0046330;GO:0045087;GO:0030838;GO:0070374;GO:0071345;GO:0050702
GO:0031274;0.8888888888888888;0.13888888888888884;0.0;0.13157894736842102;0.15384615384615385;0.0;0.0;0.07317073170731703;0.19047619047619047;0.10810810810810811;0.17647058823529416;0.18181818181818177;0.16666666666666663;0.15384615384615385;0.0;0.23076923076923073;0.0;0.33333333333333337;0.14814814814814814;0.0;0.2142857142857143;0.0;0.0;0.17142857142857137;0.0;0.2142857142857143;0.0;0.0;0.0;0.19999999999999996;0.1515151515151515;0.14634146341463417;0.13157894736842102;0.0;0.1875;0.0;0.5882352941176471;0.1428571428571429;0.0;0.16666666666666663;0.0;0.18181818181818177;0.18181818181818177;0.19999999999999996;0.11764705882352944;0.0;0.16666666666666663;0.06666666666666665;0.0;0.19047619047619047;0.21052631578947367;1.0;0.13953488372093026;0.13953488372093026;0.0;0.0;0.1428571428571429;0.5;0.12244897959183676;0.11538461538461542;0.0;0.18181818181818177;0.18181818181818177;0.0;0.0;0.0;0.09999999999999998;0.2727272727272727;0.18181818181818177;0.0;0.0;0.18181818181818177;0.2857142857142857;0.07999999999999996;0.08163265306122447;0.11428571428571432;0.0;0.0;0.0;0.1578947368421053;0.38095238095238093;0.0;0.19047619047619047;0.12121212121212122;0.15384615384615385;0.19047619047619047;0.05714285714285716;0.0;0.18181818181818177;0.14814814814814814;0.0;0.0;0.10169491525423724;0.0;0.2564102564102564;0.1132075471698113;0.0;0.0
GO:0090023;0.13953488372093026;0.0980392156862745;0.0;0.18367346938775508;0.8181818181818181;0.0;0.0;0.07272727272727275;0.11111111111111116;0.21739130434782605;0.17021276595744683;0.10810810810810811;0.22857142857142854;0.11111111111111116;0.0;0.20512820512820518;0.0;0.18181818181818177;0.12195121951219512;0.0;0.19512195121951215;0.0;0.0;0.12;0.0;0.19512195121951215;0.0;0.0;0.0;0.11428571428571432;0.20454545454545459;0.1071428571428571;0.18367346938775508;0.0;0.2325581395348837;0.0;0.10526315789473684;0.09302325581395354;0.0;0.13157894736842102;0.0;0.10810810810810811;0.10810810810810811;0.11428571428571432;0.15217391304347827;0.0;0.10256410256410253;0.06756756756756754;0.0;0.11111111111111116;0.11764705882352944;0.13953488372093026;1.0;0.10344827586206895;0.0;0.0;0.1454545454545455;0.15384615384615385;0.09375;0.07317073170731703;0.0;0.10810810810810811;0.17142857142857137;0.0;0.0;0.0;0.1568627450980392;0.16216216216216217;0.10810810810810811;0.0;0.0;0.10810810810810811;0.15909090909090906;0.050000000000000044;0.0625;0.17391304347826086;0.0;0.0;0.0;0.15625;0.1578947368421053;0.0;0.11111111111111116;0.1063829787234043;0.15384615384615385;0.11111111111111116;0.040000000000000036;0.0;0.10810810810810811;0.21052631578947367;0.0;0.0;0.11111111111111116;0.0;0.10344827586206895;0.12121212121212122;0.0;0.0
GO:0043552;0.13953488372093026;0.21739130434782605;0.0;0.09433962264150941;0.11111111111111116;0.0;0.0;0.0535714285714286;0.11111111111111116;0.07692307692307687;0.12244897959183676;0.10810810810810811;0.10256410256410253;0.22448979591836737;0.0;0.14634146341463417;0.0;0.18181818181818177;0.15000000000000002;0.0;0.13953488372093026;0.0;0.0;0.21739130434782605;0.0;0.13953488372093026;0.0;0.0;0.0;0.11428571428571432;0.10416666666666663;0.37777777777777777;0.09433962264150941;0.0;0.12765957446808507;0.0;0.10526315789473684;0.09302325581395354;0.0;0.10256410256410253;0.0;0.10810810810810811;0.10810810810810811;0.11428571428571432;0.08163265306122447;0.0;0.10256410256410253;0.053333333333333344;0.0;0.11111111111111116;0.11764705882352944;0.13953488372093026;0.10344827586206895;1.0;0.0;0.0;0.10526315789473684;0.15384615384615385;0.5555555555555556;0.07317073170731703;0.0;0.17142857142857137;0.10810810810810811;0.0;0.0;0.0;0.07272727272727275;0.16216216216216217;0.10810810810810811;0.0;0.0;0.10810810810810811;0.1333333333333333;0.16666666666666663;0.11475409836065575;0.07999999999999996;0.0;0.0;0.0;0.08823529411764708;0.1578947368421053;0.0;0.11111111111111116;0.08333333333333337;0.09756097560975607;0.11111111111111116;0.040000000000000036;0.0;0.10810810810810811;0.09523809523809523;0.0;0.0;0.2698412698412699;0.0;0.10344827586206895;0.29824561403508776;0.0;0.0
GO:0043277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.4375;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.23529411764705888;0.3846153846153846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07843137254901966;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17391304347826086
GO:0043312;0.0;0.0;0.0714285714285714;0.06666666666666665;0.0;0.0714285714285714;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.08823529411764708;0.0;0.21212121212121215;0.0;0.0;0.19354838709677424;0.0;0.06451612903225812;0.1428571428571429;0.0;0.0;0.0;0.12903225806451613;0.4545454545454546;0.1071428571428571;0.07407407407407407;0.07499999999999996;0.0;0.06666666666666665;0.05128205128205132;0.0;0.06896551724137934;0.0;0.0;0.06896551724137934;0.0;0.0;0.06896551724137934;0.06896551724137934;0.07407407407407407;0.0;0.31999999999999995;0.0;0.078125;0.0;0.0714285714285714;0.07692307692307687;0.0;0.0;0.0;0.19999999999999996;1.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.06060606060606055;0.0;0.125;0.0;0.0;0.0;0.05405405405405406;0.125;0.06896551724137934;0.0;0.0;0.0;0.0;0.10344827586206895;0.06896551724137934;0.0;0.0;0.0;0.06451612903225812;0.0714285714285714;0.0;0.0;0.0714285714285714;0.050000000000000044;0.0625;0.0;0.0;0.05128205128205132;0.05555555555555558;0.0;0.07692307692307687;0.038461538461538436;0.0;0.06896551724137934;0.20588235294117652
GO:0042102;0.1428571428571429;0.09999999999999998;0.0;0.14;0.1568627450980392;0.0;0.0;0.054545454545454564;0.11428571428571432;0.12244897959183676;0.6875;0.17647058823529416;0.16666666666666663;0.1132075471698113;0.0;0.4375;0.0;0.1875;0.09756097560975607;0.0;0.1428571428571429;0.0;0.0;0.12244897959183676;0.0;0.1428571428571429;0.0;0.0;0.0;0.11764705882352944;0.15555555555555556;0.10909090909090913;0.14;0.0;0.18181818181818177;0.0;0.10810810810810811;0.09523809523809523;0.0;0.10526315789473684;0.0;0.11111111111111116;0.11111111111111116;0.11764705882352944;0.08333333333333337;0.0;0.10526315789473684;0.05405405405405406;0.0;0.11428571428571432;0.12121212121212122;0.1428571428571429;0.1454545454545455;0.10526315789473684;0.0;0.0;1.0;0.1578947368421053;0.09523809523809523;0.07499999999999996;0.0;0.11111111111111116;0.17647058823529416;0.0;0.0;0.0;0.11538461538461542;0.16666666666666663;0.11111111111111116;0.0;0.0;0.11111111111111116;0.13636363636363635;0.05128205128205132;0.06349206349206349;0.12765957446808507;0.0;0.0;0.0;0.125;0.16216216216216217;0.0;0.11428571428571432;0.08510638297872342;0.1282051282051282;0.11428571428571432;0.04081632653061229;0.0;0.11111111111111116;0.15384615384615385;0.0;0.0;0.0821917808219178;0.0;0.10526315789473684;0.08955223880597019;0.0;0.0
GO:1900227;0.5;0.15625;0.0;0.1470588235294118;0.17142857142857137;0.0;0.0;0.08108108108108103;0.23529411764705888;0.12121212121212122;0.19999999999999996;0.2222222222222222;0.19999999999999996;0.17142857142857137;0.0;0.2727272727272727;0.0;0.4285714285714286;0.17391304347826086;0.0;0.25;0.0;0.0;0.19354838709677424;0.0;0.25;0.0;0.0;0.0;0.25;0.1724137931034483;0.16216216216216217;0.1470588235294118;0.0;0.2142857142857143;0.0;0.3529411764705882;0.16666666666666663;0.0;0.19999999999999996;0.0;0.2222222222222222;0.2222222222222222;0.25;0.1333333333333333;0.0;0.19999999999999996;0.0714285714285714;0.0;0.23529411764705888;0.2666666666666667;0.5;0.15384615384615385;0.15384615384615385;0.0;0.0;0.1578947368421053;1.0;0.1333333333333333;0.13636363636363635;0.0;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.11111111111111116;0.33333333333333337;0.2222222222222222;0.0;0.0;0.2222222222222222;0.33333333333333337;0.09523809523809523;0.0888888888888889;0.12903225806451613;0.0;0.0;0.0;0.19999999999999996;0.47058823529411764;0.0;0.23529411764705888;0.13793103448275867;0.18181818181818177;0.23529411764705888;0.06451612903225812;0.0;0.2222222222222222;0.17391304347826086;0.0;0.0;0.10909090909090913;0.0;0.36363636363636365;0.12244897959183676;0.0;0.0
GO:0045860;0.12244897959183676;0.24;0.0;0.0847457627118644;0.09999999999999998;0.0;0.0;0.048387096774193505;0.09523809523809523;0.06896551724137934;0.10909090909090913;0.09302325581395354;0.0888888888888889;0.34693877551020413;0.0;0.12765957446808507;0.0;0.15384615384615385;0.13043478260869568;0.0;0.12244897959183676;0.0;0.0;0.24;0.0;0.12244897959183676;0.0;0.0;0.0;0.09756097560975607;0.09259259259259256;0.7435897435897436;0.0847457627118644;0.0;0.1132075471698113;0.0;0.09090909090909094;0.08163265306122447;0.0;0.0888888888888889;0.0;0.09302325581395354;0.09302325581395354;0.09756097560975607;0.07272727272727275;0.0;0.0888888888888889;0.04938271604938271;0.0;0.09523809523809523;0.09999999999999998;0.12244897959183676;0.09375;0.5555555555555556;0.0;0.0;0.09523809523809523;0.1333333333333333;1.0;0.06382978723404253;0.0;0.20512820512820518;0.09302325581395354;0.0;0.0;0.0;0.06557377049180324;0.13953488372093026;0.09302325581395354;0.0;0.0;0.09302325581395354;0.11764705882352944;0.1428571428571429;0.1384615384615384;0.0714285714285714;0.0;0.0;0.0;0.07499999999999996;0.13636363636363635;0.0;0.09523809523809523;0.07407407407407407;0.08510638297872342;0.09523809523809523;0.0357142857142857;0.0;0.09302325581395354;0.08333333333333337;0.0;0.0;0.5087719298245614;0.0;0.09375;0.5686274509803921;0.0;0.0
GO:0044130;0.11538461538461542;0.09090909090909094;0.0;0.08571428571428574;0.08108108108108103;0.0;0.0;0.11428571428571432;0.17647058823529416;0.09090909090909094;0.09375;0.16666666666666663;0.15000000000000002;0.08108108108108103;0.0;0.125;0.0;0.1875;0.13043478260869568;0.0;0.11538461538461542;0.0;0.0;0.09090909090909094;0.0;0.11538461538461542;0.0;0.0;0.0;0.1875;0.09999999999999998;0.07692307692307687;0.08571428571428574;0.0;0.09999999999999998;0.0;0.1578947368421053;0.17391304347826086;0.0;0.15000000000000002;0.0;0.16666666666666663;0.16666666666666663;0.1875;0.09999999999999998;0.0;0.15000000000000002;0.07272727272727275;0.0;0.17647058823529416;0.19999999999999996;0.11538461538461542;0.07317073170731703;0.07317073170731703;0.0;0.0;0.07499999999999996;0.13636363636363635;0.06382978723404253;1.0;0.0;0.16666666666666663;0.16666666666666663;0.0;0.0;0.0;0.08333333333333337;0.15000000000000002;0.16666666666666663;0.0;0.0;0.16666666666666663;0.1071428571428571;0.09999999999999998;0.09090909090909094;0.09677419354838712;0.0;0.0;0.0;0.2142857142857143;0.1428571428571429;0.0;0.17647058823529416;0.10344827586206895;0.13636363636363635;0.17647058823529416;0.06666666666666665;0.0;0.16666666666666663;0.13043478260869568;0.0;0.0;0.052631578947368474;0.0;0.07317073170731703;0.05882352941176472;0.0;0.0
GO:0045065;0.0;0.0;0.10526315789473684;0.08333333333333337;0.0;0.10526315789473684;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.06896551724137934;0.0;0.0;0.07692307692307687;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.09999999999999998;0.11111111111111116;0.09677419354838712;0.0;0.08333333333333337;0.06666666666666665;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.09999999999999998;0.11111111111111116;0.0;0.4117647058823529;0.0;0.03448275862068961;0.0;0.10526315789473684;0.11764705882352944;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.15000000000000002;0.375;0.0;0.0;0.0;0.09090909090909094;0.10526315789473684;0.0;0.0;0.10526315789473684;0.06451612903225812;0.08695652173913049;0.0;0.0;0.06666666666666665;0.07407407407407407;0.0;0.11764705882352944;0.046511627906976716;0.0;0.09999999999999998;0.06666666666666665
GO:0010628;0.18181818181818177;0.2692307692307693;0.0;0.12903225806451613;0.12121212121212122;0.0;0.0;0.09090909090909094;0.2142857142857143;0.13793103448275867;0.1428571428571429;0.2857142857142857;0.25;0.27586206896551724;0.0;0.19999999999999996;0.0;0.33333333333333337;0.21052631578947367;0.0;0.18181818181818177;0.0;0.0;0.2222222222222222;0.0;0.18181818181818177;0.0;0.0;0.0;0.23076923076923073;0.15384615384615385;0.25806451612903225;0.12903225806451613;0.0;0.15384615384615385;0.0;0.1875;0.1428571428571429;0.0;0.25;0.0;0.19999999999999996;0.19999999999999996;0.23076923076923073;0.15384615384615385;0.0;0.25;0.05660377358490565;0.0;0.2142857142857143;0.25;0.18181818181818177;0.10810810810810811;0.17142857142857137;0.0;0.0;0.11111111111111116;0.2222222222222222;0.20512820512820518;0.16666666666666663;0.0;1.0;0.2857142857142857;0.0;0.0;0.0;0.125;0.25;0.2857142857142857;0.0;0.0;0.19999999999999996;0.16666666666666663;0.11764705882352944;0.15384615384615385;0.14814814814814814;0.0;0.0;0.0;0.2727272727272727;0.23529411764705888;0.0;0.2142857142857143;0.11538461538461542;0.1578947368421053;0.2142857142857143;0.07407407407407407;0.0;0.2857142857142857;0.21052631578947367;0.0;0.0;0.16326530612244894;0.0;0.10810810810810811;0.18604651162790697;0.0;0.0
GO:0002606;0.18181818181818177;0.13793103448275867;0.0;0.2068965517241379;0.19354838709677424;0.0;0.0;0.09090909090909094;0.2142857142857143;0.2222222222222222;0.23076923076923073;0.2857142857142857;0.4285714285714286;0.12121212121212122;0.0;0.33333333333333337;0.0;0.33333333333333337;0.15000000000000002;0.0;0.18181818181818177;0.0;0.0;0.13793103448275867;0.0;0.18181818181818177;0.0;0.0;0.0;0.23076923076923073;0.25;0.11428571428571432;0.2068965517241379;0.0;0.25;0.0;0.1875;0.1428571428571429;0.0;0.25;0.0;0.19999999999999996;0.19999999999999996;0.23076923076923073;0.15384615384615385;0.0;0.25;0.05660377358490565;0.0;0.2142857142857143;0.25;0.18181818181818177;0.17142857142857137;0.10810810810810811;0.0;0.0;0.17647058823529416;0.2222222222222222;0.09302325581395354;0.16666666666666663;0.0;0.2857142857142857;1.0;0.0;0.0;0.0;0.19999999999999996;0.25;0.2857142857142857;0.0;0.0;0.19999999999999996;0.16666666666666663;0.11764705882352944;0.0714285714285714;0.24;0.0;0.0;0.0;0.4;0.23529411764705888;0.0;0.2142857142857143;0.11538461538461542;0.2222222222222222;0.2142857142857143;0.07407407407407407;0.0;0.2857142857142857;0.3529411764705882;0.0;0.0;0.07547169811320753;0.0;0.10810810810810811;0.08510638297872342;0.0;0.0
GO:0071447;0.0;0.0;0.0;0.05405405405405406;0.0;0.0;0.13636363636363635;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.06896551724137934;0.0;0.0;0.07692307692307687;0.0;0.26315789473684215;0.0;0.0;0.18181818181818177;0.0;0.0;0.09523809523809523;0.09999999999999998;0.11111111111111116;0.0625;0.0;0.05405405405405406;0.33333333333333337;0.0;0.09999999999999998;0.0;0.0;0.09999999999999998;0.0;0.21052631578947367;0.09999999999999998;0.09999999999999998;0.11111111111111116;0.0;0.09090909090909094;0.0;0.03448275862068961;0.33333333333333337;0.10526315789473684;0.11764705882352944;0.0;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;1.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.09523809523809523;0.09999999999999998;0.23529411764705888;0.0;0.0;0.26315789473684215;0.10526315789473684;0.0;0.0;0.10526315789473684;0.06451612903225812;0.08695652173913049;0.0;0.0;0.33333333333333337;0.38095238095238093;0.0;0.1875;0.046511627906976716;0.0;0.375;0.06666666666666665
GO:0016045;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.2941176470588235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08695652173913049;1.0;0.0;0.0;0.0;0.0;0.20833333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.21739130434782605;0.0;0.125;0.0;0.0;0.10526315789473684;0.0
GO:0030299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18518518518518523;0.0;0.0;0.16000000000000003;0.0;0.0;0.6;0.0;0.0;0.0;0.2272727272727273;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07017543859649122;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1785714285714286
GO:0001916;0.09999999999999998;0.08510638297872342;0.0;0.2325581395348837;0.17021276595744683;0.0;0.0;0.05882352941176472;0.09375;0.24390243902439024;0.13636363636363635;0.125;0.3571428571428571;0.07843137254901966;0.0;0.16666666666666663;0.0;0.1333333333333333;0.10810810810810811;0.0;0.1578947368421053;0.0;0.0;0.08510638297872342;0.0;0.1578947368421053;0.0;0.0;0.0;0.09677419354838712;0.26315789473684215;0.07547169811320753;0.2325581395348837;0.0;0.26315789473684215;0.0;0.08823529411764708;0.07692307692307687;0.0;0.11764705882352944;0.0;0.09090909090909094;0.09090909090909094;0.09677419354838712;0.1428571428571429;0.0;0.11764705882352944;0.04225352112676062;0.0;0.09375;0.09999999999999998;0.09999999999999998;0.1568627450980392;0.07272727272727275;0.0;0.0;0.11538461538461542;0.11111111111111116;0.06557377049180324;0.08333333333333337;0.0;0.125;0.19999999999999996;0.0;0.0;0.0;1.0;0.11764705882352944;0.125;0.0;0.0;0.09090909090909094;0.09523809523809523;0.05714285714285716;0.050000000000000044;0.32432432432432434;0.0;0.0;0.0;0.18518518518518523;0.11428571428571432;0.0;0.09375;0.06818181818181823;0.17647058823529416;0.09375;0.0444444444444444;0.0;0.125;0.32258064516129037;0.0;0.0;0.08695652173913049;0.0;0.07272727272727275;0.09523809523809523;0.0;0.0
GO:0010744;0.2727272727272727;0.16666666666666663;0.0;0.15625;0.18181818181818177;0.0;0.0;0.08571428571428574;0.2666666666666667;0.12903225806451613;0.2142857142857143;0.25;0.2222222222222222;0.18181818181818177;0.0;0.30000000000000004;0.0;0.5;0.19047619047619047;0.0;0.2727272727272727;0.0;0.0;0.2068965517241379;0.0;0.2727272727272727;0.0;0.0;0.0;0.2857142857142857;0.18518518518518523;0.17142857142857137;0.15625;0.0;0.23076923076923073;0.0;0.23529411764705888;0.18181818181818177;0.0;0.2222222222222222;0.0;0.25;0.25;0.2857142857142857;0.1428571428571429;0.0;0.2222222222222222;0.07407407407407407;0.0;0.2666666666666667;0.3076923076923077;0.2727272727272727;0.16216216216216217;0.16216216216216217;0.0;0.0;0.16666666666666663;0.33333333333333337;0.13953488372093026;0.15000000000000002;0.0;0.25;0.25;0.0;0.0;0.0;0.11764705882352944;1.0;0.25;0.0;0.0;0.25;0.25;0.10526315789473684;0.09302325581395354;0.13793103448275867;0.0;0.0;0.0;0.23076923076923073;0.5333333333333333;0.0;0.2666666666666667;0.14814814814814814;0.19999999999999996;0.2666666666666667;0.06896551724137934;0.0;0.25;0.19047619047619047;0.0;0.0;0.1132075471698113;0.0;0.16216216216216217;0.12765957446808507;0.0;0.0
GO:0032755;0.18181818181818177;0.13793103448275867;0.0;0.12903225806451613;0.12121212121212122;0.0;0.0;0.09090909090909094;0.2142857142857143;0.13793103448275867;0.1428571428571429;0.2857142857142857;0.25;0.12121212121212122;0.0;0.19999999999999996;0.0;0.33333333333333337;0.15000000000000002;0.0;0.18181818181818177;0.0;0.0;0.13793103448275867;0.0;0.18181818181818177;0.0;0.0;0.0;0.23076923076923073;0.15384615384615385;0.11428571428571432;0.12903225806451613;0.0;0.15384615384615385;0.0;0.1875;0.1428571428571429;0.0;0.25;0.0;0.19999999999999996;0.19999999999999996;0.23076923076923073;0.25;0.0;0.6666666666666667;0.05660377358490565;0.0;0.2142857142857143;0.25;0.18181818181818177;0.10810810810810811;0.10810810810810811;0.0;0.0;0.11111111111111116;0.2222222222222222;0.09302325581395354;0.16666666666666663;0.0;0.2857142857142857;0.2857142857142857;0.0;0.0;0.0;0.125;0.25;1.0;0.0;0.0;0.19999999999999996;0.16666666666666663;0.11764705882352944;0.0714285714285714;0.34782608695652173;0.0;0.0;0.0;0.2727272727272727;0.23529411764705888;0.0;0.2142857142857143;0.20833333333333337;0.1578947368421053;0.2142857142857143;0.07407407407407407;0.0;0.8;0.21052631578947367;0.0;0.0;0.07547169811320753;0.0;0.10810810810810811;0.08510638297872342;0.0;0.0
GO:0071726;0.0;0.0;0.0;0.04878048780487809;0.0;0.0;0.20833333333333337;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.06060606060606055;0.0;0.0;0.06666666666666665;0.0;0.2727272727272727;0.0;0.0;0.15384615384615385;0.0;0.0;0.07999999999999996;0.08333333333333337;0.09090909090909094;0.05555555555555558;0.0;0.04878048780487809;0.19999999999999996;0.0;0.08333333333333337;0.0;0.0;0.08333333333333337;0.0;0.42105263157894735;0.08333333333333337;0.08333333333333337;0.09090909090909094;0.0;0.07692307692307687;0.0;0.032258064516129004;0.12;0.08695652173913049;0.09523809523809523;0.0;0.0;0.0;0.0;0.05405405405405406;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.19999999999999996;0.20833333333333337;0.0;0.0;0.0;0.0;1.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.07999999999999996;0.08333333333333337;0.19047619047619047;0.0;0.0;0.2727272727272727;0.08695652173913049;0.0;0.0;0.08695652173913049;0.05714285714285716;0.07407407407407407;0.0;0.0;0.5;0.5714285714285714;0.0;0.09523809523809523;0.04255319148936165;0.0;0.30000000000000004;0.05882352941176472
GO:0044539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18518518518518523;0.0;0.0;0.16000000000000003;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.2272727272727273;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0892857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1785714285714286
GO:0019934;0.18181818181818177;0.13793103448275867;0.0;0.2068965517241379;0.12121212121212122;0.0;0.0;0.09090909090909094;0.8888888888888888;0.09999999999999998;0.1428571428571429;0.19999999999999996;0.17647058823529416;0.12121212121212122;0.09090909090909094;0.19999999999999996;0.07999999999999996;0.33333333333333337;0.21052631578947367;0.09090909090909094;0.18181818181818177;0.11111111111111116;0.0;0.13793103448275867;0.0;0.18181818181818177;0.0;0.11764705882352944;0.0;0.6;0.25;0.11428571428571432;0.2068965517241379;0.07692307692307687;0.15384615384615385;0.125;0.2666666666666667;0.19999999999999996;0.125;0.17647058823529416;0.0;0.5;0.5;0.6;0.11111111111111116;0.11111111111111116;0.17647058823529416;0.0980392156862745;0.0;0.8888888888888888;0.6666666666666667;0.18181818181818177;0.10810810810810811;0.10810810810810811;0.0;0.06896551724137934;0.11111111111111116;0.2222222222222222;0.09302325581395354;0.16666666666666663;0.09999999999999998;0.19999999999999996;0.19999999999999996;0.09999999999999998;0.0;0.0;0.09090909090909094;0.25;0.19999999999999996;0.08333333333333337;0.0;1.0;0.16666666666666663;0.11764705882352944;0.09756097560975607;0.1071428571428571;0.11764705882352944;0.125;0.0;0.2727272727272727;0.23529411764705888;0.11111111111111116;0.5454545454545454;0.16000000000000003;0.2222222222222222;0.5454545454545454;0.11538461538461542;0.10526315789473684;0.19999999999999996;0.15000000000000002;0.07692307692307687;0.08695652173913049;0.07547169811320753;0.0;0.13888888888888884;0.08510638297872342;0.125;0.07692307692307687
